MatrixName,CommSize,Edge,Interior,Dimension,npoints,nnz,AvgNonzerosPerRow,AbsoluteNonZeroSum,Trace,AbsoluteTrace,DiagonalMean,DiagonalNonZeros,DiagonalAverage,FrobeniusNorn,RowVariance,AvgDiagonalDistance,InfinityNorm,MaxNonZeroPerRow,DiagonalSign,lowerBandwidth,upperBandwidth,RowDiagonalDominance,MinNonZeroPerRow,OneNorm,ColumnDiagonalDominance,ColumnVariance,Symmetricity,NonZeroPatternSymmetry,SymmeticInfinityNorm,AntiSymmetricFrobeniusNorm,SymmetricFrobeniusNorm,AntiSymmerticInfinityNorm
case9_A_03.petsc,1,10,10,14454,30,52034.4,3.6,52034.4,-2.12E+08,2.12E+08,-14640.8,3854.4,113.952,8672.4,0.00928566,5584.46,345764,1,-1,7245,7227,0,0,362336,0,0.000249033,1,1,345764,0,2178.82,0
case9_A_04.petsc,1,10,10,14454,30,49143.6,3.4,4.43E+07,-5.42E+11,5.42E+11,-3.75E+07,4336.2,259627,3.65E+07,6.36E+06,5196.44,1.13E+09,1,-1,7245,7227,0,0,1.20E+09,0,4399.82,1,1,1.13E+09,0,3.65E+07,0
case9_A_05.petsc,1,10,10,14454,30,49143.6,3.4,1.91E+07,-1.43E+16,-1.03E+12,-9.89E+11,3854.4,-557115,1.35E+07,866543,5196.44,86843,1,-1,7245,7227,0,0,87009,0,599.716,1,1,86843,0,1.35E+07,0
case9_A_06.petsc,1,10,10,14454,30,47698.2,3.3,2.87E+07,-1.34E+10,1.34E+10,-929712,3854.4,7236.24,1.94E+07,1.80E+06,5196.44,2.77E+07,1,-1,7239,7227,0,0,2.94E+07,0,1248.7,1,1,2.77E+07,0,1.94E+07,0
case9_A_07.petsc,1,10,10,14454,30,46252.8,3.2,4.36E+07,-1.07E+11,1.07E+11,-7.43E+06,3854.4,57849.8,3.16E+07,4.78E+06,5363.94,2.23E+08,1,-3,7239,7227,0,0,2.39E+08,0,3309.99,1,1,2.23E+08,0,3.16E+07,0
case9_A_08.petsc,1,10,10,14454,30,46252.8,3.2,1.23E+07,-4.50E+10,4.50E+10,-3.11E+06,3854.4,24230,7.95E+06,302119,5363.94,9.34E+07,1,-3,7239,7227,0,0,1.00E+08,0,209.078,1,1,9.34E+07,0,7.95E+06,0
case9_A_09.petsc,1,10,10,14454,30,46252.8,3.2,1.27E+07,-7.71E+10,7.71E+10,-5.33E+06,3854.4,41506.1,8.09E+06,313175,5363.94,1.60E+08,1,-3,7239,7227,0,0,1.72E+08,0,216.725,1,1,1.60E+08,0,8.09E+06,0
case9_A_10.petsc,1,10,10,14454,30,50589,3.5,1.32E+07,-5.30E+11,5.30E+11,-3.67E+07,3854.4,285310,8.35E+06,333495,5282.68,1.10E+09,1,-3,7239,7227,0,0,1.18E+09,0,230.753,1,1,1.10E+09,0,8.35E+06,0
case9_A_11.petsc,1,10,10,14454,30,43362,3,43362,-4.75E+15,-1.03E+12,-3.29E+11,2409,-891436,7916.78,0,6025.5,7652,0,-3,7239,7227,0,0,9202,0,0.000207535,1,1,7652,0,2.65522,0
case9_A_12.petsc,1,10,10,14454,30,43362,3,43362,-3.87E+19,-1.03E+12,-2.68E+15,2409,-891436,7916.78,0,6025.5,7652,0,-3,7239,7227,0,0,9203,0,0.000207535,1,1,7652,0,2.65328,0
case9_b.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_01.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_02.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_03.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_04.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_05.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_06.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_07.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_08.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_09.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_10.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_11.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b1_12.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_01.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_02.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_03.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_04.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_05.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_06.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_07.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_08.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_09.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_10.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_11.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
case9_b2_12.petsc,1,10,10,14454,1,#NAME?,#NAME?,#NAME?,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,#NAME?,#NAME?,0
cat_ears_2_1.petsc,1,10,10,85,28,255,3,14994,734.643,734.643,8.64286,12.1429,19.9294,3016.05,354.89,17.2333,332,1,-1,77,65,0,0,292,0,145.221,0,0,249,1079.06,1079.06,0
cavity01.petsc,1,10,10,317,29,634,2,1870.3,805.253,754.241,2.54023,262.345,0.263013,512.129,2.15267,13.3333,8,1,-1,85,69,0,0,12,1,0.08257,0,0,9,11.9305,504.02,0
cavity02.petsc,1,10,10,317,29,951,3,2662.8,789.257,754.241,2.48977,262.345,0.263013,611.407,2.18562,15.7273,27,1,-1,85,88,0,0,30,0,0.117687,0,0,20,12.9024,494.264,0
cavity03.petsc,1,10,10,317,29,1775.2,5.6,5642.6,776.773,830.759,2.45039,262.345,0.289695,1066.55,2.34136,20.75,46,2,-3,87,88,0,0,79,0,0.357867,0,0,40,55.2163,524.842,0
cavity04.petsc,1,10,10,317,29,2884.7,9.1,14011.4,841.566,1147.76,2.65478,251.414,0.417638,2174.17,4.4843,33.1928,66,2,-3,99,86,0,0,98,0,1.48691,0,0,49,138.594,684.961,0
cavity05.petsc,1,10,10,1182,30,2836.8,2.4,9101.4,3643.19,3388.4,3.08222,985,0.0873096,2355.12,3.45216,41.1875,8,1,-1,160,118,0,0,12,1,0.0336103,0,0,9,0,2374.44,0
cavity06.petsc,1,10,10,1182,30,2836.8,2.4,9101.4,3684.66,3427.8,3.11731,985,0.0883249,2402.11,3.58005,19.375,17,1,-1,160,119,0,0,18,0,0.0349624,0,0,14,0.954968,2417.87,0
cavity07.petsc,1,10,10,1182,30,5319,4.5,13593,3749.04,3427.8,3.17178,985,0.0883249,2754.34,3.65938,27.2973,26,1,-1,160,132,0,0,39,0,0.0459603,0,0,23,8.1927,2499.14,0
cavity08.petsc,1,10,10,1182,30,6382.8,5.4,19857.6,3842.26,3664.2,3.25064,985,0.0944162,3450.14,4.18969,30.8913,37,1,-3,160,132,0,0,42,0,0.0721256,0,0,27,21.847,2642.39,0
cavity09.petsc,1,10,10,1182,30,8746.8,7.4,29313.6,3940.69,4018.8,3.33392,985,0.103553,4504.02,5.09279,39.1818,46,1,-3,160,152,0,0,78,0,0.122899,0,0,41,35.938,2839.17,0
cavity10.petsc,1,10,10,2597,30,3895.5,1.5,13244.7,6342.45,5886.53,2.44222,1904.47,0.0357055,4275.2,2.32961,23.7,8,1,-1,235,173,0,0,12,1,0.0104385,0,0,9,0,4293.71,0
cavity11.petsc,1,10,10,2597,30,4414.9,1.7,14023.8,6356.41,5886.53,2.4476,1904.47,0.0357055,4330.06,2.3263,34.6667,14,1,-1,235,173,0,0,15,0,0.0107084,0,0,12,0,4317.05,0
cavity12.petsc,1,10,10,2597,30,5194,2,16620.8,6392,5886.53,2.4613,1904.47,0.0357055,4616.53,2.3187,75,20,1,-1,235,175,0,0,28,0,0.0121721,0,0,17,0,4370.17,0
cavity13.petsc,1,10,10,2597,30,5713.4,2.2,19217.8,6413.63,5973.1,2.46963,1904.47,0.0362306,5102.3,2.50189,77.2353,26,1,-1,235,187,0,0,29,0,0.0148688,0,0,20,0,4409.53,0
cavity14.petsc,1,10,10,2597,30,6752.2,2.6,23113.3,6436.56,6059.67,2.47846,1817.9,0.038506,5766.28,2.49486,55.1905,34,1,-3,235,187,0,0,49,0,0.0189906,0,0,29,0,4457.65,0
cavity15.petsc,1,10,10,2597,30,7531.3,2.9,27008.8,6475.49,6405.93,2.49345,1904.47,0.038856,6580.21,2.57217,48.7083,40,1,-3,235,187,0,0,49,0,0.0247303,0,0,29,0,4535.8,0
cavity16.petsc,1,10,10,4562,30,10036.4,2.2,19160.4,10563.6,9580.2,2.31556,3801.67,0.0165717,5120.83,1.08657,69.7857,8,1,-1,310,230,0,0,12,1,0.00276236,0,0,9,0,5437.87,0
cavity17.petsc,1,10,10,4562,30,8667.8,1.9,17791.8,10568.9,9580.2,2.31672,3801.67,0.0165717,5059.5,1.08617,87.9091,10,1,-1,310,230,0,0,10,1,0.00269652,0,0,9,0,5444.88,0
cavity18.petsc,1,10,10,4562,30,8667.8,1.9,17791.8,10571.9,9580.2,2.31739,3801.67,0.0165717,5059.5,1.0859,87.0909,12,1,-1,310,230,0,0,18,0,0.00269655,0,0,11,0,5449.43,0
cavity19.petsc,1,10,10,4562,30,7299.2,1.6,16879.4,10576.2,9580.2,2.31833,3801.67,0.0165717,5059.5,1.0856,62.25,14,1,-1,310,230,0,0,16,0,0.00269652,0,0,12,0,5454.61,0
cavity20.petsc,1,10,10,4562,30,9580.2,2.1,19616.6,10581.1,9580.2,2.3194,3801.67,0.0165717,5221.45,1.08528,55.7692,17,1,-1,310,230,0,0,25,0,0.00287201,0,0,15,0,5460.01,0
cavity21.petsc,1,10,10,4562,30,9580.2,2.1,20529,10584,9580.2,2.32005,3801.67,0.0165717,5378.52,1.0851,56.4615,19,1,-1,310,230,0,0,20,0,0.0030474,0,0,16,0,5463.18,0
cavity22.petsc,1,10,10,4562,30,8211.6,1.8,28740.6,11682.5,10948.8,2.56082,3497.53,0.0205859,8096.75,2.42189,80.4167,22,1,-1,310,230,0,0,32,0,0.00690627,0,0,19,0,7500.25,0
cavity23.petsc,1,10,10,4562,30,9580.2,2.1,30565.4,11650.7,10796.7,2.55387,3497.53,0.0203,8173.49,2.25897,79.9333,25,1,-1,310,229,0,0,27,0,0.00703788,0,0,19,0,7453.3,0
cavity24.petsc,1,10,10,4562,30,10948.8,2.4,32390.2,11614.5,10644.7,2.54593,3497.53,0.0200141,8173.49,2.09647,93.0556,26,1,-1,310,242,0,0,39,0,0.00703792,0,0,23,0,7400.79,0
cavity25.petsc,1,10,10,4562,30,12317.4,2.7,35127.4,11574,10644.7,2.53704,3497.53,0.0200141,8498.06,2.10102,101.762,29,1,-1,310,242,0,0,32,0,0.00760796,0,0,22,0,7342.95,0
cavity26.petsc,1,10,10,4562,30,14598.4,3.2,39689.4,11529.2,10644.7,2.52722,3345.47,0.0209238,8881.27,2.10594,91.7308,31,1,-1,310,242,0,0,45,0,0.00830956,0,0,27,0,7280,0
cbuckle.petsc,1,10,10,13681,30,461050,33.7,2.81E+08,7.59E+07,7.58E+07,5544.18,12312.9,13.5071,6.24E+07,8.80E+06,538.743,48591,1,-1,13577,13577,0,0,82520,0,15216,1,1,48591,0,4.06E+07,0
cbuckle_G.petsc,1,10,10,13681,30,32834.4,2.4,653952,314724,311015,23.0045,3648.27,0.186938,194895,138.264,5,209,1,-1,13566,13566,0,0,236,0,0.148346,1,1,209,0,162869,0
cca.petsc,1,10,10,49152,30,108134,2.2,3.87E+09,0,0,0,0,#NAME?,8.99E+08,0,1553.41,147453,0,0,12288,12288,0,0,196498,0,68038.1,1,1,147453,0,0,0
cca_G_01.petsc,1,10,10,24,22,48,2,784.8,0,0,0,0,#NAME?,186.722,54.8,2.8,85,3,0,13,13,0,0,85,0,23.6389,1,1,85,0,184.097,0
cca_G_02.petsc,1,10,10,64,27,185.6,2.9,8710.4,0,0,0,0,#NAME?,1758.23,340.628,3.48276,249,2,0,32,32,0,0,292,0,113.04,1,1,249,0,1211.77,0
cca_G_03.petsc,1,10,10,160,29,368,2.3,41168,0,0,0,0,#NAME?,9535.77,938.57,5.65217,474,1,0,81,80,0,0,599,0,218.994,1,1,474,0,4901.77,0
cca_G_04.petsc,1,10,10,384,30,883.2,2.3,188736,0,0,0,0,#NAME?,45508.1,317.52,44.0435,1149,1,0,193,193,0,0,1517,0,363.857,1,1,1149,0,6842.53,0
cca_G_05.petsc,1,10,10,896,30,2240,2.5,1.39E+06,0,0,0,0,#NAME?,310995,0,56.64,2682,0,0,449,449,0,0,3543,0,1341.24,1,1,2682,0,0,0
cca_G_06.petsc,1,10,10,2048,30,6758.4,3.3,1.16E+07,0,0,0,0,#NAME?,2.08E+06,0,28.6364,6141,0,0,1025,1025,0,0,8121,0,5050.25,1,1,6141,0,0,0
cca_G_07.petsc,1,10,10,4608,30,9676.8,2.1,2.39E+07,0,0,0,0,#NAME?,6.32E+06,0,120.952,13818,0,0,1152,2304,0,0,18275,0,4084.27,1,1,13818,0,0,0
cca_G_08.petsc,1,10,10,10240,30,27648,2.7,2.01E+08,0,0,0,0,#NAME?,4.30E+07,0,116.704,30717,0,0,5120,2560,0,0,51157,0,17215.7,1,1,30717,0,0,0
cca_G_09.petsc,1,10,10,22528,30,63078.4,2.8,9.90E+08,0,0,0,0,#NAME?,2.07E+08,0,959.107,67578,0,0,11265,11264,0,0,89551,0,37534.3,1,1,67578,0,0,0
cca_G_10.petsc,1,10,10,49152,30,142541,2.9,5.04E+09,0,0,0,0,#NAME?,9.95E+08,0,1206.14,147453,0,0,24577,12288,0,0,196498,0,83385.3,1,1,147453,0,0,0
ccc.petsc,1,10,10,49152,30,142541,2.9,5.18E+09,0,0,0,0,#NAME?,1.01E+09,0,2443.41,4112,0,0,45056,45056,0,0,191353,0,85777.4,1,1,4112,0,0,0
ccc_G_01.petsc,1,10,10,24,22,74.4,3.1,1305.6,0,0,0,0,#NAME?,243.857,80.0322,6.09677,68,3,0,16,16,0,1,77,0,38.738,1,1,68,0,227.114,0
ccc_G_02.petsc,1,10,10,64,27,211.2,3.3,8467.2,0,0,0,0,#NAME?,1608.23,96.0867,14.5152,102,2,0,48,48,0,0,201,0,94.9995,1,1,102,0,635.826,0
ccc_G_03.petsc,1,10,10,160,29,432,2.7,43040,0,0,0,0,#NAME?,9155.05,466.09,31.037,303,1,0,128,128,0,0,557,0,201.142,1,1,303,0,3454.26,0
ccc_G_04.petsc,1,10,10,384,30,1190.4,3.1,269875,0,0,0,0,#NAME?,53615.3,0,52.5161,80,0,0,320,320,0,0,1441,0,504.321,1,1,80,0,0,0
ccc_G_05.petsc,1,10,10,896,30,2688,3,1.42E+06,0,0,0,0,#NAME?,291431,0,110.167,144,0,0,768,768,0,0,3526,0,1177.39,1,1,144,0,0,0
ccc_G_06.petsc,1,10,10,2048,30,7577.6,3.7,1.06E+07,0,0,0,0,#NAME?,1.89E+06,32400,235.838,2072,1,0,1792,1792,0,0,7529,0,4159.2,1,1,2072,0,368640,0
ccc_G_07.petsc,1,10,10,4608,30,14284.8,3.1,4.55E+07,0,0,0,0,#NAME?,8.97E+06,0,587.516,528,0,0,4096,4096,0,0,17065,0,8213.75,1,1,528,0,0,0
ccc_G_08.petsc,1,10,10,10240,30,30720,3,2.02E+08,0,0,0,0,#NAME?,4.07E+07,0,591.233,1040,0,0,9216,9216,0,0,38668,0,15460.2,1,1,1040,0,0,0
ccc_G_09.petsc,1,10,10,22528,30,60825.6,2.7,7.96E+08,0,0,0,0,#NAME?,1.79E+08,0,2977.67,2064,0,0,20480,20480,0,0,102742,0,28013.2,1,1,2064,0,0,0
ccc_G_10.petsc,1,10,10,49152,30,186778,3.8,7.04E+09,0,0,0,0,#NAME?,1.20E+09,0,4622.87,4112,0,0,45056,45056,0,0,187625,0,121020,1,1,4112,0,0,0
cdde1.petsc,1,10,10,961,30,2594.7,2.7,4516.7,3815.85,2883,3.9707,961,0.0936524,994.066,0.843846,13.3529,4,2,2,0,31,0,1,5,1,0.0111404,1,0,5,4.24706,1214.31,0
cdde2.petsc,1,10,10,961,30,2594.7,2.7,5189.4,3815.85,2883,3.9707,961,0.0936524,1087.25,0.84812,13.3529,4,2,2,0,31,0,1,6,1,0.0133317,0,0,5,106.177,1214.31,0
cdde3.petsc,1,10,10,961,30,2594.7,2.7,4516.7,3768.92,2883,3.92188,961,0.0936524,994.066,0.848016,13.3529,4,2,2,0,31,0,1,5,1,0.0111406,1,0,5,4.24706,1199.56,0
cdde4.petsc,1,10,10,961,30,2594.7,2.7,5189.4,3768.92,2883,3.92188,961,0.0936524,1087.25,0.852209,13.3529,4,2,2,0,31,0,1,6,1,0.0133317,0,0,5,106.177,1199.56,0
cdde5.petsc,1,10,10,961,30,2594.7,2.7,4516.7,3609.38,2883,3.75586,961,0.0936524,994.066,0.861798,13.3529,4,2,2,0,31,0,1,5,1,0.0111413,1,0,5,4.24706,1149.45,0
cdde6.petsc,1,10,10,961,30,2594.7,2.7,5189.4,3609.38,2883,3.75586,961,0.0936524,1087.25,0.865714,13.3529,4,2,2,0,31,0,1,6,1,0.0133318,0,0,5,106.177,1149.45,0
cegb2802.petsc,1,10,10,2802,30,186053,66.4,2.23E+08,1.41E+06,1.41E+06,504.367,1494.4,10.1251,1.04E+07,41129.2,62.4021,22403,2,-1,203,251,0,0,236695,0,47545.9,1,1,22403,0,568266,0
cegb2919.petsc,1,10,10,2919,30,231477,79.3,3.84E+08,2.57E+06,2.57E+06,879.033,1751.4,15.0571,1.52E+07,255731,143.516,29172,2,-1,786,1293,0,0,249633,0,89991.9,1,1,29172,0,1.48E+06,0
cegb3024.petsc,1,10,10,3024,30,68040,22.5,7.75E+07,9.14E+06,9.14E+06,3023,3024,29.9901,6.04E+06,913853,92.707,24160,1,2,213,264,0,1,66270,0,13117.1,1,1,24160,0,2.89E+06,0
cegb3306.petsc,1,10,10,3306,30,49259.4,14.9,9.88E+07,2.99E+06,2.99E+06,904.667,1873.4,14.487,8.82E+06,177766,140.814,33042,1,-1,426,392,0,0,79237,0,21426.5,1,1,33042,0,1.39E+06,0
celegans_metabolic.petsc,1,10,10,453,30,3986.4,8.8,6659.1,15.1,15.1,0.0333333,15.1,0.0662252,793.72,0.01,137.034,4,1,-1,441,441,0,0,63,0,0.0661998,1,1,4,0,45.3,0
celegansneural.petsc,1,10,10,297,29,2286.9,7.7,5999.4,0,0,0,0,#NAME?,930.705,1.01,61.3506,44,1,0,255,227,0,0,323,0,0.32331,0,0,30,280.582,280.582,0
cell1.petsc,1,10,10,7055,30,30336.5,4.3,2.02E+06,890770,890341,126.261,7055,0.536641,394310,2098.01,59.8485,413,1,2,82,81,0,1,415,1,4.4284,0,0,413,0,323149,0
cell2.petsc,1,10,10,7055,30,30336.5,4.3,2.02E+06,890764,890341,126.26,7055,0.536641,394310,2098.01,59.8485,413,1,2,82,81,0,1,415,1,4.4284,0,0,413,0,323147,0
cfd1.petsc,1,10,10,70656,30,70656,1,70656,70656,70656,1,70656,0.000424592,22343.4,0.1,#NAME?,1,1,2,0,0,0,1,1,1,1.42E-05,1,1,1,0,22343.4,0
cfd2.petsc,1,10,10,123440,30,123440,1,123440,123440,123440,1,123440,0.000243033,39035.2,0.1,#NAME?,1,1,2,0,0,0,1,1,1,8.10E-06,1,1,1,0,39035.2,0
ch5-5-b3.petsc,1,10,10,600,30,2400,4,2400,0,0,0,0,#NAME?,379.473,0.01,214.025,3,1,0,597,599,0,0,4,0,0.00666444,0,0,1,60,60,0
ch7-8-b5.petsc,1,10,10,141120,30,846720,6,846720,0,0,0,0,#NAME?,109311,0,60725.3,2,0,0,140827,141119,0,0,6,0,4.25E-05,0,0,0,0,0,0
channel-500x100x100-b050.petsc,1,10,10,4.80E+06,30,6.15E+07,12.8,1.64E+14,0,0,0,0,#NAME?,1.70E+13,0,1269.32,1.44E+07,0,0,2450,2450,0,0,6.50E+07,0,2.62E+07,1,1,1.44E+07,0,0,0
chem_master1.petsc,1,10,10,40401,30,202005,5,1.52E+08,7.42E+07,7.42E+07,1836.14,40401,1.36301,2.65E+07,305710,101,4099,1,2,201,201,0,1,5305,0,106.693,1,1,4099,0,2.23E+07,0
chesapeake.petsc,1,10,10,39,25,273,7,7078.5,0,0,0,0,#NAME?,938.929,325.252,11.1,298,6,0,37,37,0,2,607,0,128.854,1,1,298,0,800.831,0
chipcool0.petsc,1,10,10,20082,30,0,0,0,-537.731,0,-0.0267768,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,321.537,0
chipcool0_E.petsc,1,10,10,20082,30,0,0,0,0.0118378,0,5.89E-07,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0137888,0
chipcool1.petsc,1,10,10,20082,30,0,0,0,-537.731,0,-0.0267768,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,321.537,0
chipcool1_E.petsc,1,10,10,20082,30,0,0,0,0.0118378,0,5.89E-07,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0137888,0
circuit_1.petsc,1,10,10,2624,30,0,0,0,25.8349,0,0.00984564,0,#NAME?,0,0,#NAME?,1,0,0,2448,276,0,0,5,0,0,1,1,1,0.00116081,0.228773,0
circuit204.petsc,1,10,10,1020,30,1428,1.4,1428,467.996,408,0.458819,170,0.0705882,381.649,0.02,270.308,6,1,-1,816,143,0,0,12,0,0.00137274,1,1,6,2.65E-06,145.63,0
circuit_2.petsc,1,10,10,4510,30,4510,1,4510,2725.99,2555.67,0.604432,2555.67,0.00665188,1426.19,0.06,2053,3,1,-1,5,4499,0,0,695,0,0.00022167,0,0,3,390.577,1171.8,0
circuit_3.petsc,1,10,10,12127,30,2425.4,0.2,2425.4,4179.87,4850.8,0.344674,3233.87,0.00371073,1715.02,0.02,#NAME?,6,1,-3,676,11756,0,0,3386,0,1.65E-05,0,0,6,857.508,1961.62,0
circuit_4.petsc,1,10,10,80209,30,136355,1.7,1.44E+07,-4.70E+06,4.81E+06,-58.5603,48125.4,0.0373815,1.43E+07,31647.3,1881.5,1779,1,-3,18433,67416,0,0,1781,0,3.94576,1,1,1779,0,1.43E+07,0
cit-HepPh.petsc,1,10,10,34546,30,228004,6.6,4.28E+09,0,0,0,0,#NAME?,6.23E+08,0,13146.5,0,0,0,34244,34477,0,0,547230,0,94088,1,1,0,0,0,0
cit-HepTh.petsc,1,10,10,27770,30,191613,6.9,1.52E+09,0,0,0,0,#NAME?,2.60E+08,7.71E+06,5664.55,27764,1,0,27715,27724,0,0,532295,0,31504.7,0,0,13882,3.86E+07,3.86E+07,0
citationCiteseer.petsc,1,10,10,268495,30,1.83E+06,6.8,2.88E+11,0,0,0,0,#NAME?,4.05E+10,0,48112.6,0,0,0,225126,241300,0,0,1.87E+06,0,845779,1,1,0,0,0,0
ck104.petsc,1,10,10,104,30,20.8,0.2,20.8,89.0489,31.2,0.856239,10.4,0.865385,14.7078,0.0190559,51,5,1,-1,53,51,0,0,6,0,0.00194174,0,0,5,8.1555,31.8112,0
ck400.petsc,1,10,10,400,30,0,0,0,327.877,106.667,0.819692,26.6667,0.3,0,0,#NAME?,4,0,-1,201,0,0,0,6,0,0,1,0,4,0.0226411,69.6182,0
ck656.petsc,1,10,10,656,30,131.2,0.2,131.2,541.563,196.8,0.825554,65.6,0.137195,92.7724,0.0191228,329,5,1,-1,329,329,0,0,6,0,0.000305339,0,0,5,37.413,175.121,0
