Name,Num Procs,Abs Trace - MinOverProcs,  Abs Trace - MeanOverProcs,  Abs Trace - MaxOverProcs,  Abs Trace - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MinOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MeanOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MaxOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Computing Schur form - MinOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MeanOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MaxOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Operation Op*x - MinOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MeanOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MaxOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Orthogonalization - MinOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MeanOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MaxOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MinOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MeanOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MaxOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Sorting Schur form - MinOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MeanOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MaxOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MeanOverCallCounts,  Anasazi: BlockKrylovSchurSolMgr restarting - MinOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MeanOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MaxOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MeanOverCallCounts,  Anasazi: BlockKrylovSchurSolMgr::solve() - MinOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MeanOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MaxOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MeanOverCallCounts,  Antisymm Frob Norm - MinOverProcs,  Antisymm Frob Norm - MeanOverProcs,  Antisymm Frob Norm - MaxOverProcs,  Antisymm Frob Norm - MeanOverCallCounts,  Antisymm Inf Norm - MinOverProcs,  Antisymm Inf Norm - MeanOverProcs,  Antisymm Inf Norm - MaxOverProcs,  Antisymm Inf Norm - MeanOverCallCounts,  Avg Nonzeros / Row - MinOverProcs,  Avg Nonzeros / Row - MeanOverProcs,  Avg Nonzeros / Row - MaxOverProcs,  Avg Nonzeros / Row - MeanOverCallCounts,  Col Diag Dominance - MinOverProcs,  Col Diag Dominance - MeanOverProcs,  Col Diag Dominance - MaxOverProcs,  Col Diag Dominance - MeanOverCallCounts,  Col Variance - MinOverProcs,  Col Variance - MeanOverProcs,  Col Variance - MaxOverProcs,  Col Variance - MeanOverCallCounts,  Diadonal Nonzeros - MinOverProcs,  Diadonal Nonzeros - MeanOverProcs,  Diadonal Nonzeros - MaxOverProcs,  Diadonal Nonzeros - MeanOverCallCounts,  Diag Variance - MinOverProcs,  Diag Variance - MeanOverProcs,  Diag Variance - MaxOverProcs,  Diag Variance - MeanOverCallCounts,  Diagonal Mean - MinOverProcs,  Diagonal Mean - MeanOverProcs,  Diagonal Mean - MaxOverProcs,  Diagonal Mean - MeanOverCallCounts,  Diagonal Sign - MinOverProcs,  Diagonal Sign - MeanOverProcs,  Diagonal Sign - MaxOverProcs,  Diagonal Sign - MeanOverCallCounts,  Dimension - MinOverProcs,  Dimension - MeanOverProcs,  Dimension - MaxOverProcs,  Dimension - MeanOverCallCounts,  Dummy Rows - MinOverProcs,  Dummy Rows - MeanOverProcs,  Dummy Rows - MaxOverProcs,  Dummy Rows - MeanOverCallCounts,  Eigen LM - MinOverProcs,  Eigen LM - MeanOverProcs,  Eigen LM - MaxOverProcs,  Eigen LM - MeanOverCallCounts,  Eigen LR - MinOverProcs,  Eigen LR - MeanOverProcs,  Eigen LR - MaxOverProcs,  Eigen LR - MeanOverCallCounts,  Eigen SM - MinOverProcs,  Eigen SM - MeanOverProcs,  Eigen SM - MaxOverProcs,  Eigen SM - MeanOverCallCounts,  Eigen SR - MinOverProcs,  Eigen SR - MeanOverProcs,  Eigen SR - MaxOverProcs,  Eigen SR - MeanOverCallCounts,  Frob. Norm - MinOverProcs,  Frob. Norm - MeanOverProcs,  Frob. Norm - MaxOverProcs,  Frob. Norm - MeanOverCallCounts,  Inf Norm - MinOverProcs,  Inf Norm - MeanOverProcs,  Inf Norm - MaxOverProcs,  Inf Norm - MeanOverCallCounts,  Lower Bandwidth - MinOverProcs,  Lower Bandwidth - MeanOverProcs,  Lower Bandwidth - MaxOverProcs,  Lower Bandwidth - MeanOverCallCounts,  Max Nonzeros / Row - MinOverProcs,  Max Nonzeros / Row - MeanOverProcs,  Max Nonzeros / Row - MaxOverProcs,  Max Nonzeros / Row - MeanOverCallCounts,  Min Nonzeros / Row - MinOverProcs,  Min Nonzeros / Row - MeanOverProcs,  Min Nonzeros / Row - MaxOverProcs,  Min Nonzeros / Row - MeanOverCallCounts,  Nonzeros - MinOverProcs,  Nonzeros - MeanOverProcs,  Nonzeros - MaxOverProcs,  Nonzeros - MeanOverCallCounts,  One Norm - MinOverProcs,  One Norm - MeanOverProcs,  One Norm - MaxOverProcs,  One Norm - MeanOverCallCounts,  Row Diag Dominance - MinOverProcs,  Row Diag Dominance - MeanOverProcs,  Row Diag Dominance - MaxOverProcs,  Row Diag Dominance - MeanOverCallCounts,  Row Variance - MinOverProcs,  Row Variance - MeanOverProcs,  Row Variance - MaxOverProcs,  Row Variance - MeanOverCallCounts,  Symm Frob Norm - MinOverProcs,  Symm Frob Norm - MeanOverProcs,  Symm Frob Norm - MaxOverProcs,  Symm Frob Norm - MeanOverCallCounts,  Symm Inf Norm - MinOverProcs,  Symm Inf Norm - MeanOverProcs,  Symm Inf Norm - MaxOverProcs,  Symm Inf Norm - MeanOverCallCounts,  Symmetry - MinOverProcs,  Symmetry - MeanOverProcs,  Symmetry - MaxOverProcs,  Symmetry - MeanOverCallCounts,  Trace - MinOverProcs,  Trace - MeanOverProcs,  Trace - MaxOverProcs,  Trace - MeanOverCallCounts,  Upper Bandwidth - MinOverProcs,  Upper Bandwidth - MeanOverProcs,  Upper Bandwidth - MaxOverProcs,  Upper Bandwidth - MeanOverCallCounts,
t2d_q4_A_32.mtx,12,0.000300884,0.000301421,0.00030303,0.000301421,0.000368834,0.000381211,0.000396967,0.000190606,0.00410056,0.00429589,0.00447059,7.81E-05,0.0129354,0.0139994,0.0149264,2.53E-05,0.0638969,0.065234,0.0666838,0.000116907,0.000103235,0.000116885,0.000126362,2.13E-06,0.000768423,0.000822226,0.000864267,1.49E-05,0.00127149,0.00131247,0.00135159,2.57E-05,0.0890331,0.0891341,0.0892351,0.0222835,0.00173092,0.00174328,0.00175405,0.00174328,0.00201702,0.0020294,0.00204682,0.0020294,0.000119925,0.000121137,0.00012207,0.000121137,0.000996828,0.00099798,0.000999928,0.00099798,1.35074,1.35074,1.35075,1.35074,0,0,0,0,0.000622988,0.00062412,0.000625134,0.00062412,0.000324011,0.000331124,0.00033617,0.000331124,0.000333071,0.000334541,0.000335217,0.000334541,0,7.95E-07,9.54E-07,7.95E-07,0.000128984,0.000129779,0.000130892,0.000129779,0.019093,0.0191034,0.0191121,0.00477586,0.0112119,0.0112182,0.011225,0.00280454,0.032491,0.0324956,0.0325019,0.0081239,0.0324569,0.0324603,0.0324662,0.00811507,1.81E-05,1.81E-05,1.81E-05,1.81E-05,0.000911236,0.000933806,0.000957251,0.000311269,0.000344992,0.000346363,0.000347137,0.000346363,0,2.38E-07,9.54E-07,2.38E-07,0.000114918,0.000127355,0.00013113,0.000127355,0,1.59E-07,9.54E-07,1.59E-07,0.000910997,0.000919024,0.000926018,0.000919024,0.000319958,0.000324845,0.000334978,0.000324845,1.43425,1.43425,1.43425,1.43425,0.00182915,0.00183545,0.00184608,0.00183545,0.00199509,0.00200202,0.00201201,0.00200202,0.00213695,0.00214648,0.00215006,0.00214648,0.000305891,0.000306606,0.000307083,0.000306606,0.000334024,0.000340084,0.000349998,0.000340084, 
t2d_q4_A_33.mtx,12,0.000316143,0.000318289,0.000319004,0.000318289,0.000348091,0.000358701,0.000371933,0.00017935,0.00405407,0.0042508,0.00444102,7.87E-05,0.0125749,0.0137179,0.0145519,2.52E-05,0.0639837,0.0651518,0.0665655,0.00011889,0.000100851,0.000110686,0.000123262,2.05E-06,0.000814676,0.000863651,0.000925541,1.60E-05,0.00122595,0.00128347,0.0013535,2.57E-05,0.088522,0.0886109,0.0886662,0.0221527,0.00172091,0.00173606,0.00175595,0.00173606,0.00206304,0.00207589,0.00209093,0.00207589,0.000144005,0.000144402,0.000144958,0.000144402,0.000986814,0.000987569,0.000988007,0.000987569,1.37841,1.37842,1.37842,1.37842,0,3.18E-07,9.54E-07,3.18E-07,0.000626087,0.000627995,0.000628948,0.000627995,0.000321865,0.000329554,0.000334978,0.000329554,0.000325918,0.000326912,0.00032711,0.000326912,0,6.95E-07,1.19E-06,6.95E-07,0.000159979,0.000161012,0.000162125,0.000161012,0.019429,0.0194431,0.0194581,0.00486078,0.00963116,0.00964419,0.00965309,0.00241105,0.0327022,0.0327079,0.0327122,0.00817697,0.032609,0.0326134,0.032618,0.00815335,1.48E-05,1.48E-05,1.48E-05,1.48E-05,0.00100398,0.00102242,0.00106096,0.000340806,0.000340939,0.000341336,0.000341892,0.000341336,0,2.38E-07,9.54E-07,2.38E-07,0.000138044,0.000150959,0.000154018,0.000150959,0,1.59E-07,9.54E-07,1.59E-07,0.000890017,0.000902295,0.000910044,0.000902295,0.000320911,0.000431677,0.000462055,0.000431677,1.46065,1.46065,1.46066,1.46065,0.00184608,0.00185076,0.0018599,0.00185076,0.00202203,0.00202982,0.00204992,0.00202982,0.00219512,0.0022245,0.00233603,0.0022245,0.000323057,0.00032409,0.000324965,0.00032409,0.000330925,0.000345349,0.000361919,0.000345349, 
t2d_q4_A_34.mtx,12,0.00030899,0.000310103,0.000310898,0.000310103,0.000349283,0.000362456,0.000378132,0.000181228,0.00458455,0.00464553,0.00468135,8.15E-05,0.0137382,0.0148527,0.0153511,2.59E-05,0.0695703,0.0700702,0.0711954,0.000121229,0.000125647,0.000143071,0.000155687,2.51E-06,0.000877619,0.000894984,0.000909567,1.57E-05,0.00133371,0.00139306,0.00144219,2.63E-05,0.0954585,0.0955371,0.0956161,0.0238843,0.00174189,0.00175309,0.00177002,0.00175309,0.00202703,0.00204273,0.00205779,0.00204273,0.000144005,0.000144243,0.000144958,0.000144243,0.00103688,0.00103879,0.00104189,0.00103879,1.35721,1.35723,1.35723,1.35723,0,1.59E-07,9.54E-07,1.59E-07,0.000632048,0.000636836,0.000638008,0.000636836,0.000305891,0.000326574,0.000345945,0.000326574,0.000335932,0.000336786,0.000338078,0.000336786,0,0,0,0,0.000147104,0.000148217,0.000149965,0.000148217,0.03529,0.0352957,0.0353041,0.00882393,0.0116057,0.0116087,0.0116119,0.00290218,0.033639,0.0336429,0.0336483,0.00841073,0.033622,0.0336272,0.0336351,0.0084068,1.50E-05,1.50E-05,1.50E-05,1.50E-05,0.000919819,0.000933548,0.000966072,0.000311183,0.000342846,0.000347197,0.000349045,0.000347197,0,2.58E-07,1.19E-06,2.58E-07,0.000124931,0.000134607,0.000139952,0.000134607,0,2.38E-07,9.54E-07,2.38E-07,0.000951052,0.000970622,0.000994921,0.000970622,0.000319958,0.000335117,0.000341892,0.000335117,1.45465,1.45465,1.45466,1.45465,0.00193095,0.00193632,0.00194502,0.00193632,0.00200701,0.00201291,0.00202179,0.00201291,0.00220394,0.0022134,0.00222898,0.0022134,0.000307798,0.000309368,0.000310183,0.000309368,0.000325918,0.000333786,0.000344038,0.000333786, 
t2d_q4_A_35.mtx,12,0.00031805,0.000318448,0.000319004,0.000318448,0.000321865,0.000344932,0.000366211,0.000172466,0.00434971,0.00438571,0.00444221,7.43E-05,0.013479,0.0145512,0.0149729,2.45E-05,0.0676861,0.0682387,0.0693412,0.000114111,0.000113726,0.000126243,0.000138283,2.14E-06,0.000838995,0.000857274,0.000886917,1.45E-05,0.00132489,0.0013838,0.00142908,2.52E-05,0.092869,0.0929837,0.0930901,0.0232459,0.00173402,0.00175049,0.00176692,0.00175049,0.00203395,0.00204686,0.00206089,0.00204686,0.000118971,0.000119209,0.000120163,0.000119209,0.000938892,0.000940541,0.000945091,0.000940541,1.34193,1.34194,1.34195,1.34194,0,2.38E-07,9.54E-07,2.38E-07,0.000626087,0.00063324,0.000635147,0.00063324,0.000323057,0.000330667,0.000343084,0.000330667,0.000322104,0.000324249,0.000324965,0.000324249,0,0,0,0,0.000142813,0.000143905,0.000144958,0.000143905,0.0240612,0.024075,0.024087,0.00601876,0.0109491,0.010959,0.0109661,0.00273976,0.031801,0.031803,0.031806,0.00795074,0.0315681,0.03157,0.031575,0.0078925,1.41E-05,1.48E-05,1.60E-05,1.48E-05,0.000952482,0.000966986,0.00100112,0.000322329,0.000338078,0.000342588,0.000344038,0.000342588,0,3.58E-07,1.19E-06,3.58E-07,0.000115871,0.00012664,0.000132799,0.00012664,0,7.95E-08,9.54E-07,7.95E-08,0.00089097,0.000904659,0.000918865,0.000904659,0.000339031,0.000356535,0.000370026,0.000356535,1.46552,1.46553,1.46554,1.46553,0.00187087,0.00187598,0.00188684,0.00187598,0.00202608,0.00204484,0.00207305,0.00204484,0.00222516,0.00223841,0.00225592,0.00223841,0.000320911,0.000322024,0.000323057,0.000322024,0.000344038,0.000352303,0.000365019,0.000352303, 
t2d_q4_A_36.mtx,12,0.000308037,0.000308514,0.00030899,0.000308514,0.00035882,0.000373721,0.000386953,0.000186861,0.00428462,0.00434037,0.00437808,7.48E-05,0.013196,0.0143316,0.0146825,2.45E-05,0.0661986,0.0666733,0.0680113,0.00011339,0.00010848,0.000119905,0.000129938,2.07E-06,0.000822544,0.000838796,0.000859261,1.45E-05,0.00128794,0.00135595,0.00139236,2.51E-05,0.0910201,0.0910498,0.0910749,0.0227625,0.00173903,0.00175204,0.00176311,0.00175204,0.00201106,0.0020266,0.00204396,0.0020266,0.000118971,0.000119627,0.000121117,0.000119627,0.000959873,0.000961463,0.000962019,0.000961463,1.36748,1.36748,1.36749,1.36748,0,1.59E-07,9.54E-07,1.59E-07,0.000659943,0.000663459,0.000665188,0.000663459,0.000320911,0.000326852,0.000334024,0.000326852,0.000332117,0.000332673,0.000333071,0.000332673,0,3.18E-07,9.54E-07,3.18E-07,0.000130892,0.000132362,0.00013423,0.000132362,0.0226831,0.0226986,0.022712,0.00567464,0.0107951,0.0108018,0.010808,0.00270044,0.0315361,0.0315415,0.0315447,0.00788537,0.0315578,0.0315597,0.031564,0.00788993,1.41E-05,1.43E-05,1.50E-05,1.43E-05,0.00093627,0.000955304,0.000988245,0.000318435,0.000339985,0.000340958,0.000343084,0.000340958,0,4.77E-07,9.54E-07,4.77E-07,0.000115156,0.000127037,0.000133991,0.000127037,0,2.38E-07,9.54E-07,2.38E-07,0.000902176,0.000909249,0.000917196,0.000909249,0.000324965,0.000340025,0.000354052,0.000340025,1.46145,1.46146,1.46146,1.46146,0.00191712,0.00192289,0.0019331,0.00192289,0.0020318,0.00203884,0.00204778,0.00203884,0.00216484,0.00217881,0.00219202,0.00217881,0.000314951,0.000315249,0.000316143,0.000315249,0.000324965,0.000367582,0.000396967,0.000367582, 
t2d_q4_A_37.mtx,12,0.000311136,0.000311613,0.00031209,0.000311613,0.000353098,0.000369469,0.000389099,0.000184735,0.00388479,0.00391555,0.00393581,8.16E-05,0.0115254,0.0125669,0.0130711,2.60E-05,0.059593,0.0601357,0.061317,0.000123229,9.61E-05,0.000114481,0.000128984,2.39E-06,0.000697374,0.000707944,0.000720978,1.47E-05,0.00110793,0.00116372,0.00120473,2.64E-05,0.0815678,0.0816847,0.0817802,0.0204212,0.00173497,0.00174709,0.00175405,0.00174709,0.00203013,0.00204531,0.00205803,0.00204531,0.000117064,0.000118097,0.000118971,0.000118097,0.000962973,0.000965436,0.000967979,0.000965436,1.33804,1.33805,1.33805,1.33805,0,0,0,0,0.000629902,0.000632823,0.000633955,0.000632823,0.000298977,0.000313361,0.000324965,0.000313361,0.000335932,0.000337183,0.000338078,0.000337183,0,0,0,0,0.000132084,0.000133197,0.000133991,0.000133197,0.0181923,0.0182001,0.0182099,0.00455002,0.00523901,0.0052496,0.00525498,0.0013124,0.033534,0.0335411,0.033545,0.00838529,0.033478,0.0334818,0.033488,0.00837044,1.38E-05,1.49E-05,1.50E-05,1.49E-05,0.000933886,0.000947038,0.000977755,0.000315679,0.000310898,0.000313421,0.000315905,0.000313421,0,3.97E-07,9.54E-07,3.97E-07,0.000115156,0.000128249,0.000133038,0.000128249,0,2.38E-07,9.54E-07,2.38E-07,0.00088501,0.000890652,0.000898838,0.000890652,0.000326872,0.000339111,0.000355005,0.000339111,1.44933,1.44933,1.44934,1.44933,0.00184894,0.00185907,0.00186706,0.00185907,0.00204802,0.00205372,0.00206399,0.00205372,0.00218081,0.00219067,0.00219512,0.00219067,0.000314951,0.000316302,0.00031805,0.000316302,0.000319004,0.000322183,0.000329971,0.000322183, 
t2d_q4_A_38.mtx,12,0.00030899,0.000310024,0.000310898,0.000310024,0.000339985,0.000350853,0.000361919,0.000175426,0.00381827,0.00402462,0.00421023,7.89E-05,0.0119619,0.0129515,0.0136786,2.52E-05,0.060724,0.0617895,0.0630145,0.000119285,0.000103235,0.000111779,0.00012207,2.19E-06,0.000727654,0.000776192,0.000819445,1.52E-05,0.00114417,0.00120699,0.00124788,2.57E-05,0.0838568,0.0839742,0.0840952,0.0209936,0.00171709,0.00173004,0.00174212,0.00173004,0.00200796,0.00202586,0.00203896,0.00202586,0.000118017,0.000121733,0.000126123,0.000121733,0.000967026,0.000967662,0.000967979,0.000967662,1.33921,1.33922,1.33923,1.33922,0,1.59E-07,9.54E-07,1.59E-07,0.000962019,0.000963608,0.000963926,0.000963608,0.000303984,0.000327905,0.000339031,0.000327905,0.000324011,0.000325739,0.000328064,0.000325739,0,0,0,0,0.000139952,0.000141899,0.000143051,0.000141899,0.0179551,0.0179645,0.0179782,0.00449112,0.00658107,0.00658753,0.00659108,0.00164688,0.0325949,0.0326,0.0326083,0.00814999,0.032475,0.0324785,0.0324831,0.00811962,1.50E-05,1.50E-05,1.50E-05,1.50E-05,0.000920773,0.000932833,0.000961781,0.000310944,0.000324011,0.000325024,0.000326157,0.000325024,0,3.38E-07,1.19E-06,3.38E-07,0.000115871,0.000125786,0.000132084,0.000125786,0,0,0,0,0.000957966,0.00100919,0.00103688,0.00100919,0.00032711,0.000332554,0.000343084,0.000332554,1.44332,1.4434,1.44342,1.4434,0.00201702,0.00202372,0.002033,0.00202372,0.00198197,0.00198867,0.002002,0.00198867,0.00219417,0.00220412,0.00220895,0.00220412,0.000309944,0.000312885,0.000313997,0.000312885,0.000319004,0.000464459,0.000509977,0.000464459, 
t2d_q4_A_39.mtx,12,0.000320911,0.00032107,0.000321865,0.00032107,0.000315905,0.000334899,0.000348091,0.000167449,0.00399947,0.00403968,0.00408196,7.62E-05,0.0120988,0.0131157,0.013531,2.46E-05,0.0609138,0.061407,0.0626557,0.000114139,0.000102758,0.00012507,0.000141144,2.36E-06,0.000781298,0.000802636,0.000812292,1.51E-05,0.00118566,0.00124619,0.00128293,2.54E-05,0.0838182,0.0838295,0.0838404,0.0209574,0.00172806,0.00173914,0.00174594,0.00173914,0.00203109,0.00204263,0.0020628,0.00204263,0.00028801,0.000288804,0.000288963,0.000288804,0.000963926,0.000964244,0.000965118,0.000964244,1.37793,1.37795,1.37795,1.37795,0,1.59E-07,9.54E-07,1.59E-07,0.000613213,0.000617107,0.000617981,0.000617107,0.000308037,0.000311693,0.000322104,0.000311693,0.000339985,0.000341733,0.000342846,0.000341733,0,0,0,0,0.000288963,0.000290632,0.000291824,0.000290632,0.0192602,0.0192771,0.0192919,0.00481927,0.00788188,0.00789471,0.00790691,0.00197368,0.0316269,0.0316301,0.0316331,0.00790752,0.0314219,0.0314242,0.0314262,0.00785605,1.38E-05,1.72E-05,2.10E-05,1.72E-05,0.000933886,0.000956873,0.00100446,0.000318958,0.000314951,0.000316759,0.00031805,0.000316759,0,1.59E-07,9.54E-07,1.59E-07,0.000274897,0.000287533,0.000292063,0.000287533,0,1.79E-07,1.19E-06,1.79E-07,0.000926971,0.000947118,0.000959873,0.000947118,0.000317097,0.000381728,0.0004251,0.000381728,1.47829,1.47829,1.4783,1.47829,0.00193095,0.00193715,0.00194693,0.00193715,0.00198817,0.00199517,0.00200605,0.00199517,0.00218105,0.00222299,0.0022881,0.00222299,0.000324965,0.000325998,0.000326872,0.000325998,0.000308037,0.000314434,0.000324011,0.000314434, 
t2d_q4_A_40.mtx,12,0.000317097,0.000317971,0.000319004,0.000317971,0.000334024,0.000342866,0.000348806,0.000171433,0.0045743,0.00460321,0.00465417,7.55E-05,0.013768,0.0150085,0.0154185,2.44E-05,0.0696635,0.0702198,0.0715978,0.000113624,0.000123739,0.000137409,0.000154257,2.25E-06,0.000888824,0.000902971,0.000918388,1.48E-05,0.00138116,0.00143023,0.00148225,2.51E-05,0.095793,0.095812,0.0958331,0.023953,0.001719,0.0017331,0.00175285,0.0017331,0.00201607,0.00202904,0.00204587,0.00202904,0.000144005,0.000144164,0.000144958,0.000144164,0.000963926,0.000964661,0.000966072,0.000964661,1.3719,1.37191,1.37191,1.37191,0,7.95E-08,9.54E-07,7.95E-08,0.000648975,0.000650545,0.000652075,0.000650545,0.000309944,0.000321766,0.000330925,0.000321766,0.000343084,0.000343959,0.000344992,0.000343959,0,0,0,0,0.000168085,0.000169277,0.000169992,0.000169277,0.0231509,0.0231607,0.0231688,0.00579016,0.015394,0.0154001,0.0154033,0.00385003,0.031533,0.0315361,0.031539,0.00788403,0.031538,0.0315409,0.031543,0.00788522,1.50E-05,1.50E-05,1.50E-05,1.50E-05,0.000926971,0.000963052,0.00100708,0.000321017,0.000349045,0.000349522,0.000349998,0.000349522,0,1.59E-07,9.54E-07,1.59E-07,0.000139952,0.000151376,0.000154018,0.000151376,0,7.95E-08,9.54E-07,7.95E-08,0.000911951,0.000914355,0.000921011,0.000914355,0.000321865,0.000332952,0.000341892,0.000332952,1.43484,1.43485,1.43486,1.43485,0.00194502,0.0019538,0.00196385,0.0019538,0.00199413,0.00200005,0.00201011,0.00200005,0.00216103,0.00216997,0.00217891,0.00216997,0.00030303,0.000303825,0.000303984,0.000303825,0.000344992,0.000356615,0.000370979,0.000356615, 
t2d_q4_A_41.mtx,12,0.000303984,0.000304222,0.000304937,0.000304222,0.000328064,0.000345826,0.000365257,0.000172913,0.00415683,0.00437591,0.0045836,7.81E-05,0.0131388,0.0142798,0.0150795,2.53E-05,0.0647197,0.0659934,0.0674348,0.000116186,0.000109434,0.000128468,0.000143528,2.29E-06,0.000818014,0.000862916,0.000902176,1.54E-05,0.00125241,0.00132821,0.00137973,2.55E-05,0.0902543,0.0903208,0.0903988,0.0225802,0.00172687,0.00174044,0.00175881,0.00174044,0.00201297,0.00202487,0.00203085,0.00202487,0.000127077,0.000128269,0.000130892,0.000128269,0.000977039,0.000978907,0.000988007,0.000978907,1.3642,1.36422,1.36423,1.36422,0,9.93E-08,1.19E-06,9.93E-08,0.000629187,0.000631809,0.000633001,0.000631809,0.000293016,0.000303388,0.000313997,0.000303388,0.000320911,0.00032115,0.000321865,0.00032115,0,0,0,0,0.000211,0.000211954,0.000212908,0.000211954,0.0220411,0.0220575,0.022068,0.00551438,0.00962496,0.00963634,0.00963998,0.00240909,0.0322449,0.0322498,0.0322549,0.00806245,0.0322359,0.032239,0.0322461,0.00805975,1.50E-05,1.51E-05,1.60E-05,1.51E-05,0.000925064,0.00094374,0.000987053,0.00031458,0.000319004,0.00032721,0.000329971,0.00032721,0,2.58E-07,1.19E-06,2.58E-07,0.000116825,0.0001176,0.000118017,0.0001176,0,1.79E-07,1.19E-06,1.79E-07,0.00089407,0.000902871,0.00090909,0.000902871,0.000313997,0.00033315,0.000348091,0.00033315,1.43663,1.43664,1.43665,1.43664,0.00189304,0.00189805,0.00190997,0.00189805,0.00199103,0.00199618,0.0020082,0.00199618,0.00217485,0.00219047,0.0022099,0.00219047,0.000305891,0.000308176,0.000310183,0.000308176,0.000322819,0.000340144,0.000352859,0.000340144, 
t2d_q4_A_42.mtx,12,0.000305176,0.000306447,0.000307083,0.000306447,0.000351906,0.000372748,0.000391245,0.000186374,0.00438786,0.00442153,0.00445223,8.19E-05,0.0129964,0.0141021,0.0144582,2.59E-05,0.0662162,0.0666127,0.0678794,0.000121556,0.000110865,0.000126044,0.000138998,2.33E-06,0.000868082,0.000881732,0.000900984,1.63E-05,0.00124741,0.00132247,0.00136924,2.64E-05,0.0907767,0.0908528,0.090925,0.0227132,0.001719,0.0017362,0.00175214,0.0017362,0.0020299,0.00204605,0.00206208,0.00204605,0.000120878,0.000121812,0.000123024,0.000121812,0.00099802,0.000998676,0.00100017,0.000998676,1.34402,1.34402,1.34403,1.34402,0,0,0,0,0.00061512,0.000622769,0.000625134,0.000622769,0.000308037,0.000328581,0.000342131,0.000328581,0.00033021,0.000331879,0.000333071,0.000331879,0,3.18E-07,9.54E-07,3.18E-07,0.000130892,0.000132104,0.000133038,0.000132104,0.019321,0.0193328,0.01934,0.0048332,0.0100939,0.0100985,0.010107,0.00252462,0.033711,0.0337167,0.03372,0.00842916,0.033576,0.033581,0.0335848,0.00839525,1.29E-05,1.60E-05,1.69E-05,1.60E-05,0.000969887,0.000983179,0.00101304,0.000327726,0.000334978,0.000335534,0.000336885,0.000335534,0,2.58E-07,1.19E-06,2.58E-07,0.00011611,0.000126719,0.00013113,0.000126719,0,1.79E-07,1.19E-06,1.79E-07,0.00090909,0.000917176,0.00092411,0.000917176,0.000332832,0.000390232,0.000412941,0.000390232,1.45763,1.45763,1.45764,1.45763,0.00187588,0.00188084,0.00189304,0.00188084,0.002038,0.00204343,0.00205398,0.00204343,0.00216889,0.0021925,0.00224996,0.0021925,0.000306129,0.00030756,0.00030899,0.00030756,0.000322104,0.000332793,0.000349045,0.000332793, 
