Name,Num Procs,Row Variance,Col Variance,Diag Variance,Nonzeros,Dimension,Frob. Norm,Symm Frob Norm,Antisymm Frob Norm,One Norm,Inf Norm,Symm Inf Norm,Antisymm Inf Norm,Max Nonzeros / Row,Min Nonzeros / Rows,Avg Nonzeros / Row,Trace,Abs Trace,Dummy Rows,Total Matching %,Total No match %,Total DNE %,Row Diag Dominance,Col Diag Dominance,Lower Bandwidth,Upper Bandwidth,Diagonal Mean,Diagonal Sign,Diagonal Nonzeros,Eigen LM,Eigen LR,Eigen SM,Eigen SR,
M10PI_n1.mtx,12,0.0237483,0.0236632,0.0286354,1317,528,32.8582,3.89914,32.6261,7.02792,7.02792,2.93035,7,8,0,2.49432,-6.65277,6.65277,8,0,1,0,1,1,509,509,-0.0125999,-2,251, unconverged, unconverged, unconverged, -2.52743 : 0, 
M10PI_n_E.mtx,12,1.08E-06,1.08E-06,3.56E-06,563,682,0.050746,0.050746,0,0.0272155,0.0272155,0.0272155,0,1,0,0.825513,0.313478,0.313478,563, -nan, -nan, -nan,1,1,0,0,0.000459645,2,563, 0.0272155 : 0, 0.0272155 : 0, unconverged, unconverged, 
M10PI_n.mtx,12,6.53368,6.53311,15.3665,1633,682,109.226,103.489,34.9351,67.7931,67.7931,66.7931,6,8,1,2.39443,-224.575,224.575,22,0.113208,0.886792,0,1,1,650,650,-0.329289,-2,255, -66.7781 : 0, unconverged, unconverged, -66.7781 : 0, 
M20PI_n1_E.mtx,12,7.41E-07,7.41E-07,1.95E-06,1028,1028,0.0458281,0.0458281,0,0.0276181,0.0276181,0.0276181,0,1,1,1,0.31315,0.31315,1028, -nan, -nan, -nan,1,1,0,0,0.000304621,2,1028, 0.0276181 : 0, 0.0276181 : 0, unconverged, unconverged, 
M20PI_n1.mtx,12,0.0121983,0.0121758,0.0147471,2547,1028,45.6033,3.89912,45.4363,7.02792,7.02792,2.93035,7,8,0,2.47763,-6.65277,6.65277,8,0,1,0,1,1,1009,1009,-0.00647157,-2,481, unconverged, unconverged, unconverged, -2.52743 : 0, 
M20PI_n_E.mtx,12,6.26E-07,6.26E-07,1.67E-06,1063,1182,0.0453384,0.0453384,0,0.0272155,0.0272155,0.0272155,0,1,0,0.899323,0.313478,0.313478,1063, -nan, -nan, -nan,1,1,0,0,0.00026521,2,1063, 0.0272155 : 0, 0.0272155 : 0, unconverged, unconverged, 
M20PI_n.mtx,12,3.77213,3.77194,8.89277,2881,1182,113.791,103.218,47.9005,67.7931,67.7931,66.7931,12,12,1,2.43739,-224.575,224.575,13,0.0417362,0.958264,0,1,1,1150,1150,-0.189996,-2,485, -66.7781 : 0, unconverged, unconverged, -66.7781 : 0, 
m3plates.mtx,12,2.39E-06,2.39E-06,0.00146382,6639,11107,5.91132,5.91132,0,0.162808,0.162808,0.162808,0,1,0,0.597731,455.56,455.56,6639, -nan, -nan, -nan,1,1,0,0,0.0410156,2,6639, 0.162808 : 0, 0.162808 : 0, 0 : 0, 0 : 0, 
M40PI_n1_E.mtx,12,3.70E-07,3.70E-07,8.67E-07,2028,2028,0.0424931,0.0424931,0,0.0274168,0.0274168,0.0274168,0,1,1,1,0.313314,0.313314,2028, -nan, -nan, -nan,1,1,0,0,0.000154494,2,2028, 0.0274168 : 0, 0.0274168 : 0, unconverged, unconverged, 
M40PI_n1.mtx,12,0.00618355,0.00617778,0.0074858,5007,2028,63.8722,3.89911,63.7531,7.02792,7.02792,2.93035,7,8,0,2.46893,-6.65277,6.65277,8,0,1,0,1,1,2009,2009,-0.00328046,-2,941, unconverged, unconverged, unconverged, -2.52743 : 0, 
M40PI_n_E.mtx,12,3.39E-07,3.39E-07,7.98E-07,2063,2182,0.0422522,0.0422522,0,0.0272155,0.0272155,0.0272155,0,1,0,0.945463,0.313478,0.313478,2063, -nan, -nan, -nan,1,1,0,0,0.000143666,2,2063, 0.0272155 : 0, 0.0272155 : 0, unconverged, unconverged, 
M40PI_n.mtx,12,2.04415,2.04409,4.82622,5341,2182,122.264,103.218,65.5321,67.7931,67.7931,66.7931,12,12,1,2.44775,-224.575,224.575,13,0.022748,0.977252,0,1,1,2150,2150,-0.102922,-2,945, -66.7781 : 0, unconverged, unconverged, -66.7781 : 0, 
M80PI_n1_E.mtx,12,1.85E-07,1.85E-07,4.05E-07,4028,4028,0.0407086,0.0407086,0,0.0273161,0.0273161,0.0273161,0,1,1,1,0.313396,0.313396,4028, -nan, -nan, -nan,1,1,0,0,7.78E-05,2,4028, 0.0273161 : 0, 0.0273161 : 0, unconverged, unconverged, 
M80PI_n1.mtx,12,0.00311332,0.00311185,0.0037716,9927,4028,89.8869,3.8991,89.8023,7.02792,7.02792,2.93035,7,8,0,2.4645,-6.65277,6.65277,8,0,1,0,1,1,4009,4009,-0.00165163,-2,1861, -0.00464229 : 2.84268, unconverged, unconverged, -2.52743 : 0, 
M80PI_n_E.mtx,12,1.77E-07,1.77E-07,3.88E-07,4063,4182,0.0405889,0.0405889,0,0.0272155,0.0272155,0.0272155,0,1,0,0.971545,0.313478,0.313478,4063, -nan, -nan, -nan,1,1,0,0,7.50E-05,2,4063, 0.0272155 : 0, 0.0272155 : 0, unconverged, unconverged, 
M80PI_n.mtx,12,1.06678,1.06677,2.52077,10261,4182,137.653,103.218,91.0739,67.7931,67.7931,66.7931,12,12,1,2.45361,-224.575,224.575,13,0.0119104,0.98809,0,1,1,4150,4150,-0.0537004,-2,1865, -66.7781 : 0, unconverged, unconverged, -66.7781 : 0, 
mahindas.mtx,12,3.32E+11,1.85E+11,0.0698565,7682,1258,2.05E+07,1.45E+07,1.45E+07,1.53E+07,2.89E+07,1.44E+07,1.44E+07,69,1,6.10652,-100.618,100.618,321,0,0.0166315,0.983369,1,1,1241,934,-0.0799826,-2,106, -6.68541 : 0, 5.60551 : 2.78636, unconverged, -6.68569 : 0, 
mario001.mtx,12,8.61E-05,8.61E-05,0.0793274,206156,38434,314.444,314.444,0,3.79658,3.79658,3.79658,0,7,2,5.3639,12383.8,12383.8,0,1,0,0,1,1,37685,37685,0.322209,2,23130, unconverged, unconverged, unconverged, unconverged, 
mark3jac020.mtx,12,1.78E+10,1.63E+10,14843.5,56175,9129,6.10E+07,4.31E+07,4.31E+07,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.15347,-47772,96075.3,0,0.0125834,0.0610466,0.92637,1,1,1375,4075,-5.23299,3,9129, -2024.37 : 0, 1046.25 : 0, unconverged, -2024.37 : 0, 
mark3jac020sc.mtx,12,6.02E+08,4.82E+08,1.36E+09,56175,9129,6.60E+06,5.30E+06,3.94E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.15347,3.61E+07,3.61E+07,0,0.00684437,0.0667857,0.92637,1,1,1375,4075,3949.84,3,9129, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, unconverged, 
mark3jac040.mtx,12,8.86E+09,8.15E+09,19623.9,113435,18289,8.63E+07,6.10E+07,6.10E+07,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.20236,-99211.5,218479,0,0.0129485,0.0608749,0.926177,1,1,1375,4075,-5.42465,3,18289, -3128.29 : 0, 1616.8 : 0, unconverged, -3128.29 : 0, 
mark3jac040sc.mtx,12,3.01E+08,2.40E+08,1.15E+09,113435,18289,8.37E+06,6.76E+06,4.94E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.20236,7.02E+07,7.02E+07,0,0.0109306,0.0628928,0.926177,1,1,1375,4075,3835.84,3,18289, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, -512.014 : 0, 
mark3jac060.mtx,12,5.91E+09,5.43E+09,29434.7,170695,27449,1.06E+08,7.47E+07,7.47E+07,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.21862,-159733,382662,0,0.0130684,0.0608185,0.926113,1,1,1375,4075,-5.81927,3,27449, -4834.2 : 0, 2498.46 : 0, unconverged, -4834.2 : 0, 
mark3jac060sc.mtx,12,2.00E+08,1.60E+08,9.92E+08,170695,27449,9.44E+06,7.64E+06,5.54E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.21862,9.89E+07,9.90E+07,0,0.0113511,0.0625358,0.926113,1,1,1375,4075,3603.21,3,27449, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, -512.014 : 0, 
mark3jac080.mtx,12,4.43E+09,4.07E+09,49467.2,227955,36609,1.22E+08,8.63E+07,8.63E+07,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.22675,-236167,613544,0,0.0131281,0.0607904,0.926082,1,1,1375,4075,-6.45106,3,36609, -7470.38 : 0, 3860.92 : 0, unconverged, -7470.38 : 0, 
mark3jac080sc.mtx,12,1.50E+08,1.20E+08,9.95E+08,227955,36609,1.07E+07,8.73E+06,6.26E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.22675,1.34E+08,1.34E+08,0,0.0117379,0.0621806,0.926082,1,1,1375,4075,3667.15,3,36609, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, unconverged, 
mark3jac100.mtx,12,3.54E+09,3.26E+09,90655.1,285215,45769,1.37E+08,9.66E+07,9.66E+07,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.23162,-338925,949385,0,0.0131637,0.0607736,0.926063,1,1,1375,4075,-7.40513,3,45769, -11544.1 : 0, 5966.35 : 0, unconverged, -11544.1 : 0, 
mark3jac100sc.mtx,12,1.20E+08,9.61E+07,9.18E+08,285215,45769,1.15E+07,9.33E+06,6.67E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.23162,1.62E+08,1.62E+08,0,0.0117521,0.0621852,0.926063,1,1,1375,4075,3546.32,3,45769, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, -512.014 : 0, 
mark3jac120.mtx,12,2.95E+09,2.71E+09,176344,342475,54929,1.51E+08,1.07E+08,1.07E+08,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.23487,-483969,1.45E+06,0,0.0131875,0.0607625,0.92605,1,1,1375,4075,-8.81081,3,54929, -17839.3 : 0, 9219.9 : 0, unconverged, -17839.3 : 0, 
mark3jac120sc.mtx,12,1.00E+08,8.01E+07,8.51E+08,342475,54929,1.20E+07,9.80E+06,6.97E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.23487,1.88E+08,1.88E+08,0,0.0118937,0.0620562,0.92605,1,1,1375,4075,3420.46,3,54929, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, unconverged, 
mark3jac140.mtx,12,2.53E+09,2.32E+09,356869,399735,64089,1.68E+08,1.19E+08,1.19E+08,1.23E+07,1.58E+07,7.91E+06,7.91E+06,44,2,6.23719,-695896,2.20E+06,0,0.0132044,0.0607545,0.926041,1,1,1375,4075,-10.8583,3,64089, -27567.4 : 0, 14247.7 : 0, unconverged, -27567.4 : 0, 
mark3jac140sc.mtx,12,8.58E+07,6.86E+07,8.34E+08,399735,64089,1.27E+07,1.04E+07,7.33E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,2,6.23719,2.18E+08,2.18E+08,0,0.0119531,0.0620058,0.926041,1,1,1375,4075,3407.07,3,64089, 1.04858e+06 : 0, 1.04858e+06 : 0, unconverged, -512.014 : 0, 
mbeacxc.mtx,12,0.00379384,0.00111213,0.00322812,49920,496,4.78294,3.55387,3.20103,0.928629,16.5516,8.40277,8.22253,484,0,100.645,15.9532,15.9532,7,0,0.316261,0.683739,1,1,490,482,0.0321637,2,404, 0.488086 : 0, 0.488086 : 0, unconverged, unconverged, 
mbeaflw.mtx,12,732966,487473,759589,49920,496,40883.8,32758.1,24462,30681.1,57837.3,40165,25939.4,484,0,100.645,98402.4,98402.4,7,0,0.316261,0.683739,1,1,490,482,198.392,2,404, 12780.7 : 0, 12780.7 : 0, unconverged, -1583.97 : 1038.23, 
mbeause.mtx,12,907579,666080,753464,41063,496,42411.5,33629.1,25842.1,31356,57837.3,40088,26358.9,489,0,82.7883,98476.2,98476.2,20,0.00777119,0.211298,0.780931,1,1,490,482,198.541,2,400, 12747.8 : 0, 12747.8 : 0, unconverged, -1602.76 : 1079.59, 
mcca.mtx,12,2.03E+36,1.54E+36,1.89E+36,2659,180,2.32E+19,2.20E+19,7.27E+18,2.17E+19,3.10E+19,2.63E+19,5.36E+18,60,4,14.7722,-3.53E+19,3.53E+19,0,0,0.644615,0.355385,1,1,42,65,-1.96E+17,3,180, -1.88882e+19 : 0, unconverged, unconverged, -1.88882e+19 : 0, 
mcfe.mtx,12,2.25E+31,2.12E+31,4.54E+31,24382,765,2.01E+17,1.98E+17,3.42E+16,2.16E+17,2.48E+17,2.32E+17,6.21E+16,81,17,31.8719,-7.75E+17,7.75E+17,0,0,0.699411,0.300589,1,1,82,187,-1.01E+15,3,765, -1.32898e+17 : 0, unconverged, unconverged, -1.32898e+17 : 0, 
me2010.mtx,12,7.65E+08,7.65E+08,0,335476,69518,9.62E+07,9.62E+07,0,2.35E+07,2.35E+07,2.35E+07,0,73,1,4.82574,0,0,3941,1,0,0,1,1,58171,58171,0,1,0, 7.67403e+06 : 0, 7.67403e+06 : 0, unconverged, -7.52224e+06 : 0, 
meg1.mtx,12,8.27E+08,8.36E+08,3.44E+08,58142,2904,2.20E+06,1.71E+06,1.39E+06,2.59E+06,2.35E+06,2.00E+06,1.30E+06,411,1,20.0213,1.06E+06,1.06E+06,120,0.00199604,0.00037856,0.997625,1,1,2827,1545,366.716,2,27, 1e+06 : 0, 1e+06 : 0, unconverged, unconverged, 
meg4.mtx,12,7.71E+06,7.71E+06,1.54E+08,46842,5860,986629,986629,0,212573,212573,212573,0,1194,1,7.99352,1.79E+07,1.79E+07,54,1,0,0,1,1,5775,5775,3047.24,2,5806, 212573 : 0, 212573 : 0, unconverged, unconverged, 
memplus.mtx,12,0.00011865,0.00011865,0.00173658,126150,17758,7.60874,7.60873,0.00417611,2.81917,2.81917,2.81917,0.0055752,574,2,7.10384,457.138,457.138,0,0.606226,0.393774,0,1,1,17751,17751,0.0257426,2,17758, 1.49485 : 0, 1.49485 : 0, unconverged, unconverged, 
mesh1e1.mtx,12,0.819348,0.819348,1.07935,306,48,34.8496,34.8496,0,10.9369,10.9369,10.9369,0,8,4,6.375,221.104,221.104,0,1,0,0,1,1,47,47,4.60634,2,48, 9.13416 : 0, 9.13416 : 0, 1.74006 : 0, 1.74006 : 0, 
mesh1em1.mtx,12,12.8633,12.8633,26.9799,306,48,88.5064,88.5064,0,43.6386,43.6386,43.6386,0,8,4,6.375,466.944,466.944,0,1,0,0,1,1,47,47,9.728,2,48, 29.6962 : 0, 29.6962 : 0, unconverged, unconverged, 
mesh1em6.mtx,12,0.635284,0.635284,0.717228,306,48,25.0494,25.0494,0,9.5829,9.5829,9.5829,0,8,4,6.375,157.554,157.554,0,1,0,0,1,1,47,47,3.28237,2,48, 7.20599 : 0, 7.20599 : 0, 1.17965 : 0, 1.17965 : 0, 
mesh2e1.mtx,12,292.166,292.166,1274.13,2018,306,1015.35,1015.35,0,491.701,491.701,491.701,0,10,3,6.59477,8283.79,8283.79,0,1,0,0,1,1,285,285,27.0712,2,306, 381.301 : 0, 381.301 : 0, unconverged, unconverged, 
mesh2em5.mtx,12,114.727,114.727,343.607,2018,306,476.874,476.874,0,292.649,292.649,292.649,0,10,3,6.59477,2840.25,2840.25,0,1,0,0,1,1,285,285,9.28187,2,306, 247.485 : 0, 247.485 : 0, unconverged, unconverged, 
mesh3e1.mtx,12,0.0993762,0.0993762,0.746399,1889,289,84.6936,84.6936,0,9,9,9,0,9,4,6.53633,1313,1313,0,1,0,0,1,1,282,282,4.54325,2,289, 8.92772 : 0, 8.92772 : 0, 1 : 0, unconverged, 
mesh3em5.mtx,12,0.037763,0.037763,0.1866,1889,289,52.6308,52.6308,0,5,5,5,0,9,4,6.53633,801.001,801.001,0,1,0,0,1,1,282,282,2.77163,2,289, unconverged, unconverged, unconverged, unconverged, 
mhd3200a.mtx,12,7.45E+06,7.45E+06,0.092713,68026,3200,182608,129123,129124,184893,185630,93155.3,93187.9,33,1,21.2581,-59.745,73.745,7,0.267401,0.500202,0.232397,1,1,29,29,-0.0186703,3,1205, -7.32198 : 361.308, unconverged, unconverged, -7.32198 : 361.308, 
mhd3200b.mtx,12,0.00101517,0.00101517,0.00733053,18316,3200,5.1864,5.1864,0,2.5,2.5,2.5,0,10,1,5.72375,39.2924,39.2924,7,1,0,0,1,1,18,18,0.0122789,2,3200, 2.19627 : 0, 2.19627 : 0, unconverged, unconverged, 
mhd4800a.mtx,12,2.53E+07,2.53E+07,0.309318,102252,4800,412376,291593,291594,416141,417232,209128,209176,33,1,21.3025,-152.407,166.407,7,0.267703,0.500085,0.232212,1,1,29,29,-0.0317516,3,1805, -16.5289 : 542.678, unconverged, unconverged, -16.5289 : 542.678, 
mhd4800b.mtx,12,0.00067688,0.00067688,0.00491562,27520,4800,5.1867,5.1867,0,2.5,2.5,2.5,0,10,1,5.73333,40.8745,40.8745,7,1,0,0,1,1,18,18,0.00851551,2,4800, 2.19627 : 0, 2.19627 : 0, unconverged, unconverged, 
mhda416.mtx,12,14296.2,14284.4,0.0167738,8562,416,2868.41,2027.62,2028.93,3102.05,3199.07,1642,1646.73,33,1,20.5817,6.25269,7.74731,7,0.267587,0.49994,0.232472,1,1,29,29,0.0150305,3,161, -0.115815 : 45.4082, unconverged, unconverged, -0.115815 : 45.4082, 
mhdb416.mtx,12,0.00778539,0.00778539,0.0517656,2312,416,5.18023,5.18023,0,2.50002,2.50002,2.50002,0,10,1,5.55769,31.2322,31.2322,7,1,0,0,1,1,18,18,0.0750773,2,416, 2.19628 : 0, 2.19628 : 0, unconverged, unconverged, 
mimo28x28_system.mtx,12,7.55E+35,7.55E+35,1.32E+06,48737,13251,2.00E+20,1.41E+20,1.41E+20,1.00E+20,1.00E+20,5.00E+19,5.00E+19,32,1,3.67799,-28505.6,2.36E+06,1522,0.585698,0.121842,0.29246,1,1,10780,10783,-2.1512,3,12756, 252.253 : 4.08602e+08, 1.5454e+09 : 0, unconverged, -9.43016e+08 : 0, 
mimo46x46_system.mtx,12,7.55E+35,7.55E+35,1.32E+06,48735,13250,2.00E+20,1.41E+20,1.41E+20,1.00E+20,1.00E+20,5.00E+19,5.00E+19,32,1,3.67811,-28504.6,2.36E+06,1522,0.585714,0.121845,0.29244,1,1,10779,10782,-2.15129,3,12755, 8.9046e+08 : 0, 1.32158e+08 : 0, 6748.87 : 0, -7.05684e+07 : 4.55061e+07, 
mimo8x8_system.mtx,12,7.51E+35,7.51E+35,1.32E+06,48872,13309,2.00E+20,1.41E+20,1.41E+20,1.00E+20,1.00E+20,5.00E+19,5.00E+19,32,1,3.6721,-28639.2,2.36E+06,1532,0.584447,0.121582,0.293971,1,1,10954,10833,-2.15187,3,12814, -1.18975e+08 : 0, 1.06572e+10 : 0, -2580.4 : 0, -3.2202e+08 : 0, 
minsurfo.mtx,12,0.000509974,0.000509974,2.0752,203622,40806,559.861,559.861,0,8.1,8.1,8.1,0,6,1,4.99,82558.9,82558.9,2,1,0,0,1,1,202,202,2.0232,2,40806, unconverged, unconverged, unconverged, unconverged, 
mixtank_new.mtx,12,0.00460314,0.00443841,0.705867,1995041,29957,165.923,165.833,5.45457,24.6459,27.0869,25.6318,1.79632,154,11,66.5968,5836.93,5836.93,0,0.989091,0.0109095,0,1,1,28080,28080,0.194844,1,29957, 18.1888 : 0, 18.1888 : 0, unconverged, -0.865701 : 0, 
mouse_gene.mtx,12,0.000233405,0.000233405,0,28967291,45101,286.442,286.442,0,269.586,269.586,269.586,0,8032,1,642.276,45101,45101,1975,1,0,0,1,1,45063,45063,1,2,45101, 73.2686 : 0, 73.2686 : 0, unconverged, -11.8638 : 0, 
msc00726.mtx,12,4.95E+15,4.95E+15,2.85E+17,34518,726,2.23E+10,2.23E+10,0,7.35E+09,7.35E+09,7.35E+09,0,88,22,47.5455,3.10E+11,3.10E+11,0,1,0,0,1,1,188,188,4.27E+08,2,726, 4.21959e+09 : 0, 4.21959e+09 : 0, unconverged, unconverged, 
msc01050.mtx,12,1.81E+11,1.81E+11,1.09E+12,29156,1050,4.26E+07,4.26E+07,0,2.58E+07,2.58E+07,2.58E+07,0,128,5,27.7676,3.27E+08,3.27E+08,0,1,0,0,1,1,785,785,311671,2,1050, 2.10093e+07 : 0, 2.10093e+07 : 0, unconverged, unconverged, 
msc01440.mtx,12,2.04E+08,2.04E+08,1.75E+10,46270,1440,1.18E+07,1.18E+07,0,1.41E+06,1.41E+06,1.41E+06,0,45,12,32.1319,2.73E+08,2.73E+08,0,1,0,0,1,1,1394,1394,189373,2,1440, 1.35659e+06 : 0, 1.35659e+06 : 0, unconverged, unconverged, 
msc04515.mtx,12,3.35E+16,3.35E+16,1.01E+19,97707,4515,3.63E+11,3.63E+11,0,3.69E+10,3.69E+10,3.69E+10,0,27,6,21.6405,8.66E+12,8.66E+12,0,1,0,0,1,1,162,162,1.92E+09,2,4515, 3.14924e+10 : 0, 3.14924e+10 : 0, unconverged, unconverged, 
msc10848.mtx,12,3.26E+19,3.26E+19,1.96E+20,1229778,10848,1.48E+12,1.48E+12,0,7.04E+11,7.04E+11,7.04E+11,0,723,45,113.364,5.78E+12,5.78E+12,0,1,0,0,1,1,10706,10706,5.33E+08,2,10848, 6.29748e+11 : 0, 6.29748e+11 : 0, unconverged, unconverged, 
msc23052.mtx,12,6.55E+12,6.55E+12,2.88E+14,1154814,23052,3.90E+09,3.90E+09,0,1.15E+09,1.15E+09,1.15E+09,0,178,12,50.096,2.18E+11,2.18E+11,0,1,0,0,1,1,23046,23046,9.47E+06,2,23052, 7.10158e+08 : 0, 7.10158e+08 : 0, unconverged, unconverged, 
m_t1.mtx,12,4.52E+18,4.52E+18,1.23E+21,9753570,97578,1.63E+13,1.63E+13,0,2.23E+12,2.23E+12,2.23E+12,0,237,48,99.9567,1.50E+15,1.50E+15,0,1,0,0,1,1,6482,6482,1.53E+10,2,97578, 1.21502e+12 : 0, 1.21502e+12 : 0, unconverged, unconverged, 
mult_dcop_01.mtx,12,4.19E-05,4.19E-05,2.22E-06,193276,25187,22.9795,22.9795,0.00645405,1.5537,1.87018,1.60382,0.338229,22767,1,7.67364,1.49034,1.49034,370,0.00338361,0.611092,0.385524,1,1,24628,24628,5.92E-05,2,24817, 1.12527 : 0, 1.12527 : 0, unconverged, unconverged, 
mult_dcop_02.mtx,12,54.9493,54.9485,54.9806,193276,25187,1292.41,1292.41,0.0551941,2229.6,2229.93,2229.77,0.208659,22767,1,7.67364,2489.54,2489.54,370,0.00338361,0.611092,0.385524,1,1,24628,24628,0.0988421,2,24817, 1256.14 : 0, 1256.14 : 0, unconverged, unconverged, 
mult_dcop_03.mtx,12,0.0116719,0.0116721,0.0503345,193216,25187,42.4179,42.4178,0.0642326,35.2311,35.4569,35.344,1.52685,22767,1,7.67126,293.221,293.221,370,0.0129454,0.601274,0.38578,1,1,24628,24628,0.0116418,2,24817, 17.1761 : 0, 17.1761 : 0, unconverged, -1 : 0, 
Muu.mtx,12,4.86E-11,4.86E-11,2.50E-08,170134,7102,0.0256608,0.0256608,0,0.00100186,0.00100186,0.00100186,0,49,12,23.9558,1.69512,1.69512,0,1,0,0,1,1,4696,4696,0.000238682,2,7102, unconverged, unconverged, unconverged, unconverged, 
n3c6-b1.mtx,12,0.0190476,0.133333,0,210,105,14.4914,10.583,9.89949,14,2,8,7,2,2,2,0,0,0,0.0761905,0.00952381,0.914286,1,1,104,14,0,1,0, 1 : 0, 1 : 0, -9.37072e-18 : 0, -1 : 0, 
n3c6-b7.mtx,12,0.0012432,0.0012432,0,51480,6435,226.892,165.699,154.997,8,8,8,7,8,8,8,0,0,0,0.533333,0.466667,0,1,1,6434,6434,0,1,0, 1 : 0, 1 : 0, unconverged, -1 : 0, 
Na5.mtx,12,0.0256438,0.0256438,0.0174308,305630,5832,915.082,915.082,0,31.221,31.221,31.221,0,204,14,52.4057,63324.1,63324.1,0,1,0,0,1,1,2303,2303,10.858,2,5832, 25.6604 : 0, 25.6604 : 0, unconverged, unconverged, 
nasa1824.mtx,12,1.00E+11,1.00E+11,1.27E+12,39208,1824,7.32E+07,7.32E+07,0,3.21E+07,3.21E+07,3.21E+07,0,42,6,21.4956,1.10E+09,1.10E+09,0,1,0,0,1,1,239,239,605611,2,1824, 2.12172e+07 : 0, 2.12172e+07 : 0, unconverged, unconverged, 
nasa2146.mtx,12,1.29E+11,1.29E+11,1.91E+13,72250,2146,4.37E+08,4.37E+08,0,4.20E+07,4.20E+07,4.20E+07,0,36,14,33.6673,1.30E+10,1.30E+10,0,1,0,0,1,1,81,81,6.06E+06,2,2146, 3.27282e+07 : 0, 3.27282e+07 : 0, unconverged, unconverged, 
nasa2910.mtx,12,3.38E+12,3.38E+12,2.18E+13,174296,2910,3.60E+08,3.60E+08,0,2.00E+08,2.00E+08,2.00E+08,0,175,16,59.8955,5.87E+09,5.87E+09,0,1,0,0,1,1,859,859,2.02E+06,2,2910, 1.33245e+08 : 0, 1.33245e+08 : 0, unconverged, unconverged, 
nasa4704.mtx,12,4.88E+12,4.88E+12,2.86E+13,104756,4704,5.15E+08,5.15E+08,0,3.38E+08,3.38E+08,3.38E+08,0,42,6,22.2696,7.15E+09,7.15E+09,0,1,0,0,1,1,423,423,1.52E+06,2,4704, 2.06691e+08 : 0, 2.06691e+08 : 0, unconverged, unconverged, 
nasasrb.mtx,12,2.99E+13,2.99E+13,2.38E+15,2677324,54870,1.84E+10,1.84E+10,0,4.07E+09,4.07E+09,4.07E+09,0,276,12,48.7939,1.17E+12,1.17E+12,0,1,0,0,1,1,893,893,2.14E+07,2,54870, unconverged, unconverged, unconverged, unconverged, 
ncvxbqp1.mtx,12,4.56E+06,4.56E+06,1.96E+09,349968,50000,2.37E+07,2.37E+07,0,525000,525000,525000,0,9,2,6.99936,-3.28E+09,3.32E+09,0,1,0,0,1,1,33333,33333,-65632.6,3,50000, -482069 : 0, unconverged, unconverged, -482069 : 0, 
ncvxqp1.mtx,12,4.74E+21,4.74E+21,9.58E+22,73963,12111,3.49E+13,3.49E+13,0,7.58E+12,7.58E+12,7.58E+12,0,15,2,6.10709,8.45E+14,8.45E+14,0,1,0,0,1,1,11107,11107,6.98E+10,3,7111, 7.58021e+12 : 0, 7.58021e+12 : 0, unconverged, unconverged, 
ncvxqp3.mtx,12,2.44E+06,2.44E+06,1.74E+09,499964,75000,1.96E+07,1.96E+07,0,475010,475010,475010,0,15,2,6.66619,4.69E+08,2.19E+09,0,1,0,0,1,1,69996,69996,6247.3,3,50000, -429386 : 0, 208582 : 0, unconverged, -429386 : 0, 
ncvxqp5.mtx,12,2.93E+06,2.93E+06,1.78E+09,424966,62500,2.04E+07,2.04E+07,0,475005,475005,475005,0,13,2,6.79946,-1.88E+09,2.38E+09,0,1,0,0,1,1,59996,59996,-30003.8,3,50000, -429988 : 0, unconverged, unconverged, -429988 : 0, 
ncvxqp7.mtx,12,2.61E+06,2.61E+06,2.17E+09,574962,87500,2.37E+07,2.37E+07,0,525015,525015,525015,0,17,2,6.57099,-3.28E+09,3.32E+09,0,1,0,0,1,1,79996,79996,-37504.3,3,50000, -482069 : 0, unconverged, unconverged, -482069 : 0, 
ncvxqp9.mtx,12,9.75E+17,9.75E+17,1.78E+18,54040,16554,1.72E+11,1.72E+11,0,1.27E+11,1.27E+11,1.27E+11,0,9,1,3.26447,2.43E+11,2.43E+11,554,1,0,0,1,1,15050,15050,1.47E+07,2,9054, 1.2705e+11 : 0, 1.2705e+11 : 0, unconverged, unconverged, 
