% Generated on 2015-12-03 17:28:05,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../petsc/anamod-features -p ../petsc/timing/aciss -n petsc_anamod_aciss -b 10"
@RELATION petsc_data
@ATTRIBUTE lambda-max-by-magnitude-im NUMERIC
@ATTRIBUTE right-bandwidth NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE symmetry NUMERIC
@ATTRIBUTE n-dummy-rows NUMERIC
@ATTRIBUTE blocksize NUMERIC
@ATTRIBUTE max-nnzeros-per-row NUMERIC
@ATTRIBUTE diag-definite NUMERIC
@ATTRIBUTE avgnnzprow NUMERIC
@ATTRIBUTE lambda-max-by-magnitude-re NUMERIC
@ATTRIBUTE ellipse-cy NUMERIC
@ATTRIBUTE nnzup NUMERIC
@ATTRIBUTE ruhe75-bound NUMERIC
@ATTRIBUTE avg-diag-dist NUMERIC
@ATTRIBUTE nnz NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-re NUMERIC
@ATTRIBUTE lambda-max-by-im-part-im NUMERIC
@ATTRIBUTE left-bandwidth NUMERIC
@ATTRIBUTE norm1 NUMERIC
@ATTRIBUTE sigma-min NUMERIC
@ATTRIBUTE upband NUMERIC
@ATTRIBUTE n-struct-unsymm NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-im NUMERIC
@ATTRIBUTE diagonal-average NUMERIC
@ATTRIBUTE diagonal-dominance NUMERIC
@ATTRIBUTE dummy-rows NUMERIC
@ATTRIBUTE ritz-values-r NUMERIC
@ATTRIBUTE symmetry-snorm NUMERIC
@ATTRIBUTE symmetry-fanorm NUMERIC
@ATTRIBUTE symmetry-fsnorm NUMERIC
@ATTRIBUTE colours NUMERIC
@ATTRIBUTE lambda-max-by-im-part-re NUMERIC
@ATTRIBUTE col-variability NUMERIC
@ATTRIBUTE trace-abs NUMERIC
@ATTRIBUTE ritz-values-c NUMERIC
@ATTRIBUTE nnzeros NUMERIC
@ATTRIBUTE diag-zerostart NUMERIC
@ATTRIBUTE loband NUMERIC
@ATTRIBUTE positive-fraction NUMERIC
@ATTRIBUTE trace NUMERIC
@ATTRIBUTE min-nnzeros-per-row NUMERIC
@ATTRIBUTE diagonal-sign NUMERIC
@ATTRIBUTE row-variability NUMERIC
@ATTRIBUTE nrows NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE colour-offsets NUMERIC
@ATTRIBUTE n-colours NUMERIC
@ATTRIBUTE relsymm NUMERIC
@ATTRIBUTE diagonal-variance NUMERIC
@ATTRIBUTE departure NUMERIC
@ATTRIBUTE nnzlow NUMERIC
@ATTRIBUTE n-nonzero-diags NUMERIC
@ATTRIBUTE sigma-max NUMERIC
@ATTRIBUTE dummy-rows-kind NUMERIC
@ATTRIBUTE kappa NUMERIC
@ATTRIBUTE n-ritz-values NUMERIC
@ATTRIBUTE colour-set-sizes NUMERIC
@ATTRIBUTE sigma-diag-dist NUMERIC
@ATTRIBUTE symmetry-anorm NUMERIC
@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lee95-bound NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE trace-asquared NUMERIC
@ATTRIBUTE solver {"89565283","8793455","90197667","49598909","91036839","45869639","45869638","45869637","47942867","89269802","89269803","89269801","89269804","59072883","59072882","59072881","7285381","7285384","59072884","49598911","49598910","49598912","30870721","36025723","36025722","53302993","30870720","64278029","36025724","44526267","8793454","8793456","8793453","17734818","32168839","32168838","57331597","95762352","57331599","57331598","32168837","88865078","88865079","49834417","49834419","49834418","88865076","88865077","11256942","11256943","11256941","42851841","11256944","31459546","17887723","91845162","53362206","95762355","12321508","75830644","57331600","43373444","95762353","43373441","43373442","43373443","91068411","91068410","5890861","85483012","5890863","5890862","18868444","18868441","18868443","18868442","91068408","47942864","47942865","47942866","91068409","8520536","5890860","82456576","29030069","95762354","90783920","99720138","29030071","29030070","29030072","85490469","30870723","30870722","26415435","26415434","26415433","26415432","13323659","45869640","36564233","68908713","7285382","36564232","7285383","75830645","36564234","81986705","29553941","29553943","29553942","69654761","29553944","69654763","69654762","32874609","32168840","90197664","90197665","90197666","69654760","37052870","37052871","19932321","19932323","19932322","19932324","80361466","80361467","80361464","80361465","49834420","1216556","38678404","38678401","38678402","38678403","32874611","32874610","32874612","44114477","44114476","44114479","44114478","36564235","36025721","75830647","75830646","85490471","85490470","85490472","18524981","37052869","37052868"}
@ATTRIBUTE class {good,bad}
@DATA
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.8175584,460.3435,5976,0.1818182,?,864,5.727274,0.9999986,864,?,?,0.2578099,-1.0,?,?,?,?,?,?,2.87165,77.12,314.5281,?,5976,1154,864,0.7160494,314.5281,2,1,77.12,1220,?,?,5,?,0.2616686,9.111379e-05,2638,1601,2.871652,?,15.74023,81,?,475474.4,?,1.935826,?,0.9358258,18.80816,5.727273,?,2.871652,1220,?,"29030070",good
?,19,3,?,2,6,9,?,3,580.0,?,405,275.4623,46.96629,771,1.0,?,167,681.7309,145.0047,19,?,?,2.828952,-1984.9,?,?,?,?,?,?,580.0,5.045255,585.5931,?,771,207,167,0.53125,580.415,1,?,4.387767,207,?,?,5,?,40.21372,2278.757,159,89,855.4623,?,117.264,224,?,10776.98,?,296.691,13.28431,283.309,2353.586,1984.9,?,580.0,207,?,"29030070",good
?,?,3,?,1363,1,5,?,3,-2.325818e-05,?,?,3.413899e-05,1953.318,20181,-2.230164e-05,?,5147,7.384297e-05,3.858141e-05,?,15004,?,2.166618e-05,-5.914405e-05,?,?,5.108048e-05,0.000413955,0.001631899,?,-2.325818e-05,8.240137,0.1121658,?,20181,5177,5147,?,-0.1121658,1,-2,8.240137,5177,?,?,4,0.2565284,3.44751e-06,0.0005854208,15004,3151,4.06162e-05,1,6.656732,24,?,16876680.0,2.281628e-05,1.25648e-05,6.735893e-07,-1.700722e-05,0.001683584,5.914405e-05,0.0005854208,-4.442424e-06,5177,2.491736e-06,"37052868",good
?,2941,10,?,?,1497,74,?,10,-58.8717,?,11228,8439797000.0,1381.141,30582,6.113215e-09,?,2745,12405480000.0,9607705.0,2941,?,?,1.773047e-05,-6503089000.0,?,?,?,?,?,?,58.8713,127.6996,0.05333324,?,30582,1498,2745,0.5125,0.05333324,2,1,127.6996,3008,?,?,7,?,0.00097227,9482058000.0,16346,4546,8439797000.0,?,3.988377,240,?,4793380.0,?,58.87178,58.87192,-4.6875e-06,9482058000.0,6503089000.0,?,58.8717,3008,?,"32874610",good
?,3082,7,?,?,1509,35,?,7,-0.01020815,?,11260,1212854000.0,1371.345,24295,6.515574e-08,?,2857,1212874000.0,755478000.0,3082,20764,?,0.0003801519,-1214889000.0,?,?,607444400.0,2424359000.0,2424359000.0,?,0.01,47.45047,1.172008,?,24295,1556,2857,0.475,1.172008,2,?,47.45047,3083,?,?,8,0.1453385,0.02090218,3428561000.0,9952,4682,1212854000.0,?,3.480313,240,?,3962256.0,607444400.0,30.71793,29.54591,-2.718866,3428561000.0,1214889000.0,3428561000.0,17.6679,3083,5.208571,"69654763",good
?,2941,10,?,?,1497,74,?,10,-5.508523,?,11228,789697200.0,1381.141,30582,9.953534e-13,?,2745,1160759000.0,898976.3,2941,27388,?,1.659009e-06,-608482800.0,?,?,580379700.0,627359100.0,627359100.0,?,5.508515,59.49158,0.004990299,?,30582,1498,2745,0.475,0.004990299,2,1,59.49158,3008,?,?,7,0.1044405,9.097361e-05,887219700.0,16346,4546,789697200.0,?,3.610837,240,?,4793380.0,580379700.0,5.50858,5.508585,-7.672944e-06,887219700.0,608482800.0,887219700.0,5.508523,3008,0.001023532,"69654763",good
?,100,8,?,?,99,9,1,8,3024.076,?,38612,2360.39,66.22222,87025,4.410227,?,100,4791.044,2360.397,100,?,?,47.75817,-14.10088,?,?,?,?,?,?,3024.076,1.199713,468077.9,?,87025,9801,100,1.0,468077.9,4,2,1.354117,9801,?,?,8,?,154.529,560.8396,38612,9,3025.091,?,396406.3,34,?,10920.05,?,1512.034,8.162151,1512.042,16893.64,4801.066,?,3024.076,9801,?,"29030070",good
?,?,11,?,3,1,31,1,11,1115265.0,?,?,9421596.0,107.229,20516,1508.661,?,239,29625580.0,9422353.0,?,?,?,605611.3,-6556837.0,?,?,?,?,?,?,2769.759,17.16111,1104635000.0,?,20516,1824,239,1.0,1104635000.0,1,2,16.90036,1824,?,?,11,?,1126447.0,34408470.0,18692,214,16027160.0,1,14061.46,53,?,49978.51,?,5320363.0,920963.4,5321120.0,64555130.0,22035610.0,?,10641480.0,1824,?,"69654763",good
?,?,8,?,2,1,12,?,8,-0.6202565,?,?,106.9526,115.0087,93781,-2.575951e-05,?,231,272.2243,147.5995,?,?,?,0.94053,-275.2723,?,?,?,?,?,?,-2.575951e-05,7.553177,10764.37,?,93781,11445,231,?,-10764.37,1,-2,7.550828,11445,?,?,8,?,5.200781,400.9072,82336,231,187.6805,1,2.717751,48,?,57356.62,?,36.6691,17.15462,-73.79904,693.1209,275.2723,?,-1.110991e-05,11445,?,"29030070",good
?,?,8,?,2,1,12,?,8,-0.6202565,?,?,106.9526,115.0087,93781,-2.575951e-05,?,231,272.2243,147.5995,?,?,?,0.94053,-275.2723,?,?,?,?,?,?,-2.575951e-05,7.553177,10764.37,?,93781,11445,231,?,-10764.37,1,-2,7.550828,11445,?,?,8,?,5.200781,400.9072,82336,231,187.6805,1,2.717751,48,?,57356.62,?,36.6691,17.15462,-73.79904,693.1209,275.2723,?,-1.110991e-05,11445,?,"37052868",bad
?,100,8,?,?,99,9,1,8,407179.3,?,38612,38542.61,66.22222,87025,21.55765,?,100,654304.8,312984.5,100,?,?,4604.397,-1422.593,?,?,?,?,?,?,407179.3,1.293912,45127700.0,?,87025,9801,100,1.0,45127700.0,4,2,1.550128,9801,?,?,8,?,18721.31,76132.88,38612,9,407337.6,?,1.483663,42,?,10920.05,?,66368.73,?,340810.6,2014090.0,655727.4,?,407179.3,9801,?,"37052868",good
?,16122,3,?,1651,5,34,?,3,-10.0,?,24685,9.999997e+11,4871.523,75167,-0.1694915,?,16121,1e+12,300158.1,16122,?,?,380.5934,-1e+12,?,?,?,?,?,?,1.0,48.35862,7971149.0,?,75167,20944,16121,0.5041667,-60563.49,1,?,48.35862,20944,?,?,8,?,3529.033,2e+12,29538,13235,1e+12,1,1125.627,240,?,61004240.0,?,300158.4,545.3562,-0.2128469,2e+12,1e+12,?,300158.2,20944,?,"69654763",good
?,4535,4,?,?,2358,13,?,4,-2.168404e-19,?,9605,2889389.0,2407.108,24783,-2.168404e-19,?,5307,2296333.0,1006940.0,4535,19409,?,0.03475248,-4527171.0,?,?,2263587.0,6139878.0,6138249.0,?,454.078,27.27038,184.4662,?,24783,2386,5307,0.475,184.4662,2,1,26.60902,5308,?,?,6,0.2168422,2.517999,8680793.0,9870,7950,2989389.0,?,188.4794,240,?,14932460.0,2263587.0,791.5987,100000.0,171.8829,8681947.0,4527171.0,8680795.0,491.2643,5308,-20000880000.0,"37052868",good
?,100,8,?,?,99,9,1,8,8109.306,?,38612,1158.732,66.22222,87025,9.186334,?,100,12789.05,6551.086,100,?,?,132.5556,-28.47519,?,?,?,?,?,?,8109.306,1.122296,1299177.0,?,87025,9801,100,1.0,1299177.0,4,2,1.252157,9801,?,?,8,?,412.3077,1494.228,38612,9,8112.179,?,1.503853,38,?,10920.05,?,1358.476,?,6750.83,45226.46,12815.22,?,8109.306,9801,?,"69654763",good
?,100,8,?,?,99,9,1,8,26.49265,?,38612,23.77412,66.22222,87025,3.809618,?,100,39.41596,23.77764,100,?,?,5.389935,-0.04772491,?,?,39.43164,2.209398,638.1002,?,26.469,0.9189498,52826.76,?,87025,9801,100,1.0,52826.76,4,2,0.9329238,9801,?,?,8,1.0,2.821983,3.12456,38612,9,26.49379,?,7523.403,18,?,10920.05,0.3731497,13.24456,?,13.24809,638.104,39.44732,3.12456,26.49265,9801,407167.0,"37052868",good
?,100,8,?,?,99,9,1,8,254.2017,?,38612,215.3918,66.22222,87025,4.850837,?,100,388.2367,215.3993,100,?,?,16.83003,-0.7180107,?,?,388.5107,26.30622,2707.927,?,253.1138,0.9638526,164951.1,?,87025,9801,100,1.0,164951.1,4,2,1.012551,9801,?,?,8,1.0,19.62649,37.20261,38612,9,254.2823,?,33970.96,16,?,10920.05,7.955323,127.0971,?,127.1046,2708.055,388.7847,37.20261,254.2017,9801,7332177.0,"29030070",good
?,5307,5,?,?,2780,15,?,5,-45.88728,?,9765,68954.31,2427.571,28863,-2.157413e-07,?,4535,53002.2,23400.4,5307,23461,?,2.726477e-05,-104472.1,?,?,52236.04,191819.5,191819.5,?,45.88528,28.01667,0.1447214,?,28863,2797,4535,0.5,0.09809623,2,?,26.66484,5308,?,?,6,0.18716,0.001696645,271273.3,13790,8313,69000.89,?,1.219051,240,?,12699910.0,52236.04,45.69782,40.84645,0.08297998,271273.7,104472.1,271273.7,45.88528,5308,4985.099,"69654763",good
?,694,29,?,9443,20860,224,?,29,58420900.0,?,369252,118721100.0,315.2407,663643,-0.5670234,?,694,729364000.0,92289400.0,694,432832,?,37591.74,-105263700.0,?,?,413432100.0,383204700.0,423461600.0,?,58420900.0,20.04573,858407300.0,?,663643,22835,694,0.48,699915300.0,1,?,20.96626,22835,?,?,53,0.3477939,933513.2,541764800.0,271556,1242,177142000.0,1,70.65166,50,?,187703.8,413432000.0,55421930.0,3324541.0,2998965.0,571109000.0,105263700.0,541933300.0,58420900.0,22835,3.247382e+16,"29030070",good
?,?,73,?,99,1,228,1,73,55575.54,?,?,2307915.0,8446.742,1889447,11463.7,?,19228,7312655.0,2310064.0,?,?,?,48372.92,-3595391.0,?,?,?,?,?,?,12487.25,21.00991,1243668000.0,?,1889447,25710,19228,1.0,1243668000.0,1,2,20.51548,25710,?,?,39,?,84793.95,12768150.0,1863737,14026,3591141.0,1,827.7749,38,?,313487400.0,?,888343.8,197067.0,890492.8,20200020.0,7153064.0,?,1778837.0,25710,?,"29030070",good
?,100,8,?,?,99,9,1,8,1158.432,?,38612,954.3561,66.22222,87025,4.856918,?,100,1819.361,954.3635,100,?,?,25.71866,-5.197597,?,?,1821.207,149.5215,6994.325,?,1158.432,1.115002,252068.6,?,87025,9801,100,1.0,252068.6,4,2,1.257349,9801,?,?,8,1.0,61.83317,211.4346,38612,9,1158.82,?,155824.7,22,?,10920.05,55.64845,579.2124,?,579.2198,6995.923,1823.054,211.4554,1158.432,9801,48898230.0,"37052868",good
?,100,8,?,?,99,9,1,8,26.49265,?,38612,24.90672,66.22222,87025,3.914387,?,100,39.41596,24.91021,100,?,?,5.389935,-0.04772491,?,?,?,?,?,?,26.469,0.9189498,52826.76,?,87025,9801,100,1.0,52826.76,4,2,0.9329238,9801,?,?,8,?,2.821983,3.12456,38612,9,26.49378,?,7591.559,29,?,10920.05,?,13.24458,?,13.24807,638.104,39.44732,?,26.49265,9801,?,"29030070",good
?,100,8,?,?,99,9,1,8,1170.333,?,38612,936.4265,66.22222,87025,3.644575,?,100,1864.36,936.4306,100,?,?,19.61926,-7.691349,?,?,?,?,?,?,1170.333,1.267202,192288.4,?,87025,9801,100,1.0,192288.4,4,2,1.427216,9801,?,?,8,?,59.87614,222.3002,38612,9,1170.724,?,283224.2,27,?,10920.05,?,585.1644,?,585.1685,6583.157,1868.605,?,1170.333,9801,?,"37052868",good
?,?,3,?,13,1,6,?,3,-1.23738e-05,?,?,0.0001376634,39.8125,6209,-2.494125e-06,?,93,0.0002073232,0.0001401581,?,4541,?,3.506895e-05,-0.0002000623,?,?,0.0001753328,0.0005583929,0.002101714,?,-1.23738e-05,20.86125,0.058495,?,6209,1668,93,?,-0.058495,1,-2,20.86125,1668,?,?,5,0.2686423,3.509189e-05,0.0007896868,4541,80,0.000142256,1,46.88194,34,?,6900.168,5.852405e-05,5.723055e-05,1.89835e-05,-5.972523e-05,0.002174628,0.0002000623,0.0007896868,-2.494125e-06,1668,4.105401e-06,"37052868",good
?,100,8,?,?,99,9,1,8,180.9453,?,38612,157.7661,66.22222,87025,4.818934,?,100,273.16,157.7736,100,?,?,16.44538,-0.2409192,?,?,273.2677,17.02961,2524.918,?,180.4886,0.9234984,161181.1,?,87025,9801,100,1.0,161181.1,4,2,0.9604615,9801,?,?,8,1.0,17.60646,24.08351,38612,9,180.9743,?,24106.41,18,?,10920.05,3.583405,90.46891,?,90.47641,2524.975,273.3755,24.08351,180.9453,9801,6374920.0,"37052868",good
?,17,13,?,3,8,17,1,13,261.2226,?,5354,9737462.0,8.393939,11766,261.2226,?,18,14331850.0,3412913.0,17,419,?,164.0129,-12561970.0,?,?,7168217.0,13594090.0,13593140.0,?,261.2226,27.09879,148103.6,?,11766,903,18,0.84,148103.6,1,2,25.93517,903,?,?,13,0.9643889,1405.03,19223190.0,5509,33,9775521.0,1,8.125526,50,?,182.9128,7163633.0,2744.639,38057.77,1917.042,19224270.0,12563120.0,19223600.0,4583.74,903,-25764930000.0,"37052868",good
?,?,1,?,1540,1,5,?,1,4.601595e-10,?,?,1.941021e-07,15.2,3710,?,?,26,2.494308e-07,1.941021e-07,?,?,?,1.541443e-08,-5.461229e-10,?,?,?,?,?,?,4.134211e-10,9.979721,3.121421e-05,?,3710,2006,26,0.9666667,3.121421e-05,1,1,9.979721,2025,?,?,5,?,3.388251e-08,6.301247e-07,1685,5,2.140595e-07,1,1.960002e+15,30,?,1068.72,?,9.354226e-08,3.881953e-08,9.354226e-08,1.78968e-06,2.440122e-07,?,1.517999e-07,2025,?,"69654763",good
?,24024,41,?,?,11943,2136,?,41,3.053177,?,1269826,192.0105,13734.69,1724930,0.6629757,?,31055,237.0262,51.65318,24024,1682262,?,0.000454809,-1049.865,?,?,592.9171,411.4084,411.4239,?,3.053177,22.96035,18.68901,?,1724930,41092,31055,0.75,7.447843,2,?,22.96046,41092,?,?,22,0.02473608,0.01561903,516.3733,414012,53538,195.0634,?,1.121331,12,?,563742300.0,591.4551,3.005881,2.649395,0.04708068,581.8303,1050.865,581.8193,3.053177,41092,12.71756,"37052868",good
?,?,17,?,45,1,185,1,17,11.03475,?,?,1.216106,1102.48,102265,10.99053,?,2283,21.61641,4.597247,?,?,?,10.90713,-1.537311,?,?,?,?,?,?,10.99224,16.66971,62639.65,?,102265,5743,2283,1.0,62639.65,1,2,16.6707,5743,?,?,27,?,0.2161856,271.5195,96522,2195,18.25911,1,2.942074,49,?,5273675.0,?,5.625268,2.871154,11.41663,870.1782,22.01876,?,11.16427,5743,?,"29030070",good
?,100,8,?,?,99,9,1,8,8015.201,?,38612,6869.804,66.22222,87025,24.84172,?,100,12100.23,6869.878,100,?,?,319.3145,-0.009832669,?,?,12100.23,822.8775,69872.26,?,8015.201,1.041705,3129602.0,?,87025,9801,100,1.0,3129602.0,4,2,1.258432,9801,?,?,8,1.0,586.2731,1163.724,38612,9,8019.597,?,108505.2,22,?,10920.05,237.8232,4007.564,?,4007.638,69877.11,12100.24,1163.724,8015.201,9801,4881456000.0,"37052868",good
?,?,26,?,97,1,297,1,26,15.88591,?,?,1.220214,2384.389,446500,15.85937,?,4833,28.84677,6.668314,?,?,?,15.54231,0.6714163,?,?,?,?,?,?,15.87951,12.3596,265416.0,?,446500,17077,4833,1.0,265416.0,1,2,12.3596,17077,?,?,41,?,0.5026634,681.9439,429423,4768,26.27149,1,3.272459,52,?,24639400.0,?,8.698262,4.323588,16.35167,2143.488,28.89318,?,15.89076,17077,?,"29030070",good
?,?,26,?,97,1,297,1,26,15.88591,?,?,1.220214,2384.389,446500,15.85937,?,4833,28.84677,6.668314,?,?,?,15.54231,0.6714163,?,?,?,?,?,?,15.87951,12.3596,265416.0,?,446500,17077,4833,1.0,265416.0,1,2,12.3596,17077,?,?,41,?,0.5026634,681.9439,429423,4768,26.27149,1,3.272459,52,?,24639400.0,?,8.698262,4.323588,16.35167,2143.488,28.89318,?,15.89076,17077,?,"37052868",bad
?,489,5,?,?,73,13,?,5,59.7896,?,566,318877.1,258.2172,3504,59.7896,?,564,382221.5,3683.865,489,?,?,0.007296744,-318714.3,?,?,?,?,?,?,59.7896,6.976348,4.779367,?,3504,180,564,0.5166667,-1.220633,2,?,7.131486,655,?,?,6,?,0.09197001,710456.5,2283,594,318951.8,?,4.202432,240,?,246920.5,?,67.22185,70.68978,-7.432248,710459.2,318714.3,?,59.7896,655,?,"29030070",good
?,?,4,?,13321,1,1570,?,4,0.6842337,?,?,1994.878,17111.48,113123,-1e-08,?,23195,5304.473,1994.878,?,?,?,3.699098,-3218.805,?,?,?,?,?,?,0.1759571,19.62762,85804.27,?,113123,23196,23195,0.9793814,85804.27,1,?,16.55665,23196,?,?,2,?,90.20227,424.6667,89927,11994,5303.473,1,5.36241e+11,97,?,1184151000.0,?,2651.737,?,2651.737,13756.12,5303.473,?,5303.473,23196,?,"29030070",good
?,?,4,?,12602,1,1510,?,4,0.002005677,?,?,1196.11,16272.73,108013,-1e-08,?,22290,265860.7,1291.01,?,?,?,17.62358,-2645.109,?,?,?,?,?,?,0.06630666,17.52817,394785.7,?,108013,22401,22290,1.0,394785.7,1,?,16.55665,22401,?,?,2,?,1799.293,210.346,85612,11346,265859.7,1,2801.486,98,?,1070735000.0,?,132882.4,?,132977.3,269312.6,265859.7,?,265859.7,22401,?,"32874610",good
?,2835,5,?,?,4,11,?,5,-4829.163,?,4643,120.1871,1306.463,14238,4.154712e-08,?,2481,4838.556,120.2722,2835,11362,?,1.702808,-4830.755,?,?,4834.655,2787.95,5576.153,?,0.09077616,14.40508,4829.163,?,14238,1485,2481,0.5,-4829.163,2,?,13.557,2836,?,?,6,0.2019947,90.66552,3942.756,6759,4492,4829.169,?,56734.14,240,?,3721874.0,1925.738,2414.63,0.1015718,-2414.533,6234.271,4830.755,3942.756,0.09864927,2836,23320810.0,"37052868",good
?,2486,4,?,?,1295,11,?,4,493.7838,?,4749,61575.11,1295.338,11887,0.0004589157,?,2835,62078.17,8374.267,2486,?,?,0.008879424,-91934.55,?,?,?,?,?,?,493.7838,14.40508,25.18205,?,11887,1299,2835,0.4875,-25.18205,2,-1,10.00717,2836,?,?,6,?,0.4543893,448777.0,4302,4290,62068.89,?,8.03372,240,?,4219733.0,?,446.6317,469.6163,47.15216,448829.6,91934.55,?,493.7838,2836,?,"69654763",good
?,2486,4,?,?,1295,11,?,4,493.7838,?,4749,61575.11,1295.338,11887,0.0004589157,?,2835,62078.17,8374.267,2486,?,?,0.008879424,-91934.55,?,?,?,?,?,?,493.7838,14.40508,25.18205,?,11887,1299,2835,0.4875,-25.18205,2,-1,10.00717,2836,?,?,6,?,0.4543893,448777.0,4302,4290,62068.89,?,8.03372,240,?,4219733.0,?,446.6317,469.6163,47.15216,448829.6,91934.55,?,493.7838,2836,?,"37052868",bad
?,2486,4,?,?,1295,11,?,4,-401.9373,?,4749,61572.03,1295.615,11887,-401.9373,?,2835,62078.13,30000.0,2486,8979,?,0.008880068,-91934.34,?,?,60126.22,317443.3,317443.2,?,496.8218,14.40689,25.18387,?,11887,1299,2835,0.5,-25.18387,2,-1,10.00628,2836,?,?,6,0.244637,0.4544235,448866.5,4302,4291,62068.85,?,7.131647,240,?,4219856.0,60126.22,449.3795,472.5056,47.44226,448932.6,91934.34,448932.5,496.8218,2836,-57468.21,"37052868",good
?,2835,5,?,?,4,11,?,5,-4829.161,?,4643,165.9984,1306.423,14237,5.689296e-08,?,2481,4841.575,166.1107,2835,11361,?,1.702807,-4831.388,?,?,4836.482,2852.986,5608.951,?,0.1198096,14.40689,4829.162,?,14237,1485,2481,0.5,-4829.161,2,?,13.4073,2836,?,?,6,0.2020089,90.66549,4034.731,6758,4491,4829.173,?,42993.7,240,?,3720869.0,1926.362,2414.65,0.1421964,-2414.511,6292.842,4831.388,4034.732,0.1395608,2836,23320800.0,"29030070",good
?,2835,5,?,?,4,11,?,5,-4829.161,?,4643,165.9984,1306.423,14237,5.689296e-08,?,2481,4841.575,166.1107,2835,11361,?,1.702807,-4831.388,?,?,4836.482,2852.986,5608.951,?,0.1198096,14.40689,4829.162,?,14237,1485,2481,0.5,-4829.161,2,?,13.4073,2836,?,?,6,0.2020089,90.66549,4034.731,6758,4491,4829.173,?,42993.7,240,?,3720869.0,1926.362,2414.65,0.1421964,-2414.511,6292.842,4831.388,4034.732,0.1395608,2836,23320800.0,"37052868",bad
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.52,102.0418,1608,-8.499453e-14,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,1608,430,329,0.9493671,13055660.0,1,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,5468824.0,79,?,25586.49,?,1000533.0,0.08590142,1000472.0,4138865.0,2004013.0,?,2001004.0,430,?,"29030070",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.76,102.0418,1608,2.343483e-14,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,1608,430,329,0.9259259,13055660.0,1,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,15467190.0,81,?,25586.49,?,1000533.0,5.096916,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,"29030070",good
?,3197,40,?,?,1,76,?,40,3420.709,?,164152,111480600.0,2001.442,302486,3420.709,?,7025,106752800.0,26714990.0,3197,?,?,?,-334828800.0,?,?,?,?,?,?,3420.709,9.833284,?,?,302486,?,7025,0.4946809,?,2,10,5.777977,7500,?,?,12,?,?,196775700.0,130834,5062,111484100.0,?,2.713555,188,?,11135400.0,?,3426.06,2239.153,5.56273,196775700.0,334828800.0,?,3420.709,7500,?,"29030070",good
?,3197,40,?,?,1,76,?,40,3420.709,?,164152,111480600.0,2001.442,302486,3420.709,?,7025,106752800.0,26714990.0,3197,?,?,?,-334828800.0,?,?,?,?,?,?,3420.709,9.833284,?,?,302486,?,7025,0.4946809,?,2,10,5.777977,7500,?,?,12,?,?,196775700.0,130834,5062,111484100.0,?,2.713555,188,?,11135400.0,?,3426.06,2239.153,5.56273,196775700.0,334828800.0,?,3420.709,7500,?,"37052868",bad
?,1801,6,?,?,76,1310,?,6,1.17426,?,5681,0.006315226,793.8216,11258,0.002308828,?,1763,1.644497,0.01869095,1801,?,?,0.002524771,-1.000223,?,?,?,?,?,?,1.17426,98.94543,4.57741,?,11258,1813,1763,0.6144578,4.57741,2,1,98.94543,1813,?,?,7,?,0.007886927,0.002551512,3764,3127,1.17426,?,94.88419,83,?,1328154.0,?,1.08713,?,0.08713008,4.257974,1.644653,?,1.17426,1813,?,"37052868",good
?,1801,6,?,?,76,1310,?,6,1.179791,?,5681,0.00717097,793.8216,11258,0.002308828,?,1763,1.663283,0.01869094,1801,?,?,0.002534821,-1.000642,?,?,?,?,?,?,1.179791,98.94544,4.59563,?,11258,1813,1763,0.6235294,4.59563,2,1,98.94544,1813,?,?,7,?,0.008100005,0.003208305,3764,3127,1.179791,?,102.4127,85,?,1328154.0,?,1.089895,?,0.08989548,4.258738,1.663926,?,1.179791,1813,?,"37052868",good
