 Name,NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric
 co2010.petsc,201062,201062,0,3.46E+08,7.41E+08,0,487287,9.55E+07,6.76E+07,6.76E+07,3.60E+07,1.53E+07,1.80E+07,1.80E+07,70,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,197421,0,4.16528,4.3798,0
 oscil_dcop_32.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_45.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_20.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25946.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995095,0,0,30362,1,366,329,202,36.0969,36.0969,0
 fpga_dcop_27.petsc,1220,1220,1,0.00576581,0.00576581,0.068484,5892,18.8087,18.8087,0.000507062,5.7355,5.73545,5.73548,0.000414427,36,314.536,314.536,1,4,0,0,0,0,0.999998,0.999997,0,0,0.257817,1,1136,864,864,168.722,168.722,0
 adder_dcop_61.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,1.19E-05,1.64456,1.64456,1.64456,1.48E-05,1310,4.58257,4.58257,1,6,0,0,0,0,0.999999,0.999998,0,0,0.00252762,1,1801,1763,1801,98.9454,98.9454,0
 oscil_dcop_43.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_41.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_40.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 kron_g500-logn16.petsc,65536,65536,0,24.9625,20.1478,2.81307,2456398,3287.43,2344.31,2304.65,34132,44161,39146.5,38739.5,9986,1464,1464,0,37,0,1,0,0,0.500233,0.000465393,0,0,0.0223389,1,327,65485,0,2.60959,2.60959,0
 oscil_dcop_38.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_36.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 adder_dcop_44.petsc,1813,1813,1,0.000612241,0.000612245,6.57E-05,11245,4.25878,4.25878,0.00114635,1.66355,1.66352,1.66353,0.0013824,1310,4.62054,4.62054,1,6,0,0,0,0,0.99988,0.99976,0,0,0.00254856,1,1801,1763,1801,98.9454,98.9454,0
 oscil_dcop_42.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 wv2010.petsc,135218,135218,0,4.15E+07,5.24E+07,0,331461,4.95E+07,3.50E+07,3.50E+07,7.15E+06,6.80E+06,4.01E+06,4.01E+06,63,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,128593,0,5.02271,4.95043,0
 oscil_dcop_34.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_30.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 ibm_matrix_2.petsc,51448,51448,1,1.32843,1.32824,2.7712,537038,382.319,380.441,37.8509,946,319.172,473.5,472.5,406,6223.01,7272.22,1,10,0,0,0,0,0.849373,0.698745,0,0,0.141351,3,51448,51222,51445,26.9867,27.1667,0
 fpga_dcop_05.petsc,1220,1220,1,0.0866734,0.0866734,0.422825,5852,33.5535,33.5513,0.382531,18.2836,18.2836,18.2836,0.313105,36,407.762,407.762,1,4,0,0,0,0,0.999369,0.998737,0,0,0.334231,1,1136,864,864,279.585,279.585,0
 oscil_dcop_35.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 init_adder1.petsc,1813,1813,1,0.000551896,0.000551879,6.90E-07,11156,4.2428,4.2428,0.00648227,1.07514,1.10685,1.08618,0.0422664,1310,0.206396,0.206396,1,6,0,0,0,0,0.990532,0.981063,0,0,0.000113842,1,1801,1763,1801,11.9998,11.9998,0
 ne2010.petsc,193352,193352,0,1.07E+08,1.06E+08,0,456927,7.93E+07,5.61E+07,5.61E+07,9.10E+06,1.06E+07,6.34E+06,6.34E+06,56,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,190322,0,3.90398,4.18505,0
 adder_dcop_27.petsc,1813,1813,1,0.000612251,0.000612255,6.57E-05,11246,4.25881,4.25881,0.00270489,1.6636,1.66361,1.6636,0.0105104,1310,4.65206,4.65206,1,6,0,0,0,0,0.999041,0.998082,0,0,0.00256595,1,1801,1763,1801,98.9454,98.9454,0
 nv2010.petsc,84538,84538,0,1.05E+09,1.05E+09,0,208499,9.22E+07,6.52E+07,6.52E+07,2.41E+07,2.45E+07,1.33E+07,1.33E+07,93,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,77178,0,4.15987,4.34476,0
 nc2010.petsc,288987,288987,0,2.01E+08,1.80E+08,0,708310,7.36E+07,5.20E+07,5.20E+07,9.50E+06,1.25E+07,8.13E+06,8.13E+06,72,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,279746,0,3.65616,4.40508,0
 il2010.petsc,451554,451554,0,2.33E+08,1.25E+08,0,1082232,7.32E+07,5.18E+07,5.18E+07,1.09E+07,1.57E+07,8.17E+06,8.17E+06,80,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,441097,0,4.34159,3.62665,0
 al2010.petsc,252266,252266,0,4.26E+08,5.17E+08,0,615241,7.27E+07,5.14E+07,5.14E+07,1.92E+07,1.04E+07,1.46E+07,1.46E+07,62,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,241508,0,3.58448,4.24022,0
 adder_dcop_15.petsc,1813,1813,1,0.000744419,0.000744409,0.000198257,11246,4.28831,4.2883,0.00860538,2.17845,2.17852,2.17839,0.0155304,1310,5.09847,5.09847,1,6,0,0,0,0,0.995907,0.991814,0,0,0.00281217,1,1801,1763,1801,258.697,258.697,0
 oscil_dcop_26.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 ar2010.petsc,186211,186211,0,1.28E+08,1.06E+08,0,452155,7.60E+07,5.37E+07,5.37E+07,1.05E+07,9.92E+06,7.46E+06,7.46E+06,44,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,170958,0,4.6508,4.20038,0
 adder_dcop_06.petsc,1813,1813,1,0.00200367,0.00200323,0.00340951,11224,4.93194,4.93185,0.0303563,4.2297,4.28442,4.25566,0.0738766,1310,9.30104,9.30104,1,6,0,0,0,0,0.983351,0.966701,0,0,0.00513019,1,1801,1763,1801,270.756,270.756,0
 oscil_dcop_22.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25947.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995095,0,0,30362,1,366,329,202,36.0969,36.0969,0
 viscoplastic1.petsc,4326,4326,7,0.4877,0.164237,0.00239421,61166,1119.98,791.75,792.135,49.4294,168.38,84.2927,84.1858,37,183.317,183.317,7,14,0,0,0,0,0.50099,0.00198027,0,0,0.0423757,2,4326,3975,3975,6.15286,6.15308,0
 viscoplastic2.petsc,32769,32769,5,0.00799488,0.00131321,7.36E-05,381326,792.685,560.374,560.651,10.3748,69.1712,34.6162,34.6047,73,180.49,180.49,5,11,0,0,0,0,0.500544,0.00108755,0,0,0.00550794,2,32769,30585,30586,6.66278,6.66277,0
 oscil_dcop_25.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 xenon1.petsc,48600,48600,1,2.96E+52,2.96E+52,6.21E+55,1181120,5.53E+30,5.53E+30,7.85E+13,8.50E+28,8.50E+28,8.50E+28,3.75E+12,27,8.56E+32,8.56E+32,1,24,30,1,0,0,1,1,0,0,1.76E+28,2,48600,10001,10001,4.76258,4.76258,0
 3D_51448_3D.petsc,51448,51448,1,1.32843,1.32824,2.7712,537038,382.319,380.441,37.851,946,319.172,473.5,472.5,406,6223.19,7272.4,1,10,0,0,0,0,0.849335,0.698669,0,0,0.141354,3,51448,51222,51445,26.3365,26.8408,0
 3D_28984_Tetra.petsc,28984,28984,1,3.15E+37,6.31E+37,2.30E+39,285092,1.16E+22,1.00E+22,5.79E+21,1.91E+21,9.56E+20,1.43E+21,4.78E+20,127,1.30E+23,1.30E+23,1,9,0,0,0,0,0.75,0.5,0,0,4.49E+18,3,28984,28899,28982,64.9937,44.5993,0
 2D_54019_highK.petsc,54019,54019,1,3.87E+28,7.74E+28,8.63E+28,486129,9.65E+16,8.36E+16,4.83E+16,9.14E+16,4.57E+16,6.86E+16,2.29E+16,17,1.75E+17,1.75E+17,1,8,0,0,0,0,0.75,0.5,0,0,3.25E+12,3,54019,12099,53946,38.2977,30.7314,0
 2D_27628_bjtcai.petsc,27628,27628,1,4.67E+06,4.67E+06,4255.35,206670,3.40E+06,2.40E+06,2.40E+06,561019,561435,280926,280510,49,817929,817937,1,7,0,0,0,0,0.5032,0.00640002,0,0,29.6054,3,27628,5051,27304,26.2913,29.2035,0
 oscil_dcop_29.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25948.6,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362,1,366,329,202,36.0969,36.0969,0
 mult_dcop_03.petsc,25187,25187,1,0.0116719,0.0116721,0.0503345,193216,42.4179,42.4178,0.0642326,35.2311,35.4569,35.344,1.52685,22767,293.221,293.221,1,7,0,0,0,0,0.996756,0.993513,0,0,0.0116418,1,24817,24628,24628,119.009,119.597,0
 adder_dcop_58.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,0.000206094,1.64456,1.64456,1.64456,0.000256583,1310,4.58288,4.58288,1,6,0,0,0,0,0.999983,0.999965,0,0,0.00252779,1,1801,1763,1801,98.9454,98.9454,0
 adder_dcop_32.petsc,1813,1813,1,0.000612358,0.000612362,6.59E-05,11246,4.25886,4.25886,0.00280008,1.66416,1.6642,1.66418,0.00360691,1310,4.64999,4.64999,1,6,0,0,0,0,0.999623,0.999247,0,0,0.0025648,1,1801,1763,1801,98.9454,98.9454,0
 oscil_dcop_28.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25947.1,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997548,0.995095,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_27.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25945.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997548,0.995096,0,0,30362,1,366,329,202,36.0969,36.0969,0
 adder_dcop_46.petsc,1813,1813,1,0.000612269,0.000612273,6.57E-05,11246,4.25879,4.25878,0.00104229,1.66368,1.66367,1.66368,0.00132231,1310,4.62147,4.62147,1,6,0,0,0,0,0.999903,0.999805,0,0,0.00254907,1,1801,1763,1801,98.9454,98.9454,0
 adder_dcop_36.petsc,1813,1813,1,0.000622101,0.000622061,7.54E-05,11246,4.26105,4.26104,0.00317912,1.71372,1.71372,1.71371,0.00242597,1310,4.69167,4.69167,1,6,0,0,0,0,0.999543,0.999087,0,0,0.0025878,1,1801,1763,1801,98.9502,98.9502,0
 id2010.petsc,149842,149842,0,6.76E+08,8.54E+08,0,364132,9.50E+07,6.72E+07,6.72E+07,2.54E+07,3.42E+07,2.98E+07,2.98E+07,110,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,139272,0,4.29341,4.15157,0
 de2010.petsc,24115,24115,0,2.31E+08,2.22E+08,0,58028,1.61E+07,1.14E+07,1.14E+07,3.57E+06,3.50E+06,2.39E+06,2.39E+06,39,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,23905,0,3.20795,3.3388,0
 viscoplastic2_C_1.petsc,32769,32769,5,8.00E-05,1.31E-05,7.36E-05,381326,79.3857,54.7332,57.501,1.03988,6.956,3.58924,3.86349,73,180.49,180.49,5,11,0,0,0,0,0.50511,0.0102202,0,0,0.00550794,2,32769,30585,30586,7,7,0
 viscoplastic2_C_2.petsc,32769,32769,5,3.99E-06,5.49E-05,7.36E-05,381326,39.8575,25.2782,30.8162,8.1849,0.73448,3.76945,4.41649,73,180.49,180.49,5,11,0,0,0,0,0.508245,0.0164894,0,0,0.00550794,2,32769,30585,30586,8,8,0
 viscoplastic2_C_3.petsc,32769,32769,5,0.000398794,0.00548174,7.36E-05,381326,390.182,275.619,276.182,81.4602,6.10967,40.7172,40.7431,73,180.49,180.49,5,11,0,0,0,0,0.500987,0.00197406,0,0,0.00550794,2,32769,30585,30586,9,9,0
 viscoplastic2_C_4.petsc,32769,32769,5,0.0398794,0.548168,7.36E-05,381326,3901.77,2758.94,2759,814.213,61.0727,407.125,407.088,73,180.49,180.49,5,11,0,0,0,0,0.500099,0.000198113,0,0,0.00550794,2,32769,30585,30586,10,10,0
 viscoplastic2_C_5.petsc,32769,32769,5,3.98794,54.8168,7.36E-05,381326,39017.7,27589.7,27589.7,8141.74,610.703,4070.89,4070.85,73,180.49,180.49,5,11,0,0,0,0,0.50001,1.98E-05,0,0,0.00550794,2,32769,30585,30586,11,11,0
 viscoplastic2_C_6.petsc,32769,32769,5,398.794,5481.68,7.36E-05,381326,390177,275897,275897,81417,6107,40708.5,40708.5,73,180.49,180.49,5,11,0,0,0,0,0.500001,1.98E-06,0,0,0.00550794,2,32769,30585,30586,12,12,0
 viscoplastic2_C_7.petsc,32769,32769,5,39879.4,548168,7.36E-05,381326,3.90E+06,2.76E+06,2.76E+06,814170,61070,407085,407085,73,180.49,180.49,5,11,0,0,0,0,0.5,1.98E-07,0,0,0.00550794,2,32769,30585,30586,13,13,0
 ASIC_320ks.petsc,321671,321671,1,6.22E+06,6.22E+06,3.73E+07,1316085,4.90E+06,4.90E+06,8.31E-17,2.00E+06,2.00E+06,2.00E+06,7.13E-18,157,1.20E+07,1.20E+07,1,4,148,1,0,0,1,1,0,0,37.3076,2,321671,320926,320926,38.9002,38.9002,0
 oscil_dcop_21.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25943.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997548,0.995097,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_19.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25929.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997552,0.995104,0,0,30362,1,366,329,202,36.0969,36.0969,0
 ut2010.petsc,115406,115406,0,4.82E+09,5.95E+09,0,286033,1.06E+08,7.48E+07,7.48E+07,4.79E+07,3.61E+07,3.72E+07,3.72E+07,110,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,112398,0,4.06884,4.21198,0
 oscil_dcop_18.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25704.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997614,0.995229,0,0,30362.1,1,366,329,202,36.0969,36.0969,0
 bundle1.petsc,10581,10581,1,3.88E+21,3.89E+21,5.05E+22,390696,2.36E+13,2.35E+13,1.27E+12,1.60E+13,6.66E+12,1.13E+13,4.93E+12,234,4.37E+14,4.37E+14,1,36,45,1,0,0,0.778522,0.557044,0,0,4.13E+10,2,10581,10461,0,9.68535,9.53247,0
 adder_dcop_56.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,0.00118975,1.64456,1.64456,1.64456,0.00147359,1310,4.58448,4.58448,1,6,0,0,0,0,0.999899,0.999797,0,0,0.00252867,1,1801,1763,1801,98.9455,98.9455,0
 adder_dcop_16.petsc,1813,1813,1,0.000691297,0.000691299,0.000143764,11246,4.27603,4.27602,0.00799921,2.00545,2.00453,2.00454,0.00834037,1310,4.9083,4.9083,1,6,0,0,0,0,0.996615,0.993231,0,0,0.00270728,1,1801,1763,1801,171.883,171.883,0
 adder_dcop_09.petsc,1813,1813,1,0.15926,0.159229,0.199503,11239,23.2352,23.2352,0.0215287,29.8675,29.9004,29.8825,0.0576339,1310,44.3897,44.3897,1,6,0,0,0,0,0.995624,0.991247,0,0,0.0244841,1,1801,1763,1801,312.182,312.182,0
 fpga_dcop_09.petsc,1220,1220,1,0.168601,0.212958,0.248019,5888,29.9498,27.5873,11.6591,22.9747,22.9747,22.9747,11.271,36,348.297,348.297,1,4,0,0,0,0,0.98007,0.960139,0,0,0.285489,1,1136,864,864,185.57,185.57,0
 oscil_dcop_16.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25869.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997569,0.995137,0,0,30362,1,366,329,202,36.0969,36.0969,0
 fpga_dcop_28.petsc,1220,1220,1,0.00575548,0.00575548,0.0684752,5892,18.8084,18.8084,0.000125908,5.73014,5.73014,5.73014,9.78E-05,36,314.531,314.531,1,4,0,0,0,0,1,0.999999,0,0,0.257812,1,1136,864,864,77.1213,77.1213,0
 fpga_dcop_35.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,6.44E-05,5.72727,5.72727,5.72727,5.58E-05,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 oscil_dcop_14.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25926.1,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997553,0.995106,0,0,30362,1,366,329,202,36.0969,36.0969,0
 fpga_dcop_50.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 oscil_dcop_13.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25941.7,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997549,0.995097,0,0,30362,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_12.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25945.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997547,0.995094,0,0,30362.1,1,366,329,202,36.0969,36.0969,0
 bodyy6.petsc,19366,19366,1,162779,148310,1.86E+07,76787,725858,685297,239245,70683.1,76400,73541.5,24513.5,9,3.17E+07,3.17E+07,1,3,5,1,0,0,0.833401,0.666803,2,2,1634.76,2,19366,18605,0,16.2899,16.3672,0
 adder_dcop_19.petsc,1813,1813,1,0.000665041,0.000665044,0.000117543,11245,4.27024,4.27024,0.00370514,1.90458,1.91187,1.90822,0.00491182,1310,4.76251,4.76251,1,6,0,0,0,0,0.998719,0.997439,0,0,0.00262687,1,1801,1763,1801,215.651,215.651,0
 fpga_dcop_44.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 adder_dcop_13.petsc,1813,1813,1,0.000746804,0.000746809,0.000211181,11245,4.2909,4.29088,0.014966,2.18783,2.19041,2.18873,0.0369155,1310,5.31891,5.31891,1,6,0,0,0,0,0.992117,0.984234,0,0,0.00293376,1,1801,1763,1801,245.663,245.663,0
 mesh1em1_coord.petsc,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, -NAN, -NAN,1,1,0,0,0,0,0,-100000,0,1
 mesh3em5.petsc,289,289,1,0.037473,0.0342216,0.1866,833,50.2195,48.9694,11.1355,4,5,4,1,5,801.001,801.001,1,2,1,1,0,0,0.878903,0.757805,2,2,2.77163,2,289,281,0,6.60206,6.60206,0
 mesh3em5_coord.petsc,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,2,1,2,1,0,0,0,0,1
 mesh2e1_coord.petsc,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, -NAN, -NAN,1,1,0,0,0,0,0,-100000,0,1
 mesh3e1_coord.petsc,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,2,1,2,1,0,0,0,0,1
 mesh3e1.petsc,289,289,1,0.0984366,0.0922604,0.746399,833,81.7129,80.181,15.748,7,9,7,2,5,1313,1313,1,2,1,1,0,0,0.859726,0.719452,2,2,4.54325,2,289,281,0,0.778151,0.778151,0
 mesh1e1.petsc,48,48,1,0.77284,0.711531,1.07935,177,33.7993,33.2617,6.00426,8.68819,10.9369,8.45266,2.48422,7,221.104,221.104,1,3,2,1,0,0,0.859336,0.718673,2,2,4.60634,2,48,47,0,1.9852,2.06492,0
 mesh1e1_coord.petsc,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, -NAN, -NAN,1,1,0,0,0,0,0,-100000,0,1
 mesh1em6_coord.petsc,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, -NAN, -NAN,1,1,0,0,0,0,0,-100000,0,1
 mesh1em6.petsc,48,48,1,0.601401,0.570303,0.717228,177,24.2801,23.8862,4.35589,7.32288,8.07725,7.43717,2.14572,7,157.554,157.554,1,3,2,1,0,0,0.87101,0.742021,2,2,3.28237,2,48,47,0,3.32491,3.41127,0
 mesh2em5.petsc,306,306,1,113.831,82.9454,343.607,1162,423.625,394.312,154.84,226.783,292.649,219.737,72.9122,7,2840.25,2840.25,1,3,4,1,0,0,0.84575,0.6915,2,2,9.28187,2,306,285,0,7.69553,7.55892,0
 mesh1em1.petsc,48,48,1,11.694,10.9455,26.9799,177,82.6766,79.6018,22.3379,31.7166,36.4238,32.9789,10.6596,7,466.944,466.944,1,3,2,1,0,0,0.84516,0.690321,2,2,9.728,2,48,47,0,2.0513,2.10032,0
 adder_dcop_17.petsc,1813,1813,1,0.000673485,0.000673487,0.000126085,11246,4.27214,4.27213,0.00748583,1.93926,1.94389,1.94155,0.00633926,1310,4.84207,4.84207,1,6,0,0,0,0,0.9976,0.995199,0,0,0.00267075,1,1801,1763,1801,236.888,236.888,0
 bodyy4_coord.petsc,10,10,0,8.1,8.1,9,1,10,10,0,10,10,10,0,1,10,10,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
 bodyy4.petsc,17546,17546,1,19.0573,17.9273,2756.79,69548,9062.2,8579.35,2918.6,744.152,783.162,763.657,254.219,8,541578,541578,1,3,4,1,0,0,0.836972,0.673945,2,2,30.8662,2,17546,16818,0,18.8035,18.5627,0
 oscil_dcop_06.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25661.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997618,0.995236,0,0,30365.5,1,366,329,202,36.0969,36.0969,0
 bodyy5.petsc,18589,18589,1,1743.26,1613.51,223110,73721,79357.7,74992.4,25957.3,7245.73,7729.16,7487.44,2495.48,8,3.86E+06,3.86E+06,1,3,4,1,0,0,0.833869,0.667738,2,2,207.798,2,18589,17831,0,14.5302,14.5996,0
 bodyy5_coord.petsc,10,10,0,8.1,8.1,9,1,10,10,0,10,10,10,0,1,10,10,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
 oscil_dcop_05.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,32974.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.996205,0.992411,0,0,30362.5,1,366,329,202,36.0969,36.0969,0
