% Generated on 2015-06-10 14:15:38,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod"
lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,lee96-lbound,ritz-values-c,nnzeros,lee96-ubound,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,commutator-normF,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, solver, class
?,2835,5,?,?,1,11,?,5,626.1771,?,4739,740647.1,1306.615,14237,626.1771,?,2481,741299.6,262322.2,2835,11357,?,0.0007096894,-742044.3,?,?,598477.7,3811772.0,3811772.0,?,626.1771,13.80673,2.012679,?,?,14237,?,1485,2481,0.475,-2.012679,2,?,-1,10.67681,2836,?,?,7,0.2022898,0.03776253,5390656.0,6662,4491,741299.9,?,1.447031,240,?,3721880.0,598477.7,622.2906,624.6237,3.902444,5390660.0,742044.3,5390660.0,626.1771,2836,2926.555,89565283,good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.52,102.0418,1608,0.0005001963,?,329,2004013.0,23638.89,202,?,?,30362.39,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055830.0,?,?,1608,?,430,329,0.9487179,13055830.0,1,?,1,36.09691,430,?,?,4,?,138532.2,48144.54,597,311,2001004.0,?,5478292.0,78,?,25586.49,?,1000549.0,5.211092,1000455.0,4138982.0,2004013.0,?,2001004.0,430,?,89565283,good
?,10905,21,?,?,30,42,1,21,11774.87,?,111534,1.203859e+12,4690.226,234006,6.38255,?,10905,1.348412e+12,5.29292e+11,10905,?,?,121.7581,-1.348412e+12,?,?,?,?,?,?,11774.87,36.1545,1331790.0,?,?,234006,?,10938,10905,0.6416667,1331790.0,2,?,2,28.3416,10938,?,?,19,?,298.9902,3.574155e+12,111534,16552,1.203859e+12,?,14.50935,240,?,52142640.0,?,6408.273,4138.934,5366.598,3.574155e+12,1.348412e+12,?,11774.87,10938,?,89565283,good
?,100,8,?,?,99,9,1,8,167157.1,?,38612,10485.96,66.22222,87025,107.2415,?,100,261583.9,132075.6,100,?,?,2530.451,-540.2389,?,?,?,?,?,?,165957.0,1.103877,24800950.0,?,?,87025,?,9801,100,1.0,24800950.0,4,?,2,1.406217,9801,?,?,8,?,8105.987,30315.3,38612,9,167297.2,?,1.374764,37,?,10920.05,?,22783.74,?,144373.4,886489.6,262124.1,?,167157.1,9801,?,89565283,bad
?,?,12,?,2,1,33,1,12,105906.0,?,?,1478032.0,38.95714,15963,11014.44,?,75,1910030.0,1480477.0,?,?,?,250220.2,-304821.9,?,?,?,?,?,?,12713.1,18.25266,320782200.0,?,?,15963,?,1282,75,1.0,320782200.0,1,?,2,18.25266,1282,?,?,11,?,342834.0,5683287.0,14681,70,1970971.0,1,764.9927,89,?,6564.163,?,934013.1,296986.2,936456.9,16224860.0,4045762.0,?,1870470.0,1282,?,89565283,good
?,694,29,?,9443,5077,224,?,29,356943400.0,?,369271,722523900.0,315.424,676439,-0.1660915,?,694,2683045000.0,69641100.0,694,454976,?,120245.6,-1085222000.0,?,?,1881477000.0,2525409000.0,2838993000.0,?,78834580.0,24.49135,2745809000.0,808318600.0,?,676439,1.275538e+19,22835,694,0.5764706,1387569000.0,1,6.072792e+18,?,24.45394,22835,?,?,48,0.3273954,7032326.0,3568526000.0,284333,1243,1376361000.0,1,703.2754,85,?,188234.3,1677476000.0,649869200.0,10523610.0,-3967812.0,3799681000.0,1085222000.0,3571467000.0,645901400.0,22835,1.682194e+18,89565283,good
?,694,29,?,9443,5077,224,?,29,356943400.0,?,369271,722523900.0,315.424,676439,-0.1660915,?,694,2683045000.0,69641100.0,694,454976,?,120245.6,-1085222000.0,?,?,1881477000.0,2525409000.0,2838993000.0,?,78834580.0,24.49135,2745809000.0,808318600.0,?,676439,1.275538e+19,22835,694,0.5764706,1387569000.0,1,6.072792e+18,?,24.45394,22835,?,?,48,0.3273954,7032326.0,3568526000.0,284333,1243,1376361000.0,1,703.2754,85,?,188234.3,1677476000.0,649869200.0,10523610.0,-3967812.0,3799681000.0,1085222000.0,3571467000.0,645901400.0,22835,1.682194e+18,68908713,bad
?,565,24,?,10587,6614,211,?,24,24425140.0,?,257137,4.824231e+11,280.8856,531826,0.002211938,?,592,4.244443e+11,265226500.0,565,326656,?,74344.65,-6.875287e+11,?,?,3.437643e+11,3.413125e+11,3.413129e+11,?,21558380.0,21.95572,1634244000.0,4.815456e+11,?,531826,2.329884e+23,21982,592,0.6086957,1075262000.0,1,3.294922e+23,?,22.47418,21982,?,?,50,0.3857841,3352426.0,4.826888e+11,252707,1119,4.826864e+11,1,410.9239,69,?,202954.5,3.437643e+11,254172200.0,882303.4,-9086112.0,4.826891e+11,6.875287e+11,4.826888e+11,245086100.0,21982,3.029894e+17,89565283,good
?,565,24,?,10587,6614,211,?,24,24425140.0,?,257137,4.824231e+11,280.8856,531826,0.002211938,?,592,4.244443e+11,265226500.0,565,326656,?,74344.65,-6.875287e+11,?,?,3.437643e+11,3.413125e+11,3.413129e+11,?,21558380.0,21.95572,1634244000.0,4.815456e+11,?,531826,2.329884e+23,21982,592,0.6086957,1075262000.0,1,3.294922e+23,?,22.47418,21982,?,?,50,0.3857841,3352426.0,4.826888e+11,252707,1119,4.826864e+11,1,410.9239,69,?,202954.5,3.437643e+11,254172200.0,882303.4,-9086112.0,4.826891e+11,6.875287e+11,4.826888e+11,245086100.0,21982,3.029894e+17,49598909,bad
?,?,14,?,17,1,66,?,14,?,?,?,48.13862,95.59375,2940,?,?,192,136.0,16.26724,?,?,?,?,-130.0,?,?,?,?,?,?,?,?,?,?,?,2940,?,?,192,0.5422886,?,1,?,10,?,198,?,?,13,?,?,103.7111,2742,192,51.55137,1,16.32984,201,?,39640.97,?,2.556531,2.598167,0.7996697,104.7282,130.0,?,?,198,?,89565283,good
?,?,2,?,3,1,3,1,2,12566400.0,?,?,8566063.0,2.5,30,0.6088062,?,5,18849600.0,8566064.0,?,?,?,2696033.0,-93.46736,?,?,?,?,?,?,1.57088,2.20412,37744460.0,?,?,30,?,14,5,1.0,37744460.0,1,?,2,2.20412,14,?,?,2,?,5154635.0,8885793.0,16,6,17351420.0,1,20649340.0,84,?,27.91667,?,6283223.0,46.57506,6283224.0,23509600.0,18849600.0,?,12566400.0,14,?,89565283,good
?,100,8,?,?,99,9,1,8,395697.2,?,38612,570.4878,66.22222,87025,57.79006,?,100,628785.8,317190.0,100,?,?,4802.857,-1448.134,?,?,629509.9,53022.93,1968960.0,?,395697.2,1.20324,47072800.0,2077.885,?,87025,5622861000.0,9801,100,1.0,47072800.0,4,7943424000.0,2,1.560951,9801,?,?,8,1.0,18251.71,74983.69,38612,9,395860.9,?,1.249756,24,?,10920.05,20472.41,39538.85,?,356158.3,1969674.0,630234.0,74985.74,395697.2,9801,3.873992e+12,89565283,bad
?,100,8,?,?,99,9,1,8,395697.2,?,38612,570.4878,66.22222,87025,57.79006,?,100,628785.8,317190.0,100,?,?,4802.857,-1448.134,?,?,629509.9,53022.93,1968960.0,?,395697.2,1.20324,47072800.0,2077.885,?,87025,5622861000.0,9801,100,1.0,47072800.0,4,7943424000.0,2,1.560951,9801,?,?,8,1.0,18251.71,74983.69,38612,9,395860.9,?,1.249756,24,?,10920.05,20472.41,39538.85,?,356158.3,1969674.0,630234.0,74985.74,395697.2,9801,3.873992e+12,49598909,bad
?,100,8,?,?,99,9,1,8,395697.2,?,38612,570.4878,66.22222,87025,57.79006,?,100,628785.8,317190.0,100,?,?,4802.857,-1448.134,?,?,629509.9,53022.93,1968960.0,?,395697.2,1.20324,47072800.0,2077.885,?,87025,5622861000.0,9801,100,1.0,47072800.0,4,7943424000.0,2,1.560951,9801,?,?,8,1.0,18251.71,74983.69,38612,9,395860.9,?,1.249756,24,?,10920.05,20472.41,39538.85,?,356158.3,1969674.0,630234.0,74985.74,395697.2,9801,3.873992e+12,36564232,bad
?,44,49,?,?,25,63,1,49,5094.381,?,48995,483.1033,22.24719,100015,0.0001253252,?,44,5346.91,4443.511,44,?,?,82.49152,-4958.94,?,?,?,?,?,?,5094.381,1.998053,167045.3,?,?,100015,?,2025,44,1.0,167045.3,4,?,2,1.998053,2025,?,?,50,?,60.17745,34.15671,48995,89,5094.381,?,1.286327,29,?,1154.938,?,566.9867,?,4527.394,20684.58,5344.034,?,5094.381,2025,?,89565283,good
?,?,6,?,465,1,23,?,6,20.51072,?,?,?,40.21311,7704,?,?,75,217.418,?,?,?,?,28.01479,-28.20271,?,?,?,?,?,?,?,31.41498,35914.96,?,?,7704,?,1280,75,0.9803922,35914.96,1,?,1,31.41498,1282,?,?,10,?,41.29315,936.3571,6422,61,?,1,4.271782e+15,51,?,6946.612,?,79.51476,34.36906,79.51476,2017.148,333.3024,?,153.8319,1282,?,89565283,good
?,?,14,?,1,1,78,1,14,855204700.0,?,?,2.356828e+11,5196.848,177578,557966.0,?,12162,4.102704e+11,2.841468e+11,?,?,?,11127650000.0,-12716340000.0,?,?,?,?,?,?,693401.6,22.0291,1.371817e+14,?,?,177578,?,12328,12162,1.0,1.371817e+14,1,?,2,22.6031,12328,?,?,16,?,24137280000.0,1.471941e+12,165250,8909,3.219505e+11,1,4.935064,37,?,119712000.0,?,95382760000.0,4085078000.0,1.437897e+11,3.297805e+12,4.427545e+11,?,2.391725e+11,12328,?,89565283,bad
?,?,14,?,1,1,78,1,14,855204700.0,?,?,2.356828e+11,5196.848,177578,557966.0,?,12162,4.102704e+11,2.841468e+11,?,?,?,11127650000.0,-12716340000.0,?,?,?,?,?,?,693401.6,22.0291,1.371817e+14,?,?,177578,?,12328,12162,1.0,1.371817e+14,1,?,2,22.6031,12328,?,?,16,?,24137280000.0,1.471941e+12,165250,8909,3.219505e+11,1,4.935064,37,?,119712000.0,?,95382760000.0,4085078000.0,1.437897e+11,3.297805e+12,4.427545e+11,?,2.391725e+11,12328,?,36564232,bad
?,100,8,?,?,99,9,1,8,3024.076,?,38612,2360.39,66.22222,87025,4.590299,?,100,4791.044,2360.397,100,?,?,47.75817,-14.10088,?,?,?,?,?,?,3024.076,1.199713,468077.9,?,?,87025,?,9801,100,1.0,468077.9,4,?,2,1.354117,9801,?,?,8,?,154.529,560.8396,38612,9,3025.091,?,396403.8,35,?,10920.05,?,1512.034,8.162151,1512.042,16893.64,4801.066,?,3024.076,9801,?,89565283,good
?,?,30,?,14,1,134,1,30,908418.8,?,?,49907950.0,429.5,88603,4710.858,?,859,185108600.0,49909580.0,?,85693,?,2018123.0,-40318150.0,?,?,139609000.0,116323400.0,298222000.0,?,116364.6,32.86176,5872739000.0,?,?,88603,?,2910,859,1.0,5872739000.0,1,?,2,32.75399,2910,?,?,23,0.03284313,4673289.0,164506100.0,85693,860,106179000.0,1,48801.85,55,?,799514.2,60011760.0,39797810.0,2608738.0,39799440.0,320105500.0,129460100.0,164506100.0,79597240.0,2910,7.540525e+16,89565283,bad
?,?,30,?,14,1,134,1,30,908418.8,?,?,49907950.0,429.5,88603,4710.858,?,859,185108600.0,49909580.0,?,85693,?,2018123.0,-40318150.0,?,?,139609000.0,116323400.0,298222000.0,?,116364.6,32.86176,5872739000.0,?,?,88603,?,2910,859,1.0,5872739000.0,1,?,2,32.75399,2910,?,?,23,0.03284313,4673289.0,164506100.0,85693,860,106179000.0,1,48801.85,55,?,799514.2,60011760.0,39797810.0,2608738.0,39799440.0,320105500.0,129460100.0,164506100.0,79597240.0,2910,7.540525e+16,68908713,bad
?,?,30,?,14,1,134,1,30,908418.8,?,?,49907950.0,429.5,88603,4710.858,?,859,185108600.0,49909580.0,?,85693,?,2018123.0,-40318150.0,?,?,139609000.0,116323400.0,298222000.0,?,116364.6,32.86176,5872739000.0,?,?,88603,?,2910,859,1.0,5872739000.0,1,?,2,32.75399,2910,?,?,23,0.03284313,4673289.0,164506100.0,85693,860,106179000.0,1,48801.85,55,?,799514.2,60011760.0,39797810.0,2608738.0,39799440.0,320105500.0,129460100.0,164506100.0,79597240.0,2910,7.540525e+16,36564232,bad
?,65,18,?,?,2,31,?,18,-49.31541,?,569,2343.851,32.00781,1204,-0.9271563,?,64,2001.0,89.76753,65,?,?,5.743707,-5285.152,?,?,?,?,?,?,8.572185e-05,7.408697,379.0847,?,?,1204,?,65,64,0.01612903,-379.0847,2,?,-1,4.997648,66,?,?,20,?,13.33446,4085.434,569,128,2393.18,?,466.5713,124,?,2422.5,?,24.72647,8.964453,-24.60213,4089.162,5285.152,?,8.572185e-05,66,?,89565283,bad
?,65,18,?,?,2,31,?,18,-49.31541,?,569,2343.851,32.00781,1204,-0.9271563,?,64,2001.0,89.76753,65,?,?,5.743707,-5285.152,?,?,?,?,?,?,8.572185e-05,7.408697,379.0847,?,?,1204,?,65,64,0.01612903,-379.0847,2,?,-1,4.997648,66,?,?,20,?,13.33446,4085.434,569,128,2393.18,?,466.5713,124,?,2422.5,?,24.72647,8.964453,-24.60213,4089.162,5285.152,?,8.572185e-05,66,?,36564232,bad
?,5307,5,?,?,2780,15,?,5,-1994.591,?,9738,2990092.0,2423.849,27898,8.35078e-07,?,4535,2298395.0,950923.8,5307,?,?,0.0006064399,-4530303.0,?,?,?,?,?,?,1994.585,26.96212,3.218983,?,?,27898,?,2797,4535,0.5125,-1.218983,2,?,?,24.47935,5308,?,?,6,?,0.03340153,11129530.0,12852,8270,2992168.0,?,1.451678,240,?,12618560.0,?,2035.424,1510.29,-40.75622,11129540.0,4530303.0,?,1994.585,5308,?,89565283,good
?,5307,5,?,?,2780,15,?,5,2031.987,?,9916,2990138.0,2420.041,28302,5.016283e-07,?,4535,2298395.0,950619.2,5307,22896,?,0.000606805,-4530553.0,?,?,2265277.0,7869812.0,7869813.0,?,2031.987,22.54251,3.220921,?,?,28302,?,2797,4535,0.5,-1.220921,2,?,?,21.92608,5308,?,?,6,0.1910112,0.03342577,11129580.0,13078,8268,2992170.0,?,1.365806,240,?,12612490.0,2265277.0,2031.926,1581.56,-0.05563474,11129600.0,4530553.0,11129600.0,2031.987,5308,9652729.0,89565283,bad
?,5307,5,?,?,2780,15,?,5,2031.987,?,9916,2990138.0,2420.041,28302,5.016283e-07,?,4535,2298395.0,950619.2,5307,22896,?,0.000606805,-4530553.0,?,?,2265277.0,7869812.0,7869813.0,?,2031.987,22.54251,3.220921,?,?,28302,?,2797,4535,0.5,-1.220921,2,?,?,21.92608,5308,?,?,6,0.1910112,0.03342577,11129580.0,13078,8268,2992170.0,?,1.365806,240,?,12612490.0,2265277.0,2031.926,1581.56,-0.05563474,11129600.0,4530553.0,11129600.0,2031.987,5308,9652729.0,36564232,bad
?,5307,5,?,?,2780,15,?,5,2030.219,?,9710,2990141.0,2422.776,27924,4.97592e-07,?,4535,2298394.0,950921.4,5307,?,?,0.0006064748,-4530715.0,?,?,?,?,?,?,2030.219,19.30598,3.219168,?,?,27924,?,2797,4535,0.5125,-1.219168,2,?,?,17.62564,5308,?,?,6,?,0.03340384,11129590.0,12906,8185,2992171.0,?,1.371454,240,?,12604230.0,?,2030.303,1681.754,-0.08495976,11129600.0,4530715.0,?,2030.219,5308,?,89565283,bad
?,5307,5,?,?,2780,15,?,5,2030.219,?,9710,2990141.0,2422.776,27924,4.97592e-07,?,4535,2298394.0,950921.4,5307,?,?,0.0006064748,-4530715.0,?,?,?,?,?,?,2030.219,19.30598,3.219168,?,?,27924,?,2797,4535,0.5125,-1.219168,2,?,?,17.62564,5308,?,?,6,?,0.03340384,11129590.0,12906,8185,2992171.0,?,1.371454,240,?,12604230.0,?,2030.303,1681.754,-0.08495976,11129600.0,4530715.0,?,2030.219,5308,?,68908713,good
?,5307,5,?,?,2780,15,?,5,-2033.685,?,9932,2990136.0,2420.837,28210,3.945305e-06,?,4535,2298394.0,929989.6,5307,?,?,0.0006068422,-4530560.0,?,?,?,?,?,?,2033.683,19.90817,3.221118,?,?,28210,?,2797,4535,0.5083333,-1.221118,2,?,?,19.05196,5308,?,?,6,?,0.03342824,11129590.0,12970,8267,2992170.0,?,1.699392,240,?,12574950.0,?,2033.75,1670.864,-0.05951229,11129600.0,4530560.0,?,2033.683,5308,?,89565283,bad
?,5307,5,?,?,2780,15,?,5,2032.006,?,9913,2990139.0,2419.665,28303,5.019044e-07,?,4535,2298395.0,950623.0,5307,22897,?,0.0006068161,-4530554.0,?,?,2265277.0,7869813.0,7869813.0,?,2032.006,21.16062,3.22098,?,?,28303,?,2797,4535,0.5,-1.22098,2,?,?,19.64175,5308,?,?,6,0.1910045,0.03342651,11129580.0,13082,8271,2992170.0,?,1.220176,240,?,12615650.0,2265277.0,2030.618,1689.962,-0.541371,11129600.0,4530554.0,11129600.0,2032.006,5308,9652560.0,89565283,bad
?,5307,5,?,?,2780,15,?,5,-2033.224,?,9921,2990137.0,2421.512,28221,5.529649e-07,?,4535,2298394.0,929907.8,5307,22815,?,0.0006068655,-4530569.0,?,?,2265285.0,7869791.0,7869791.0,?,2033.221,22.6693,3.221242,?,?,28221,?,2797,4535,0.525,-1.221242,2,?,?,21.61244,5308,?,?,6,0.1915595,0.03342979,11129550.0,12992,8270,2992170.0,?,1.285125,240,?,12615550.0,2265285.0,2033.4,1611.171,0.02284276,11129570.0,4530569.0,11129560.0,2033.221,5308,9643368.0,89565283,bad
?,5307,5,?,?,2780,15,?,5,-2033.738,?,9929,2990137.0,2422.969,28289,5.525017e-07,?,4535,2298394.0,950616.7,5307,22883,?,0.0006069573,-4530561.0,?,?,2265281.0,7869819.0,7869819.0,?,2033.735,20.84083,3.221729,?,?,28289,?,2797,4535,0.5,-1.221729,2,?,?,19.97814,5308,?,?,7,0.191099,0.03343589,11129590.0,13052,8272,2992170.0,?,1.223066,240,?,12611630.0,2265281.0,2032.578,1681.209,-0.3237896,11129600.0,4530561.0,11129600.0,2033.735,5308,9647922.0,89565283,bad
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9939,2990138.0,2421.551,28306,5.531602e-07,?,4535,2298394.0,950623.4,5307,22900,?,0.0006346299,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,24.87432,3.368616,?,?,28306,?,2797,4535,0.5,-1.368616,2,?,?,23.60266,5308,?,?,6,0.1909842,0.03528387,11129550.0,13059,8278,2992170.0,?,1.255207,240,?,12605220.0,2265285.0,2032.114,1629.306,-0.2221727,11129570.0,4530569.0,11129570.0,2032.574,5308,9638105.0,89565283,good
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9956,2990139.0,2423.3,28316,5.510768e-07,?,4535,2298394.0,950620.4,5307,22910,?,0.0006072264,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,23.83116,3.223158,?,?,28316,?,2797,4535,0.5,-1.223158,2,?,?,22.62323,5308,?,?,6,0.1909168,0.03345377,11129550.0,13052,8283,2992170.0,?,1.210466,240,?,12605580.0,2265285.0,2030.97,1686.121,-0.490404,11129570.0,4530569.0,11129570.0,2032.574,5308,9638102.0,89565283,bad
?,864,4,?,?,224,36,?,4,9.25755,?,2118,2.169573,460.3435,5976,0.1818182,?,864,18.20666,2.871655,864,?,?,0.326102,-1.0,?,?,?,?,?,?,8.491473,132.417,397.8444,?,?,5976,?,1154,864,0.9066667,397.8444,2,?,1,132.417,1220,?,?,5,?,0.6400001,0.04218673,2638,1601,12.28396,?,17.49648,75,?,475474.4,?,6.64198,?,5.64198,33.5232,18.20659,?,12.28396,1220,?,89565283,good
?,6056,8,?,30,11,5181,?,8,1.0,?,29573,16.92152,2695.958,53329,2.4158e-05,?,5984,46.91384,15.3789,6056,?,?,0.08496784,-46.91384,?,?,?,?,?,?,1.0,17.70434,521.3627,?,?,53329,?,6136,5984,0.5208333,61.26209,1,?,?,17.64024,6136,?,?,11,?,0.5680733,116.8066,17620,10309,32.33259,?,47.04812,48,?,14119720.0,?,11.83455,0.314707,-3.576521,126.4973,46.91384,?,8.25803,6136,?,89565283,good
?,1545,21,?,?,1,412,?,21,1000000.0,?,53221,1099515.0,1226.949,61019,-0.0005282284,?,2827,2593831.0,45361.0,1545,?,?,366.7164,-2346188.0,?,?,?,?,?,?,1000000.0,38.84708,1064944.0,?,?,61019,?,2837,2827,0.6181818,1064944.0,2,?,1,38.84708,2904,?,?,8,?,18555.24,1964204.0,4894,3493,2099515.0,?,1130.509,220,?,4976872.0,?,500781.8,1568.041,499218.2,2204225.0,2346188.0,?,1000000.0,2904,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.179943,?,5681,0.007412884,793.8216,11258,0.002308828,?,1763,1.664518,0.02141278,1801,?,?,0.002565846,-1.000128,?,?,?,?,?,?,1.179943,98.94544,4.651878,?,?,11258,?,1813,1763,0.5949367,4.651878,2,?,1,98.94544,1813,?,?,7,?,0.008110983,0.003407669,3764,3127,1.179943,?,84.28226,79,?,1328154.0,?,1.089971,?,0.0899714,4.25884,1.663937,?,1.179943,1813,?,89565283,bad
?,1801,6,?,?,76,1310,?,6,1.179943,?,5681,0.007412884,793.8216,11258,0.002308828,?,1763,1.664518,0.02141278,1801,?,?,0.002565846,-1.000128,?,?,?,?,?,?,1.179943,98.94544,4.651878,?,?,11258,?,1813,1763,0.5949367,4.651878,2,?,1,98.94544,1813,?,?,7,?,0.008110983,0.003407669,3764,3127,1.179943,?,84.28226,79,?,1328154.0,?,1.089971,?,0.0899714,4.25884,1.663937,?,1.179943,1813,?,68908713,bad
?,1801,6,?,?,76,1310,?,6,1.179701,?,5681,0.831882,793.8216,11258,0.002308828,?,1763,1.664904,0.8482087,1801,?,?,0.002567163,-1.000189,?,?,?,?,?,?,1.179701,98.94544,4.654267,?,?,11258,?,1813,1763,0.627907,4.654267,2,?,1,98.94544,1813,?,?,7,?,0.00810018,0.00616892,3764,3127,1.179702,?,72.25599,86,?,1328154.0,?,1.08985,?,0.0898505,4.258824,1.663167,?,1.179701,1813,?,89565283,bad
?,1801,6,?,?,76,1310,?,6,1.179701,?,5681,0.831882,793.8216,11258,0.002308828,?,1763,1.664904,0.8482087,1801,?,?,0.002567163,-1.000189,?,?,?,?,?,?,1.179701,98.94544,4.654267,?,?,11258,?,1813,1763,0.627907,4.654267,2,?,1,98.94544,1813,?,?,7,?,0.00810018,0.00616892,3764,3127,1.179702,?,72.25599,86,?,1328154.0,?,1.08985,?,0.0898505,4.258824,1.663167,?,1.179701,1813,?,49598909,bad
?,1801,6,?,?,76,1310,?,6,1.179701,?,5681,0.831882,793.8216,11258,0.002308828,?,1763,1.664904,0.8482087,1801,?,?,0.002567163,-1.000189,?,?,?,?,?,?,1.179701,98.94544,4.654267,?,?,11258,?,1813,1763,0.627907,4.654267,2,?,1,98.94544,1813,?,?,7,?,0.00810018,0.00616892,3764,3127,1.179702,?,72.25599,86,?,1328154.0,?,1.08985,?,0.0898505,4.258824,1.663167,?,1.179701,1813,?,36564232,bad
?,1801,6,?,?,76,1310,?,6,1.179468,?,5681,0.006980804,793.8216,11258,0.002308828,?,1763,1.664052,0.02110324,1801,?,?,0.002545382,-1.002767,?,?,?,?,?,?,1.179468,98.94544,4.614777,?,?,11258,?,1813,1763,0.6404494,4.614777,2,?,1,98.94544,1813,?,?,7,?,0.008078325,0.01048668,3764,3127,1.179469,?,83.51729,89,?,1328154.0,?,1.089734,?,0.08973393,4.258736,1.664944,?,1.179468,1813,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.179468,?,5681,0.006980804,793.8216,11258,0.002308828,?,1763,1.664052,0.02110324,1801,?,?,0.002545382,-1.002767,?,?,?,?,?,?,1.179468,98.94544,4.614777,?,?,11258,?,1813,1763,0.6404494,4.614777,2,?,1,98.94544,1813,?,?,7,?,0.008078325,0.01048668,3764,3127,1.179469,?,83.51729,89,?,1328154.0,?,1.089734,?,0.08973393,4.258736,1.664944,?,1.179468,1813,?,49598909,good
?,3063,6,?,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,?,?,0.01003786,0.003124988,?,?,0.02114968,0.02561195,0.5957094,?,0.01970519,5.417854,31.80998,?,?,20841,?,3169,3063,1.0,31.80998,3,?,2,5.417854,3169,?,?,7,1.0,0.002765206,0.02968376,8836,3985,0.01970642,?,5.980451,21,?,5032801.0,0.004364618,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,0.03622077,0.01970519,3169,0.3542137,89565283,bad
?,3063,6,?,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,?,?,0.01003786,0.003124988,?,?,0.02114968,0.02561195,0.5957094,?,0.01970519,5.417854,31.80998,?,?,20841,?,3169,3063,1.0,31.80998,3,?,2,5.417854,3169,?,?,7,1.0,0.002765206,0.02968376,8836,3985,0.01970642,?,5.980451,21,?,5032801.0,0.004364618,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,0.03622077,0.01970519,3169,0.3542137,49598909,bad
?,3063,6,?,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,?,?,0.01003786,0.003124988,?,?,0.02114968,0.02561195,0.5957094,?,0.01970519,5.417854,31.80998,?,?,20841,?,3169,3063,1.0,31.80998,3,?,2,5.417854,3169,?,?,7,1.0,0.002765206,0.02968376,8836,3985,0.01970642,?,5.980451,21,?,5032801.0,0.004364618,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,0.03622077,0.01970519,3169,0.3542137,68908713,bad
?,3063,6,?,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,?,?,0.01003786,0.003124988,?,?,0.02114968,0.02561195,0.5957094,?,0.01970519,5.417854,31.80998,?,?,20841,?,3169,3063,1.0,31.80998,3,?,2,5.417854,3169,?,?,7,1.0,0.002765206,0.02968376,8836,3985,0.01970642,?,5.980451,21,?,5032801.0,0.004364618,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,0.03622077,0.01970519,3169,0.3542137,36564232,bad
?,3063,6,?,?,754,10,1,6,0.02458843,?,8836,0.02450276,1496.932,20841,0.009523427,?,3063,0.03993889,0.02779825,3063,?,?,0.01073112,0.003124953,?,?,?,?,?,?,0.02458843,9.831503,34.00691,?,?,20841,?,3169,3063,1.0,34.00691,3,?,2,9.831503,3169,?,?,7,?,0.003109835,0.1109487,8836,3984,0.0364463,?,8.43143,48,?,5033706.0,?,0.01224509,0.00930581,0.01554058,0.651311,0.03866638,?,0.02458843,3169,?,89565283,good
