Name,Row Variance,Col Variance,Diag Variance,Nonzeroes,Dimension,Frobenius Norm,Frobenius norm of symmetric portion,Frobenius norm of anti-symmetric portion,1 Norm,Inf Norm,Inf Norm of Symmetric Portion,Inf norm of anti-symmetric portion,Max nonzeroes per row,Trace,Abs Trace,Min nonzeroes per row,Avg nonzeroes per row,Dummy rows,Dummy rows kind,Numerical Symmetry,Structural Symmetry,Numeric value symmetry,Nonzero pattern symmetry,row diagonal dominance,col diagonal dominance,diagonal average,diagonal sign,diagonal nonzero count,lower bandwidth,upper bandwidth
data.mtx,23929.8,23929.8,0,21990,2851,289799,289799,0,24854,24854,24854,0,14,0,0,0,7,0,0,1,1,1,1,0,0,0,0,0,1864,1864
ex29.mtx,0.000348189,0.000348189,0.0564231,23754,2870,13.4827,13.4827,0.0104148,1,1,1,0.00350618,9,235.77,235.77,0,8,179,0,0,1,0.999859,1,0,0,0.0821499,2,2870,42,42
zenios.mtx,0.00125916,0.00125916,0,1314,2873,9.3146,9.3146,0,5.38446,5.38446,5.38446,0,14,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1339,1339
g7jac010.mtx,6.18E+10,3.20E+10,2.00E+11,18229,2880,5.69E+07,4.36E+07,3.66E+07,2.04E+07,2.21E+07,1.39E+07,1.11E+07,36,-1.29E+08,1.29E+08,0,6,0,0,0,0,0.55624,0.207283,0,0,44934.6,3,2810,2867,2819
g7jac010sc.mtx,67395.5,63596.7,9.44656,18229,2880,21490.2,15015.2,15374.4,13573.9,17038.7,8346.36,8966.61,36,4423.96,6293.51,0,6,0,0,0,0,0.521359,0.207283,0,0,2.18525,3,2810,2867,2819
wang1.mtx,0.00294384,0.00294384,0.0345572,19093,2903,18.1926,17.9768,2.79365,4.77874,4.77874,4.77874,0.576607,7,607.022,607.022,0,6,0,0,0,1,0.98568,1,0,0,0.209102,2,2903,224,224
wang2.mtx,0.00294384,0.00294384,0.0349893,19093,2903,18.227,18.0117,2.79365,4.77874,4.77874,4.77874,0.576607,7,607.022,607.022,0,6,0,0,0,1,0.98568,1,0,0,0.209102,2,2903,224,224
meg1.mtx,1.03E+09,1.03E+09,3.44E+08,116119,2904,2.95E+06,2.95E+06,0,3.00E+06,3.00E+06,3.00E+06,0,493,1.06E+06,1.06E+06,0,39,0,0,1,1,1,1,0,0,366.716,1,27,2827,2827
ODLIS.mtx,0.0147116,0.13527,0.00171585,18246,2909,136.993,106.283,86.4349,593,42,308.5,295.5,41,5,5,0,6,0,1,0,0,0.60139,0.204593,0,0,0.0017188,1,5,2884,2869
nasa2910.mtx,3.38E+12,3.38E+12,2.18E+13,174296,2910,3.60E+08,3.60E+08,0,2.00E+08,2.00E+08,2.00E+08,0,175,5.87E+09,5.87E+09,0,59,0,0,1,1,1,1,0,0,2.02E+06,2,2910,859,859
nasa2910.mtx,3.38E+12,3.38E+12,2.18E+13,174296,2910,3.60E+08,3.60E+08,0,2.00E+08,2.00E+08,2.00E+08,0,175,5.87E+09,5.87E+09,0,59,0,0,1,1,1,1,0,0,2.02E+06,2,2910,859,859
cegb2919.mtx,305061,305061,949436,216614,2919,803918,803918,0,347863,347863,347863,0,206,2.84E+06,2.84E+06,0,74,0,0,1,1,1,1,0,0,972.547,1,1906,1898,1898
c-20.mtx,9.20E+10,9.20E+10,9.23E+10,20445,2921,1.64E+07,1.64E+07,0,1.64E+07,1.64E+07,1.64E+07,0,158,1.76E+07,1.76E+07,0,6,0,0,1,1,1,1,0,0,6022.34,3,2921,2886,2886
lhr02.mtx,0.00702657,0.00638056,0.0140911,36875,2954,88.617,62.7562,62.567,19.0144,21,13.0289,13.0289,43,-39.9931,40.0082,0,12,40,1,0,0,0.50243,0.00865452,0,0,0.0135437,3,50,1120,1416
pde2961.mtx,0.0151129,0.015248,0.214942,14585,2961,223.003,222.175,19.1948,11.4745,11.4655,11.0113,0.910645,5,10447.5,10447.5,0,4,0,0,0,1,0.967316,1,0,0,3.52837,2,2961,47,47
G48.mtx,14581.4,14581.4,0,10732,3000,232728,232728,0,14812,14812,14812,0,5,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,2940,2940
G49.mtx,13993.4,13993.4,0,10680,3000,231729,231729,0,14502,14502,14502,0,5,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,2900,2900
G50.mtx,14240.7,14240.7,0,10698,3000,231684,231684,0,14632,14632,14632,0,5,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,2880,2880
iprob.mtx,4.94E+06,5.83E+06,0.000333111,9000,3001,187039,132256,132256,2.83E+06,2.83E+06,1.41E+06,1.41E+06,3000,3000,3000,0,2,0,0,0,1,0.750132,1,0,0,0.999667,1,3000,3000,3000
laser.mtx,0.00566089,0.00566089,3.55437,9000,3002,137.84,137.84,0,5,5,5,0,4,4000,4000,0,2,0,0,1,1,1,1,0,0,1.33245,1,1000,2002,2002
bayer08.mtx,2.36E+16,2.36E+16,9.45E-07,41210,3008,1.34E+10,1.34E+10,0,1.24E+10,1.24E+10,1.24E+10,0,101,0.0533332,0.0533332,0,13,0,0,1,1,1,1,0,0,1.77E-05,1,2,2941,2941
bayer06.mtx,2.07E+14,2.07E+14,8.28E-09,41244,3008,1.25E+09,1.25E+09,0,1.16E+09,1.16E+09,1.16E+09,0,101,0.0049903,0.0049903,0,13,0,0,1,1,1,1,0,0,1.66E-06,1,2,2941,2941
cegb3024.mtx,98707.6,98707.6,0,55126,3024,434224,434224,0,115928,115928,115928,0,46,9.14E+06,9.14E+06,0,18,28,1,1,1,1,1,0,0,3023,2,3024,285,285
lshp3025.mtx,20848.7,20848.7,0,15225,3025,254495,254495,0,21059,21059,21059,0,7,9.15E+06,9.15E+06,0,5,0,0,1,1,1,1,0,0,3024,2,3025,2995,2995
utm3060.mtx,0.001789,0.000326797,1.33858,42211,3060,55.3173,48.0692,27.3743,3.23278,6.35124,3.87161,2.54065,29,-1718.4,1718.4,0,13,17,1,0,0,0.750211,0.559143,0,0,0.561569,-2,3060,254,257
conf5_0-4x4-10.mtx,8.22E-05,8.22E-05,0,1,3072,0.502679,0.355448,0.355448,0.502679,0.502679,0.25134,0.25134,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
conf5_0-4x4-14.mtx,8.77E-05,8.77E-05,0,1,3072,0.519288,0.367192,0.367192,0.519288,0.519288,0.259644,0.259644,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
conf5_0-4x4-18.mtx,0.00011736,0.00011736,0,1,3072,0.600638,0.424715,0.424715,0.600638,0.600638,0.300319,0.300319,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
conf5_0-4x4-22.mtx,8.58E-05,8.58E-05,0,1,3072,0.513535,0.363124,0.363124,0.513535,0.513535,0.256767,0.256767,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
conf5_0-4x4-26.mtx,9.33E-06,9.33E-06,0,1,3072,0.169373,0.119765,0.119765,0.169373,0.169373,0.0846864,0.0846864,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
conf6_0-4x4-20.mtx,2.89E-05,2.89E-05,0,1,3072,0.297835,0.210601,0.210601,0.297835,0.297835,0.148917,0.148917,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
conf6_0-4x4-30.mtx,5.29E-06,5.29E-06,0,1,3072,0.127511,0.0901635,0.0901635,0.127511,0.127511,0.0637553,0.0637553,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12,0
ex36.mtx,12.2163,12.2163,1995.31,53099,3079,3211.67,3211.67,0.442062,323.114,323.114,323.114,0.203594,37,79071.4,79071.4,0,17,0,0,0,1,0.999985,1,0,0,25.6809,1,2575,164,164
bayer09.mtx,4.77E+14,4.77E+14,0.000436901,23346,3083,4.85E+09,4.85E+09,0,1.21E+09,1.21E+09,1.21E+09,0,46,1.17201,1.17201,0,7,0,0,1,1,1,1,0,0,0.000380152,3,4,3082,3082
SciMet.mtx,0.0324163,0.0362169,0.000324149,10413,3084,102.088,72.2807,72.0937,121,105,82,82,104,1,1,0,3,0,1,0,0,0.501296,0.00259291,0,0,0.000324254,1,1,177,3035
ex8.mtx,1.97E+11,1.97E+11,2.45E+13,90841,3096,4.24E+08,4.24E+08,9.75497,5.96E+07,5.96E+07,5.96E+07,0.885074,75,7.66E+09,7.66E+09,0,29,0,0,0,1,1,1,0,0,2.47E+06,2,3096,127,127
bcsstm23.mtx,2.18E+10,2.18E+10,3.11E+11,3134,3134,3.73E+07,3.73E+07,0,8.27E+06,8.27E+06,8.27E+06,0,1,1.14E+09,1.14E+09,0,1,3134,1,1,1,1,1,2,2,363921,2,3134,0,0
bcsstk23.mtx,1.47E+29,1.47E+29,2.19E+30,45178,3134,9.11E+16,9.11E+16,0,3.12E+16,3.12E+16,3.12E+16,0,31,1.56E+18,1.56E+18,0,14,0,0,1,1,1,1,0,0,4.98E+14,2,3134,449,449
grid2_dual.mtx,18624.9,18624.9,0,11314,3136,248598,248598,0,18756,18756,18756,0,6,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,2352,2352
psmigr_2.mtx,0.000183077,0.000185598,0,540022,3140,15.0099,13.3784,6.80557,1.00002,1,1.00001,1.00001,2293,0,0,0,171,0,0,0,0,0.707961,0.478651,0,0,0,0,0,3124,3120
psmigr_1.mtx,1.58E+09,1.57E+09,3.73E+09,543160,3140,3.54E+06,3.53E+06,199352,3.12E+06,3.26E+06,3.19E+06,295834,2294,4.34E+07,4.34E+07,0,172,0,0,0,0,0.901961,0.481665,0,0,13807.9,1,3138,3124,3120
psmigr_3.mtx,0.000268236,0.000268913,0.0197431,543160,3140,36.2037,36.1411,2.12883,1.00116,1,1.00058,1.00034,2294,1960.47,1960.47,0,172,0,0,0,0,0.895621,0.481665,0,0,0.624355,1,3138,3124,3120
swang1.mtx,9.80E-08,9.80E-08,7.65E-06,20841,3169,0.59626,0.595709,0.025612,0.0211497,0.0211497,0.0211497,0.00436462,10,31.81,31.81,0,6,0,0,0,1,0.986355,1,2,2,0.0100379,2,3169,3063,3063
swang2.mtx,2.36E-07,2.49E-07,9.67E-06,20841,3169,0.651311,0.643964,0.0975524,0.0399389,0.0386664,0.0391049,0.0154917,10,34.0069,34.0069,0,6,0,0,0,1,0.938786,1,2,2,0.0107311,2,3169,3063,3063
garon1.mtx,0.221917,0.221917,14.2939,84723,3175,552.527,552.527,0.00982252,44.3056,44.3056,44.3056,0.00272658,45,23369.7,23369.7,0,26,0,0,0,1,0.999998,1,0,0,7.36052,1,2775,3171,3171
rdist2.mtx,445.255,259.155,222.692,56834,3198,1574.96,1314.73,867.166,1645.08,2673.77,1414.84,1337.22,61,-2013,2102.57,0,17,1,0,0,0,0.582539,0.0491798,0,0,0.657463,3,212,2986,242
mhd3200b.mtx,0.00101471,0.00101471,0.00733053,18316,3200,5.1864,5.1864,0,2.5,2.5,2.5,0,10,39.2924,39.2924,0,5,7,0,1,1,1,1,0,0,0.0122789,2,3200,18,18
rdb3200l.mtx,1.27905,1.27478,6750.47,18880,3200,2762.92,2749.96,267.286,115.584,117.034,112.309,4.725,6,-128381,128381,0,5,0,0,0,1,0.971935,1,0,0,40.119,-2,3200,80,80
mhd3200a.mtx,7.45E+06,7.45E+06,0.0944532,68026,3200,182608,129123,129124,184893,185630,93155.3,93187.9,33,-59.745,73.745,0,21,7,0,0,0,0.500057,0.77172,0,0,0.0230453,3,1205,29,29
bibd_81_2.mtx,9700.01,9700.01,875160,4680,3240,169445,169445,0,9719,9719,9719,0,3,1.75E+06,1.75E+06,0,1,720,1,1,1,1,1,0,0,540.167,1,1080,1,1
raefsky1.mtx,0.000644725,0.000645349,9.58E-07,293409,3242,64.3408,61.6768,18.3224,6.1376,6.11645,4.66506,2.53388,108,3241.52,3241.52,0,90,0,0,0,1,0.837416,1,0,0,0.999853,2,3242,435,435
raefsky2.mtx,0.000667908,0.000672108,3.33E-06,293551,3242,69.5433,64.3113,26.4638,6.92151,6.78527,4.94315,3.07572,108,3241.13,3241.13,0,90,0,0,0,1,0.797191,1,0,0,0.999732,2,3242,435,435
ex14.mtx,4.15E+10,4.15E+10,2.43E+12,65875,3251,1.07E+08,1.07E+08,0,1.59E+07,1.59E+07,1.59E+07,0,37,2.83E+09,2.83E+09,0,20,0,0,1,1,1,1,0,0,870401,1,2351,318,318
bayer05.mtx,1.91E+21,1.91E+21,0.0762728,41238,3268,3.97E+12,3.97E+12,0,3.67E+12,3.67E+12,3.67E+12,0,101,-15.7807,15.7807,0,12,0,0,1,1,1,1,0,0,0.00482886,-1,2,3008,3008
bayer07.mtx,1.91E+21,1.91E+21,0.0762728,41740,3268,3.97E+12,3.97E+12,0,3.67E+12,3.67E+12,3.67E+12,0,101,-15.7807,15.7807,0,12,0,0,1,1,1,1,0,0,0.00482886,-1,2,3008,3008
grid2.mtx,12797.6,12797.6,0,12272,3296,231022,231022,0,15641,15641,15641,0,6,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,2319,2319
cegb3306.mtx,163441,163441,1.21E+06,53058,3306,501076,501076,0,170296,170296,170296,0,52,3.54E+06,3.54E+06,0,16,0,0,1,1,1,1,0,0,1071.05,1,2148,467,467
sherman5.mtx,6078.22,3918.36,16553.2,20793,3312,14042.5,11351.8,8266.06,4213.96,11052.6,5810.86,5241.76,21,140659,200083,0,6,1674,0,0,0,0.685711,0.780263,0,0,60.4114,3,3312,1106,1106
sstmodel.mtx,33976.7,33976.7,955200,19471,3345,349252,349252,0,38529,38529,38529,0,15,1.92E+06,1.92E+06,0,5,0,0,1,1,1,1,0,0,574.711,1,1141,161,161
ex9.mtx,1.66E+15,1.66E+15,9.25E+16,99471,3363,2.96E+10,2.96E+10,0,5.82E+09,5.82E+09,5.82E+09,0,50,6.72E+11,6.72E+11,0,29,0,0,1,1,1,1,0,0,2.00E+08,2,3363,85,85
raefsky6.mtx,4.65E+25,4.65E+25,9.72E+26,130371,3402,1.83E+15,1.83E+15,6.95E+13,3.98E+14,3.98E+14,3.98E+14,2.49E+13,124,1.24E+16,1.24E+16,0,38,126,1,0,0,0.991399,0.0246799,0,0,3.63E+12,2,3402,2395,3217
shermanACa.mtx,95.8481,95.8481,99.8803,25220,3432,848.996,836.31,146.218,811.556,811.556,811.417,46.5402,2498,-591.002,2283.93,0,7,29,0,0,0,0.743574,0.277557,0,0,0.665481,3,3432,3301,3306
thermal.mtx,0.000170007,0.000170217,0.000884797,66528,3456,40.0348,40.0333,0.351917,1.59396,1.59411,1.59007,0.0437739,27,2019.43,2019.43,0,19,0,0,0,1,0.994527,1,0,0,0.584326,2,3456,2297,2297
lshp3466.mtx,23946,23946,0,17390,3466,311271,311271,0,24151,24151,24151,0,7,1.20E+07,1.20E+07,0,5,0,0,1,1,1,1,0,0,3465,2,3466,3434,3434
lock3491.mtx,358212,358212,1.37E+06,108959,3491,711280,711280,0,388374,388374,388374,0,113,2.76E+06,2.76E+06,0,31,0,0,1,1,1,1,0,0,791.247,1,1417,1352,1352
c-21.mtx,10159,10159,23370.7,32145,3509,9101.17,9101.17,0,5973.28,5973.28,5973.28,0,451,48463.6,48463.6,0,9,0,0,1,1,1,1,0,0,13.8112,3,3509,3284,3284
cage9.mtx,0.000233198,0.000230596,0.0141995,41594,3534,40.0462,39.9653,2.54359,1,1.42586,1.21293,0.326843,23,2304.67,2304.67,0,11,0,0,0,1,0.946018,1,0,0,0.652141,2,3534,1719,1719
bcsstm24.mtx,2.89E+08,2.89E+08,9.78E+09,3562,3562,6.27E+06,6.27E+06,0,1.02E+06,1.02E+06,1.02E+06,0,1,1.26E+08,1.26E+08,0,1,3562,1,1,1,1,1,2,2,35294,2,3562,0,0
bcsstk24.mtx,1.40E+23,1.40E+23,3.72E+24,159910,3562,1.39E+14,1.39E+14,0,4.69E+13,4.69E+13,4.69E+13,0,57,1.33E+15,1.33E+15,0,44,0,0,1,1,1,1,0,0,3.75E+11,2,3562,3333,3333
saylr4.mtx,18630.9,18630.9,1.32E+08,22316,3564,438102,438102,0,13308.9,13308.9,13308.9,0,7,-2.02E+07,2.02E+07,0,6,0,0,1,1,1,1,0,0,5676.19,-2,3564,198,198
ex37.mtx,5.02785,5.02785,301.463,67591,3565,1472.08,1472.08,0.000174309,226.374,226.374,226.374,5.67E-05,85,52268.3,52268.3,0,18,1651,0,0,1,1,1,0,0,14.6615,2,3565,501,501
bcsstm21.mtx,5.97E-12,5.97E-12,4.79E-09,3600,3600,0.00623083,0.00623083,0,0.000146606,0.000146606,0.000146606,0,1,0.278639,0.278639,0,1,3600,1,1,1,1,1,2,2,7.74E-05,2,3600,0,0
bcsstk21.mtx,1.72E+12,1.72E+12,8.37E+14,26600,3600,2.96E+09,2.96E+09,0,1.57E+08,1.57E+08,1.57E+08,0,9,9.98E+10,9.98E+10,0,7,0,0,1,1,1,1,0,0,2.77E+07,2,3600,125,125
c-22.mtx,1.09E+06,1.09E+06,6.08E+06,28870,3792,152108,152108,0,64187.3,64187.3,64187.3,0,208,550715,550715,0,7,0,0,1,1,1,1,0,0,145.231,3,3792,3791,3791
c-25.mtx,1172.69,1172.69,8967.34,49635,3797,6074.3,6074.3,0,2111.7,2111.7,2111.7,0,600,99286,99286,0,13,0,0,1,1,1,1,0,0,26.1485,3,3797,3706,3706
ex31.mtx,0.114333,0.104236,0.115351,91223,3909,88.4743,69.3105,54.9886,29.6077,36.69,18.482,18.208,75,1677.46,1677.46,0,23,0,0,0,1,0.932864,1,0,0,0.429127,1,3279,141,139
lns_3937.mtx,1.92E+19,1.73E+19,6.34E+10,25407,3937,1.44E+12,1.02E+12,1.02E+12,3.69E+11,4.15E+11,2.07E+11,2.07E+11,11,-5.29E+07,5.29E+07,0,6,285,0,0,0,0.500002,0.868619,0,0,13442.2,3,3203,3202,3201
lnsp3937.mtx,1.92E+19,1.73E+19,6.34E+10,25407,3937,1.44E+12,1.02E+12,1.02E+12,3.69E+11,4.15E+11,2.07E+11,2.07E+11,11,-5.29E+07,5.29E+07,0,6,285,0,0,0,0.500002,0.868619,0,0,13442.2,3,3203,87,80
bcsstk15.mtx,6.26E+15,6.26E+15,5.94E+17,117816,3948,5.70E+10,5.70E+10,0,7.97E+09,7.97E+09,7.97E+09,0,44,1.15E+12,1.15E+12,0,29,6,0,1,1,1,1,0,0,2.91E+08,2,3948,437,437
c-23.mtx,298.805,298.805,8480.16,31079,3969,5982.78,5982.78,0,1214.7,1214.7,1214.7,0,655,70776.1,70776.1,0,7,0,0,1,1,1,1,0,0,17.8322,3,3969,3930,3930
ex12.mtx,1.71839,1.71839,244.529,79077,3973,1830.35,1830.35,0,162.067,162.067,162.067,0,37,76903.4,76903.4,0,19,0,0,1,1,1,1,0,0,19.3565,1,2839,109,109
tols4000.mtx,1.37E+11,1.37E+11,464842,8784,4000,2.98E+08,2.11E+08,2.11E+08,2.34E+07,2.34E+07,1.17E+07,1.17E+07,90,-828502,828502,0,2,0,0,0,0,0.500066,0.593579,0,0,207.126,-1,3200,2400,2417
poli.mtx,0.0075159,0.0075159,0,12246,4008,85.6508,85.6508,0,39.8393,39.8393,39.8393,0,64,4008,4008,0,3,93,0,1,1,1,1,0,0,1,2,4008,3971,3971
M80PI_n1.mtx,0.00311327,0.00311034,0.00378251,9927,4028,89.8869,3.8991,89.8023,7.02792,7.02792,2.93035,7,8,-6.65277,6.65277,0,2,1,1,0,1,0.500412,1,0,0,0.00165163,-1,1861,4009,4009
S80PI_n1.mtx,0.00311327,0.00311034,0.00378251,9927,4028,89.8869,3.8991,89.8023,7.02792,7.02792,2.93035,7,8,-6.65277,6.65277,0,2,1,1,0,1,0.500412,1,0,0,0.00165163,-1,1861,4009,4009
delaunay_n12.mtx,31781.9,31781.9,0,21668,4096,456328,456328,0,34132,34132,34132,0,12,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,4013,4013
sts4098.mtx,1.65E+13,1.65E+13,3.60E+13,72356,4098,4.26E+08,4.26E+08,0,3.67E+08,3.67E+08,3.67E+08,0,784,1.50E+09,1.50E+09,0,17,0,0,1,1,1,1,0,0,365750,2,4098,3323,3323
Chebyshev3.mtx,9.92E+08,9.75E+08,1.37E+06,36879,4101,2.89E+06,2.04E+06,2.04E+06,2.00E+06,2.35E+06,1.21E+06,1.15E+06,4101,128750,128752,0,8,0,0,0,0,0.518301,0.555682,0,0,31.3954,3,4101,4,4100
lhr04.mtx,0.00745951,0.00782813,0.00837864,81057,4101,111.357,78.8633,78.6187,32.8166,31,22.8327,22.8327,63,-27.4397,36.8062,0,19,30,1,0,0,0.502343,0.0162309,0,0,0.00897494,3,90,3594,3993
lhr04c.mtx,0.00746001,0.00782862,0.00839363,82682,4101,111.38,78.8798,78.6349,32.8176,31.001,22.8337,22.8337,63,-27.4697,36.8362,0,20,30,1,0,0,0.502343,0.0162309,0,0,0.00898225,3,90,3594,3993
c-24.mtx,633937,633937,753960,35699,4119,55785.8,55785.8,0,51113.2,51113.2,51113.2,0,232,162814,162814,0,8,0,0,1,1,1,1,0,0,39.5276,3,4119,4010,4010
rdist1.mtx,567.798,299.739,369.135,94408,4134,2060.92,1741.87,1101.49,2086.87,4497.98,2251.64,2251.64,81,-3835.75,3873.31,0,22,1,0,0,0,0.629238,0.0620604,0,0,0.936941,3,329,3934,256
M80PI_n.mtx,1.06653,1.0665,2.5323,10261,4182,137.653,103.218,91.0739,67.7931,67.7931,66.7931,12,12,-224.575,224.575,0,2,0,0,0,1,0.518827,1,0,0,0.0537004,-1,1865,4150,4150
S80PI_n.mtx,1.06653,1.0665,2.5323,10261,4182,137.653,103.218,91.0739,67.7931,67.7931,66.7931,12,12,-224.575,224.575,0,2,0,0,0,1,0.518827,1,0,0,0.0537004,-1,1865,4150,4150
airfoil1.mtx,33532.9,33532.9,0,24162,4253,494418,494418,0,33841,33841,33841,0,9,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,1548,1548
t2dal_e.mtx,1.01E-13,1.01E-13,3.18E-11,4257,4257,0.000430069,0.000430069,0,2.07E-05,2.07E-05,2.07E-05,0,1,0.0145022,0.0145022,0,1,4257,1,1,1,1,1,2,2,3.41E-06,2,4257,0,0
t2dal.mtx,1.53058,1.53058,23.9227,37465,4257,402.312,402.312,0,186.409,186.409,186.409,0,9,-4073.6,4073.6,0,8,0,0,1,1,1,1,0,0,0.956919,-2,4257,86,86
t2dal_a.mtx,1.53058,1.53058,23.9227,37465,4257,402.312,402.312,0,186.409,186.409,186.409,0,9,-4073.6,4073.6,0,8,0,0,1,1,1,1,0,0,0.956919,-2,4257,86,86
t2dal_bci.mtx,1.53058,1.53058,23.9227,37465,4257,402.312,402.312,0,186.409,186.409,186.409,0,9,-4073.6,4073.6,0,8,0,0,1,1,1,1,0,0,0.956919,-2,4257,86,86
c-26.mtx,6.25E+07,6.25E+07,6.34E+07,34537,4307,522728,522728,0,518814,518814,518814,0,438,691471,691471,0,8,0,0,1,1,1,1,0,0,160.546,3,4307,4204,4204
viscoplastic1.mtx,0.4877,0.164237,0.00239421,61166,4326,1119.98,791.75,792.135,49.4294,168.38,84.2927,84.1858,37,183.317,183.317,0,14,0,0,0,0,0.50099,0.759147,0,0,0.0423757,2,4326,3975,3975
struct4.mtx,211639,211639,1.59E+06,161472,4350,1.05E+06,1.05E+06,0,253384,253384,253384,0,68,3.19E+06,3.19E+06,0,37,0,0,1,1,1,1,0,0,732.38,1,1454,548,548
bcsstk28.mtx,3.72E+13,3.72E+13,9.52E+13,219024,4410,1.05E+09,1.05E+09,0,8.71E+08,8.71E+08,8.71E+08,0,94,9.20E+09,9.20E+09,0,49,0,0,1,1,1,1,0,0,2.09E+06,2,4410,524,524
Kohonen.mtx,61590.7,311291,1480.85,12701,4470,338289,239621,238791,491345,175947,312440,304582,244,3476,3476,0,2,1,1,0,0,0.501818,0.00929061,0,0,0.777629,1,4,4352,4344
circuit_2.mtx,0.00162984,0.113668,0.199002,21199,4510,80.5867,69.8513,40.1871,696.037,8.32314,350.037,346.013,1274,3244.81,3244.81,0,4,0,0,0,0,0.752348,0.847634,0,0,0.719471,1,4501,1278,4499
msc04515.mtx,3.35E+16,3.35E+16,1.01E+19,97707,4515,3.63E+11,3.63E+11,0,3.69E+10,3.69E+10,3.69E+10,0,27,8.66E+12,8.66E+12,0,21,0,0,1,1,1,1,0,0,1.92E+09,2,4515,162,162
cavity17.mtx,0.0212331,0.0206602,9.69775,131735,4562,390.427,389.289,29.7859,19.5902,20.0388,19.1999,4.48231,62,18760.5,18760.5,0,28,321,0,0,0,0.964895,0.954337,0,0,4.11233,1,3363,327,327
cavity19.mtx,0.0364012,0.0276851,9.70654,131735,4562,401.194,389.531,96.0294,24.0505,24.4073,19.7834,12.6041,62,18760.5,18760.5,0,28,321,0,0,0,0.893264,0.954337,0,0,4.11233,1,3363,327,327
cavity21.mtx,0.0608969,0.0414816,9.7247,131735,4562,424.254,390.08,166.821,29.1489,32.5607,21.6447,20.1002,62,18760.5,18760.5,0,28,321,0,0,0,0.825566,0.954337,0,0,4.11233,1,3363,327,327
cavity23.mtx,0.093856,0.0607433,9.75357,131735,4562,459.161,390.973,240.767,36.8135,41.5134,24.0915,27.2085,62,18760.5,18760.5,0,28,321,0,0,0,0.770882,0.954337,0,0,4.11233,1,3363,327,327
cavity25.mtx,0.134703,0.0850975,9.7948,131735,4562,504.746,392.237,317.678,44.5508,50.2986,27.4908,34.1181,62,18760.5,18760.5,0,28,321,0,0,0,0.728899,0.954337,0,0,4.11233,1,3363,327,327
cavity16.mtx,0.0193223,0.0193223,9.69671,137887,4562,390.525,389.889,22.2859,18.8889,18.8889,18.8444,3.11111,62,18760.5,18760.5,0,30,0,0,0,0,0.982827,0.954337,0,0,4.11233,1,3363,327,327
cavity18.mtx,0.0275888,0.0244878,9.70102,138040,4562,395.575,390.028,66.0109,24.762,22.2948,19.8292,10.4015,62,18760.5,18760.5,0,30,0,0,0,0,0.918603,0.954337,0,0,4.11233,1,3363,327,327
cavity20.mtx,0.047543,0.0350791,9.71438,138040,4562,412.595,390.505,133.193,32.0683,28.0384,23.164,18.5362,62,18760.5,18760.5,0,30,0,0,0,0,0.848721,0.954337,0,0,4.11233,1,3363,327,327
cavity22.mtx,0.0763613,0.051623,9.7377,138040,4562,441.869,391.373,205.122,39.5078,37.0568,27.8429,26.3593,62,18760.5,18760.5,0,30,0,0,0,0,0.788726,0.954337,0,0,4.11233,1,3363,327,327
cavity24.mtx,0.113319,0.0741519,9.77253,138040,4562,482.515,392.668,280.416,46.7977,45.9271,32.6324,33.8656,62,18760.5,18760.5,0,30,0,0,0,0,0.742175,0.954337,0,0,4.11233,1,3363,327,327
cavity26.mtx,0.157971,0.106556,9.82061,138040,4562,533.165,394.414,358.751,55.5364,54.6302,37.3896,41.1654,62,18760.5,18760.5,0,30,0,0,0,0,0.706491,0.954337,0,0,4.11233,1,3363,327,327
c-27.mtx,80643.8,80643.8,359119,30927,4563,40512.6,40512.6,0,19188,19188,19188,0,369,108677,108677,0,6,0,0,1,1,1,1,0,0,23.8171,3,4563,4525,4525
c-28.mtx,1.89E+09,1.89E+09,1.96E+09,30590,4598,3.00E+06,3.00E+06,0,2.95E+06,2.95E+06,2.95E+06,0,386,3.85E+06,3.85E+06,0,6,0,0,1,1,1,1,0,0,838.151,3,4598,4597,4597
nasa4704.mtx,4.88E+12,4.88E+12,2.86E+13,104756,4704,5.15E+08,5.15E+08,0,3.38E+08,3.38E+08,3.38E+08,0,42,7.15E+09,7.15E+09,0,22,0,0,1,1,1,1,0,0,1.52E+06,2,4704,423,423
