% Generated on 2015-06-01 17:06:35,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod -t"
lambda-max-by-magnitude-im,right-bandwidth,n-nonzero-diags,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,nnzeros,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,nnzlow,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,colour-offsets,n-colours,diagonal-variance,departure,dummy-rows-kind,kappa,sigma-max,colour-set-sizes,sigma-diag-dist,n-ritz-values,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lambda-max-by-real-part-im,lambda-max-by-real-part-re,nnzdia,avgdistfromdiag, time, class
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.04386591,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.02848485,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.09649373,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.09966829,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.04196337,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.03252475,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.02626829,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.0338999,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,75.33666,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.1925793,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.09683489,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.09884212,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.03065742,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.2100411,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.09536823,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.08315073,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.02582991,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.2121119,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.01883334,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.0306589,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.03790376,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.285611,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.1020878,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.03291302,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.03644019,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.02742762,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.6281628,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.0186979,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.01513067,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,37.55169,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.03267376,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,0.1903269,bad
?,?,115,1,1,24,1,20,1016.027,?,?,?,125.9652,112505,0.7735511,?,191,8295.152,?,?,112505,?,1116.746,-2593.685,?,?,107016,?,0.7735511,54.30694,6129819.0,?,5489,191,1.0,6129819.0,1,2,54.30694,5489,?,14,1525.423,72640.0,1,1.486916,?,?,65952.65,63,1170.215,1901.705,4664.263,157779.8,7419.917,?,4064.11,5489,20,89.5001,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.4413525,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,2.491261,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.05685448,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.0125252,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.01287217,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.06479901,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.009422649,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,23.4424,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.009418015,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.1174716,bad
?,?,1303,1462,1,362,?,5,0.02473542,?,?,1512.615,1615.923,12072,-1e-08,?,2316,18505.34,3017.148,?,12072,?,115.4367,-585.0,?,?,9745,?,525.4496,8.0,268621.1,?,2327,2316,1.0,268621.1,1,?,9.446362,2327,?,2,507.8623,321.7952,1,12.25345,18435.73,?,10605960.0,63,8465.595,?,9970.129,25125.72,18435.72,?,18435.72,2327,5,0.0097867,bad
?,?,1120,1268,1,170,?,3,14.47634,?,?,14734.17,1587.779,8657,-1e-08,?,2168,641046.0,14734.17,?,8657,?,743.6201,-309.4286,?,?,6488,?,3.751515,8.0,1612912.0,?,2169,2168,0.9677419,1612912.0,1,?,9.426323,2169,?,2,15688.96,110.0208,1,6.391236e+13,641045.0,?,10203360.0,62,320522.5,?,320522.5,731494.8,641045.0,?,641045.0,2169,3,0.747048,bad
?,?,1120,1268,1,170,?,3,14.47634,?,?,14734.17,1587.779,8657,-1e-08,?,2168,641046.0,14734.17,?,8657,?,743.6201,-309.4286,?,?,6488,?,3.751515,8.0,1612912.0,?,2169,2168,0.9677419,1612912.0,1,?,9.426323,2169,?,2,15688.96,110.0208,1,6.391236e+13,641045.0,?,10203360.0,62,320522.5,?,320522.5,731494.8,641045.0,?,641045.0,2169,3,21.96554,bad
?,2835,4491,?,1,11,?,5,626.1771,?,4739,740647.1,1306.615,14237,626.1771,?,2481,741299.6,262322.2,2835,14237,?,0.0007096894,-742044.3,?,?,6662,?,626.1771,13.80673,2.012679,?,1485,2481,0.475,-2.012679,2,-1,10.67681,2836,?,7,0.03776253,5390656.0,?,1.447031,741299.9,?,3721880.0,240,622.2906,624.6237,3.902444,5390660.0,742044.3,?,626.1771,2836,5,27.06082,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.52,102.0418,1608,0.0005001963,?,329,2004013.0,23638.89,202,1608,?,30362.39,-30291.55,?,?,597,?,1.0,36.09691,13055830.0,?,430,329,0.9487179,13055830.0,1,1,36.09691,430,?,4,138532.2,48144.54,?,5478292.0,2001004.0,?,25586.49,78,1000549.0,5.211092,1000455.0,4138982.0,2004013.0,?,2001004.0,430,3,14.74878,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.82,102.0418,1608,0.0004999999,?,329,2004013.0,23638.89,202,1608,?,30362.47,-30291.55,?,?,597,?,1.0,36.09691,13055860.0,?,430,329,0.9230769,13055860.0,1,1,36.09691,430,?,4,138532.1,36382.59,?,28580020.0,2001004.0,?,25586.49,78,1000531.0,2.972213,1000473.0,4138862.0,2004013.0,?,2001004.0,430,3,14.9087,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.82,102.0418,1608,0.0004999999,?,329,2004013.0,23638.89,202,1608,?,30362.47,-30291.55,?,?,597,?,1.0,36.09691,13055860.0,?,430,329,0.9230769,13055860.0,1,1,36.09691,430,?,4,138532.1,36382.59,?,28580020.0,2001004.0,?,25586.49,78,1000531.0,2.972213,1000473.0,4138862.0,2004013.0,?,2001004.0,430,3,0.1843511,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.82,102.0418,1608,0.0004999999,?,329,2004013.0,23638.89,202,1608,?,30362.47,-30291.55,?,?,597,?,1.0,36.09691,13055860.0,?,430,329,0.9230769,13055860.0,1,1,36.09691,430,?,4,138532.1,36382.59,?,28580020.0,2001004.0,?,25586.49,78,1000531.0,2.972213,1000473.0,4138862.0,2004013.0,?,2001004.0,430,3,0.04047925,bad
?,10905,16552,?,30,42,1,21,11774.87,?,111534,1.203859e+12,4690.226,234006,6.38255,?,10905,1.348412e+12,5.29292e+11,10905,234006,?,121.7581,-1.348412e+12,?,?,111534,?,11774.87,36.1545,1331790.0,?,10938,10905,0.6416667,1331790.0,2,2,28.3416,10938,?,19,298.9902,3.574155e+12,?,14.50935,1.203859e+12,?,52142640.0,240,6408.273,4138.934,5366.598,3.574155e+12,1.348412e+12,?,11774.87,10938,21,126.2223,bad
?,100,9,?,99,9,1,8,167157.1,?,38612,10485.96,66.22222,87025,107.2415,?,100,261583.9,132075.6,100,87025,?,2530.451,-540.2389,?,?,38612,?,165957.0,1.103877,24800950.0,?,9801,100,1.0,24800950.0,4,2,1.406217,9801,?,8,8105.987,30315.3,?,1.374764,167297.2,?,10920.05,37,22783.74,?,144373.4,886489.6,262124.1,?,167157.1,9801,8,71.17884,bad
?,100,9,?,99,9,1,8,167157.1,?,38612,10485.96,66.22222,87025,107.2415,?,100,261583.9,132075.6,100,87025,?,2530.451,-540.2389,?,?,38612,?,165957.0,1.103877,24800950.0,?,9801,100,1.0,24800950.0,4,2,1.406217,9801,?,8,8105.987,30315.3,?,1.374764,167297.2,?,10920.05,37,22783.74,?,144373.4,886489.6,262124.1,?,167157.1,9801,8,3.76722,bad
?,?,70,2,1,33,1,12,105906.0,?,?,1478032.0,38.95714,15963,11014.44,?,75,1910030.0,1480477.0,?,15963,?,250220.2,-304821.9,?,?,14681,?,12713.1,18.25266,320782200.0,?,1282,75,1.0,320782200.0,1,2,18.25266,1282,?,11,342834.0,5683287.0,1,764.9927,1970971.0,?,6564.163,89,934013.1,296986.2,936456.9,16224860.0,4045762.0,?,1870470.0,1282,12,0.4689665,bad
?,694,1243,9443,5077,224,?,29,356943400.0,?,369271,722523900.0,315.424,676439,-0.1660915,?,694,2683045000.0,69661620.0,694,676439,?,120245.6,-1085222000.0,?,?,284333,?,78834580.0,24.49135,2745809000.0,?,22835,694,0.6238532,1387569000.0,1,?,24.45394,22835,?,48,7032326.0,3568522000.0,1,644.2226,1376361000.0,?,188234.3,109,649869200.0,10523610.0,-3967812.0,3799681000.0,1085222000.0,?,645901400.0,22835,29,0.03146597,bad
?,565,1119,10587,6614,211,?,24,24425140.0,?,257137,4.824231e+11,280.8856,531826,0.002211938,?,592,4.244443e+11,67412170.0,565,531826,?,74344.65,-6.875287e+11,?,?,252707,?,21558380.0,21.95572,1634244000.0,?,21982,592,0.6075949,1075262000.0,1,?,22.47418,21982,?,50,3352426.0,4.826888e+11,1,556.3252,4.826864e+11,?,202954.5,79,254172200.0,910260.0,-9086112.0,4.826891e+11,6.875287e+11,?,245086100.0,21982,24,0.02729448,bad
?,565,1119,10587,6614,211,?,24,24425140.0,?,257137,4.824231e+11,280.8856,531826,0.002211938,?,592,4.244443e+11,67412170.0,565,531826,?,74344.65,-6.875287e+11,?,?,252707,?,21558380.0,21.95572,1634244000.0,?,21982,592,0.6075949,1075262000.0,1,?,22.47418,21982,?,50,3352426.0,4.826888e+11,1,556.3252,4.826864e+11,?,202954.5,79,254172200.0,910260.0,-9086112.0,4.826891e+11,6.875287e+11,?,245086100.0,21982,24,475.373,bad
?,?,192,17,1,66,?,14,?,?,?,48.13862,95.59375,2940,?,?,192,136.0,16.26724,?,2940,?,?,-130.0,?,?,2742,?,?,?,?,?,?,192,0.5422886,?,1,10,?,198,?,13,?,103.7111,1,16.32984,51.55137,?,39640.97,201,2.556531,2.598167,0.7996697,104.7282,130.0,?,?,198,14,1.172141,bad
?,?,6,3,1,3,1,2,12566400.0,?,?,8566063.0,2.5,30,0.6088062,?,5,18849600.0,8566064.0,?,30,?,2696033.0,-93.46736,?,?,16,?,1.57088,2.20412,37744460.0,?,14,5,1.0,37744460.0,1,2,2.20412,14,?,2,5154635.0,8885793.0,1,20649340.0,17351420.0,?,27.91667,84,6283223.0,46.57506,6283224.0,23509600.0,18849600.0,?,12566400.0,14,2,0.04483967,bad
?,100,9,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,57.79006,?,100,628785.8,311615.4,100,87025,?,4802.857,-1448.134,?,?,38612,?,395697.2,1.20324,47072800.0,?,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,8,18251.71,74983.69,?,1.581144,395860.9,?,10920.05,37,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,8,0.3053684,bad
?,100,9,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,57.79006,?,100,628785.8,311615.4,100,87025,?,4802.857,-1448.134,?,?,38612,?,395697.2,1.20324,47072800.0,?,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,8,18251.71,74983.69,?,1.581144,395860.9,?,10920.05,37,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,8,0.2060061,bad
?,100,9,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,57.79006,?,100,628785.8,311615.4,100,87025,?,4802.857,-1448.134,?,?,38612,?,395697.2,1.20324,47072800.0,?,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,8,18251.71,74983.69,?,1.581144,395860.9,?,10920.05,37,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,8,71.17976,bad
?,100,9,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,57.79006,?,100,628785.8,311615.4,100,87025,?,4802.857,-1448.134,?,?,38612,?,395697.2,1.20324,47072800.0,?,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,8,18251.71,74983.69,?,1.581144,395860.9,?,10920.05,37,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,8,6.548182,bad
