% Generated on 2015-05-27 17:55:34
% Location dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py
% ../scripts/anamod2arff.py -f ../anamod-features -p ../timing -b 350
@RELATION petsc_data
@ATTRIBUTE lambda-max-by-magnitude-im NUMERIC
@ATTRIBUTE right-bandwidth NUMERIC
@ATTRIBUTE n-nonzero-diags NUMERIC
@ATTRIBUTE n-dummy-rows NUMERIC
@ATTRIBUTE blocksize NUMERIC
@ATTRIBUTE max-nnzeros-per-row NUMERIC
@ATTRIBUTE diag-definite NUMERIC
@ATTRIBUTE avgnnzprow NUMERIC
@ATTRIBUTE lambda-max-by-magnitude-re NUMERIC
@ATTRIBUTE ellipse-cy NUMERIC
@ATTRIBUTE nnzup NUMERIC
@ATTRIBUTE ruhe75-bound NUMERIC
@ATTRIBUTE avg-diag-dist NUMERIC
@ATTRIBUTE nnz NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-re NUMERIC
@ATTRIBUTE lambda-max-by-im-part-im NUMERIC
@ATTRIBUTE left-bandwidth NUMERIC
@ATTRIBUTE norm1 NUMERIC
@ATTRIBUTE sigma-min NUMERIC
@ATTRIBUTE upband NUMERIC
@ATTRIBUTE nnzeros NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-im NUMERIC
@ATTRIBUTE diagonal-average NUMERIC
@ATTRIBUTE diagonal-dominance NUMERIC
@ATTRIBUTE dummy-rows NUMERIC
@ATTRIBUTE ritz-values-r NUMERIC
@ATTRIBUTE nnzlow NUMERIC
@ATTRIBUTE colours NUMERIC
@ATTRIBUTE lambda-max-by-im-part-re NUMERIC
@ATTRIBUTE col-variability NUMERIC
@ATTRIBUTE trace-abs NUMERIC
@ATTRIBUTE ritz-values-c NUMERIC
@ATTRIBUTE diag-zerostart NUMERIC
@ATTRIBUTE loband NUMERIC
@ATTRIBUTE positive-fraction NUMERIC
@ATTRIBUTE trace NUMERIC
@ATTRIBUTE min-nnzeros-per-row NUMERIC
@ATTRIBUTE diagonal-sign NUMERIC
@ATTRIBUTE row-variability NUMERIC
@ATTRIBUTE nrows NUMERIC
@ATTRIBUTE colour-offsets NUMERIC
@ATTRIBUTE n-colours NUMERIC
@ATTRIBUTE diagonal-variance NUMERIC
@ATTRIBUTE departure NUMERIC
@ATTRIBUTE dummy-rows-kind NUMERIC
@ATTRIBUTE kappa NUMERIC
@ATTRIBUTE sigma-max NUMERIC
@ATTRIBUTE colour-set-sizes NUMERIC
@ATTRIBUTE sigma-diag-dist NUMERIC
@ATTRIBUTE n-ritz-values NUMERIC
@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE class {good,bad}
@DATA
?,694,1243,9443,5077,224,?,29,356943400.0,?,369271,722523900.0,315.424,676439,-0.1660915,?,694,2683045000.0,69661620.0,694,676439,?,120245.6,-1085222000.0,?,?,284333,?,78834580.0,24.49135,2745809000.0,?,22835,694,0.6238532,1387569000.0,1,?,24.45394,22835,?,48,7032326.0,3568522000.0,1,644.2226,1376361000.0,?,188234.3,109,649869200.0,10523610.0,-3967812.0,3799681000.0,1085222000.0,?,645901400.0,22835,29,bad
?,565,1119,10587,6614,211,?,24,24425140.0,?,257137,4.824231e+11,280.8856,531826,0.002211938,?,592,4.244443e+11,67412170.0,565,531826,?,74344.65,-6.875287e+11,?,?,252707,?,21558380.0,21.95572,1634244000.0,?,21982,592,0.6075949,1075262000.0,1,?,22.47418,21982,?,50,3352426.0,4.826888e+11,1,556.3252,4.826864e+11,?,202954.5,79,254172200.0,910260.0,-9086112.0,4.826891e+11,6.875287e+11,?,245086100.0,21982,24,bad
?,565,1119,10587,6614,211,?,24,24425140.0,?,257137,4.824231e+11,280.8856,531826,0.002211938,?,592,4.244443e+11,67412170.0,565,531826,?,74344.65,-6.875287e+11,?,?,252707,?,21558380.0,21.95572,1634244000.0,?,21982,592,0.6075949,1075262000.0,1,?,22.47418,21982,?,50,3352426.0,4.826888e+11,1,556.3252,4.826864e+11,?,202954.5,79,254172200.0,910260.0,-9086112.0,4.826891e+11,6.875287e+11,?,245086100.0,21982,24,bad
?,?,192,17,1,66,?,14,?,?,?,48.13862,95.59375,2940,?,?,192,136.0,16.26724,?,2940,?,?,-130.0,?,?,2742,?,?,?,?,?,?,192,0.5422886,?,1,10,?,198,?,13,?,103.7111,1,16.32984,51.55137,?,39640.97,201,2.556531,2.598167,0.7996697,104.7282,130.0,?,?,198,14,bad
?,?,6,3,1,3,1,2,12566400.0,?,?,8566063.0,2.5,30,0.6088062,?,5,18849600.0,8566064.0,?,30,?,2696033.0,-93.46736,?,?,16,?,1.57088,2.20412,37744460.0,?,14,5,1.0,37744460.0,1,2,2.20412,14,?,2,5154635.0,8885793.0,1,20649340.0,17351420.0,?,27.91667,84,6283223.0,46.57506,6283224.0,23509600.0,18849600.0,?,12566400.0,14,2,bad
?,100,9,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,57.79006,?,100,628785.8,311615.4,100,87025,?,4802.857,-1448.134,?,?,38612,?,395697.2,1.20324,47072800.0,?,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,8,18251.71,74983.69,?,1.581144,395860.9,?,10920.05,37,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,8,bad
?,44,89,?,25,63,1,49,5094.381,?,48995,483.1033,22.24719,100015,0.0001253252,?,44,5346.91,4443.511,44,100015,?,82.49152,-4958.94,?,?,48995,?,5094.381,1.998053,167045.3,?,2025,44,1.0,167045.3,4,2,1.998053,2025,?,50,60.17745,34.15671,?,1.286327,5094.381,?,1154.938,29,566.9867,?,4527.394,20684.58,5344.034,?,5094.381,2025,49,bad
?,?,61,465,1,23,?,6,20.51072,?,?,?,40.21311,7704,?,?,75,217.418,?,?,7704,?,28.01479,-28.20271,?,?,6422,?,?,31.41498,35914.96,?,1280,75,0.9803922,35914.96,1,1,31.41498,1282,?,10,41.29315,936.3571,1,4.271782e+15,?,?,6946.612,51,79.51476,34.36906,79.51476,2017.148,333.3024,?,153.8319,1282,6,bad
?,?,8909,1,1,78,1,14,855204700.0,?,?,2.356828e+11,5196.848,177578,557966.0,?,12162,4.102704e+11,2.841468e+11,?,177578,?,11127650000.0,-12716340000.0,?,?,165250,?,693401.6,22.0291,1.371817e+14,?,12328,12162,1.0,1.371817e+14,1,2,22.6031,12328,?,16,24137280000.0,1.471941e+12,1,4.935064,3.219505e+11,?,119712000.0,37,95382760000.0,4085078000.0,1.437897e+11,3.297805e+12,4.427545e+11,?,2.391725e+11,12328,14,bad
?,100,9,?,99,9,1,8,3024.076,?,38612,2360.39,66.22222,87025,4.590299,?,100,4791.044,2360.397,100,87025,?,47.75817,-14.10088,?,?,38612,?,3024.076,1.199713,468077.9,?,9801,100,1.0,468077.9,4,2,1.354117,9801,?,8,154.529,560.8396,?,396403.8,3025.091,?,10920.05,35,1512.034,8.162151,1512.042,16893.64,4801.066,?,3024.076,9801,8,bad
?,?,860,14,1,134,1,30,908418.8,?,?,49907950.0,429.5,88603,4710.858,?,859,185108600.0,49909580.0,?,88603,?,2018123.0,-40318150.0,?,?,85693,?,116364.6,32.86176,5872739000.0,?,2910,859,1.0,5872739000.0,1,2,32.75399,2910,?,23,4673289.0,164506100.0,1,48801.85,106179000.0,?,799514.2,55,39797810.0,2608738.0,39799440.0,320105500.0,129460100.0,?,79597240.0,2910,30,bad
?,5307,8270,?,2780,15,?,5,-1994.591,?,9738,2990092.0,2423.849,27898,8.35078e-07,?,4535,2298395.0,950923.8,5307,27898,?,0.0006064399,-4530303.0,?,?,12852,?,1994.585,26.96212,3.218983,?,2797,4535,0.5125,-1.218983,2,?,24.47935,5308,?,6,0.03340153,11129530.0,?,1.451678,2992168.0,?,12618560.0,240,2035.424,1510.29,-40.75622,11129540.0,4530303.0,?,1994.585,5308,5,bad
?,5307,8268,?,2780,15,?,5,2031.987,?,9916,2990138.0,2420.041,28302,5.016283e-07,?,4535,2298395.0,950619.2,5307,28302,?,0.000606805,-4530553.0,?,?,13078,?,2031.987,22.54251,3.220921,?,2797,4535,0.5,-1.220921,2,?,21.92608,5308,?,6,0.03342577,11129580.0,?,1.365806,2992170.0,?,12612490.0,240,2031.926,1581.56,-0.05563474,11129600.0,4530553.0,?,2031.987,5308,5,bad
?,5307,8185,?,2780,15,?,5,2030.219,?,9710,2990141.0,2422.776,27924,4.97592e-07,?,4535,2298394.0,950921.4,5307,27924,?,0.0006064748,-4530715.0,?,?,12906,?,2030.219,19.30598,3.219168,?,2797,4535,0.5125,-1.219168,2,?,17.62564,5308,?,6,0.03340384,11129590.0,?,1.371454,2992171.0,?,12604230.0,240,2030.303,1681.754,-0.08495976,11129600.0,4530715.0,?,2030.219,5308,5,bad
?,5307,8267,?,2780,15,?,5,-2033.685,?,9932,2990136.0,2420.837,28210,3.945305e-06,?,4535,2298394.0,929989.6,5307,28210,?,0.0006068422,-4530560.0,?,?,12970,?,2033.683,19.90817,3.221118,?,2797,4535,0.5083333,-1.221118,2,?,19.05196,5308,?,6,0.03342824,11129590.0,?,1.699392,2992170.0,?,12574950.0,240,2033.75,1670.864,-0.05951229,11129600.0,4530560.0,?,2033.683,5308,5,bad
?,5307,8271,?,2780,15,?,5,2032.006,?,9913,2990139.0,2419.665,28303,5.019044e-07,?,4535,2298395.0,950623.0,5307,28303,?,0.0006068161,-4530554.0,?,?,13082,?,2032.006,21.16062,3.22098,?,2797,4535,0.5,-1.22098,2,?,19.64175,5308,?,6,0.03342651,11129580.0,?,1.220176,2992170.0,?,12615650.0,240,2030.618,1689.962,-0.541371,11129600.0,4530554.0,?,2032.006,5308,5,bad
?,5307,8270,?,2780,15,?,5,-2033.224,?,9921,2990137.0,2421.512,28221,5.529649e-07,?,4535,2298394.0,929907.8,5307,28221,?,0.0006068655,-4530569.0,?,?,12992,?,2033.221,22.6693,3.221242,?,2797,4535,0.525,-1.221242,2,?,21.61244,5308,?,6,0.03342979,11129550.0,?,1.285125,2992170.0,?,12615550.0,240,2033.4,1611.171,0.02284276,11129570.0,4530569.0,?,2033.221,5308,5,bad
?,5307,8271,?,2780,15,?,5,-2033.738,?,9929,2990136.0,2422.621,28289,5.525017e-07,?,4535,2298394.0,919028.7,5307,28289,?,0.0006069573,-4530561.0,?,?,13052,?,2033.735,20.84083,3.221729,?,2797,4535,0.5,-1.221729,2,?,19.97814,5308,?,7,0.03343589,11129590.0,?,2.554786,2992170.0,?,12610630.0,240,2033.644,1668.849,-0.1307753,11129600.0,4530561.0,?,2033.735,5308,5,bad
?,5307,8277,?,2780,15,?,5,-2032.577,?,9939,2990138.0,2421.202,28306,5.531602e-07,?,4535,2298394.0,999941.1,5307,28306,?,0.0006346299,-4530569.0,?,?,13059,?,2032.574,24.87432,3.368616,?,2797,4535,0.5,-1.368616,2,?,23.60266,5308,?,6,0.03528387,11129560.0,?,1.29124,2992170.0,?,12604210.0,240,2032.367,1676.993,-0.1524864,11129570.0,4530569.0,?,2032.574,5308,5,bad
?,5307,8283,?,2780,15,?,5,-2032.577,?,9956,2990139.0,2423.3,28316,5.510768e-07,?,4535,2298394.0,950620.4,5307,28316,?,0.0006072264,-4530569.0,?,?,13052,?,2032.574,23.83116,3.223158,?,2797,4535,0.5,-1.223158,2,?,22.62323,5308,?,6,0.03345377,11129550.0,?,1.210466,2992170.0,?,12605580.0,240,2030.97,1686.121,-0.490404,11129570.0,4530569.0,?,2032.574,5308,5,bad
?,864,1601,?,224,36,?,4,9.25755,?,2118,2.169573,460.3435,5976,0.1818182,?,864,18.20666,2.871655,864,5976,?,0.326102,-1.0,?,?,2638,?,8.491473,132.417,397.8444,?,1154,864,0.9066667,397.8444,2,1,132.417,1220,?,5,0.6400001,0.04218673,?,17.49648,12.28396,?,475474.4,75,6.64198,?,5.64198,33.5232,18.20659,?,12.28396,1220,4,bad
?,6056,10309,30,11,5181,?,8,1.0,?,29573,16.92152,2695.958,53329,2.4158e-05,?,5984,46.91384,15.3789,6056,53329,?,0.08496784,-46.91384,?,?,17620,?,1.0,17.70434,521.3627,?,6136,5984,0.5208333,61.26209,1,?,17.64024,6136,?,11,0.5680733,116.8066,?,47.04812,32.33259,?,14119720.0,48,11.83455,0.314707,-3.576521,126.4973,46.91384,?,8.25803,6136,8,good
?,1545,3493,?,1,412,?,21,1000000.0,?,53221,1099515.0,1226.949,61019,-0.0005282284,?,2827,2593831.0,45361.0,1545,61019,?,366.7164,-2346188.0,?,?,4894,?,1000000.0,38.84708,1064944.0,?,2837,2827,0.6181818,1064944.0,2,1,38.84708,2904,?,8,18555.24,1964204.0,?,1130.509,2099515.0,?,4976872.0,220,500781.8,1568.041,499218.2,2204225.0,2346188.0,?,1000000.0,2904,21,bad
?,1801,3127,?,76,1310,?,6,1.179701,?,5681,0.831882,793.8216,11258,0.002308828,?,1763,1.664904,0.8482087,1801,11258,?,0.002567163,-1.000189,?,?,3764,?,1.179701,98.94544,4.654267,?,1813,1763,0.627907,4.654267,2,1,98.94544,1813,?,7,0.00810018,0.00616892,?,72.25599,1.179702,?,1328154.0,86,1.08985,?,0.0898505,4.258824,1.663167,?,1.179701,1813,6,bad
?,1801,3127,?,76,1310,?,6,1.179701,?,5681,0.831882,793.8216,11258,0.002308828,?,1763,1.664904,0.8482087,1801,11258,?,0.002567163,-1.000189,?,?,3764,?,1.179701,98.94544,4.654267,?,1813,1763,0.627907,4.654267,2,1,98.94544,1813,?,7,0.00810018,0.00616892,?,72.25599,1.179702,?,1328154.0,86,1.08985,?,0.0898505,4.258824,1.663167,?,1.179701,1813,6,bad
?,1801,3127,?,76,1310,?,6,1.179468,?,5681,0.006980804,793.8216,11258,0.002308828,?,1763,1.664052,0.02110324,1801,11258,?,0.002545382,-1.002767,?,?,3764,?,1.179468,98.94544,4.614777,?,1813,1763,0.6404494,4.614777,2,1,98.94544,1813,?,7,0.008078325,0.01048668,?,83.51729,1.179469,?,1328154.0,89,1.089734,?,0.08973393,4.258736,1.664944,?,1.179468,1813,6,bad
?,1801,3127,?,76,1310,?,6,1.179468,?,5681,0.006980804,793.8216,11258,0.002308828,?,1763,1.664052,0.02110324,1801,11258,?,0.002545382,-1.002767,?,?,3764,?,1.179468,98.94544,4.614777,?,1813,1763,0.6404494,4.614777,2,1,98.94544,1813,?,7,0.008078325,0.01048668,?,83.51729,1.179469,?,1328154.0,89,1.089734,?,0.08973393,4.258736,1.664944,?,1.179468,1813,6,bad
?,3063,3985,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,20841,?,0.01003786,0.003124988,?,?,8836,?,0.01970519,5.417854,31.80998,?,3169,3063,1.0,31.80998,3,2,5.417854,3169,?,7,0.002765206,0.02968376,?,5.980451,0.01970642,?,5032801.0,21,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,?,0.01970519,3169,6,bad
?,3063,3984,?,754,10,1,6,0.02458843,?,8836,0.02450276,1496.932,20841,0.009523427,?,3063,0.03993889,0.02779825,3063,20841,?,0.01073112,0.003124953,?,?,8836,?,0.02458843,9.831503,34.00691,?,3169,3063,1.0,34.00691,3,2,9.831503,3169,?,7,0.003109835,0.1109487,?,8.43143,0.0364463,?,5033706.0,48,0.01224509,0.00930581,0.01554058,0.651311,0.03866638,?,0.02458843,3169,6,bad
?,100,9,?,99,9,1,8,2847883.0,?,38612,358213.9,66.22222,87025,392.6754,?,100,4590210.0,2248220.0,100,87025,?,30131.93,-10678.51,?,?,38612,?,2847883.0,1.554096,295323000.0,?,9801,100,1.0,295323000.0,4,2,2.030542,9801,?,8,125755.3,538258.9,?,1.506811,2849111.0,?,10920.05,40,478938.3,?,2368944.0,13507200.0,4600888.0,?,2847883.0,9801,8,bad
?,100,9,?,99,9,1,8,1036820.0,?,38612,268724.7,66.22222,87025,179.5638,?,100,1659740.0,847839.9,100,87025,?,11366.17,-3933.092,?,?,38612,?,1036820.0,1.428485,111399800.0,?,9801,100,1.0,111399800.0,4,2,1.868414,9801,?,8,46490.49,197331.3,?,1.790352,1037254.0,?,10920.05,49,228852.5,?,807967.7,4996108.0,1663674.0,?,1036820.0,9801,8,bad
?,2313,2825,?,13,124,1,7,0.7220546,?,7462,0.6154993,1002.23,17319,0.000539111,?,2313,0.995896,0.6156846,2313,17319,?,0.1401443,-0.001119368,?,?,7462,?,0.722006,12.06679,335.6455,?,2395,2313,1.0,335.6455,2,2,12.06679,2395,?,37,0.09946004,0.002010236,?,3897.84,0.7221012,?,2423528.0,52,0.3609734,?,0.3611586,10.41475,0.9959011,?,0.7221442,2395,7,bad
?,2313,2825,?,13,124,1,7,0.7220546,?,7462,0.6154993,1002.23,17319,0.000539111,?,2313,0.995896,0.6156846,2313,17319,?,0.1401443,-0.001119368,?,?,7462,?,0.722006,12.06679,335.6455,?,2395,2313,1.0,335.6455,2,2,12.06679,2395,?,37,0.09946004,0.002010236,?,3897.84,0.7221012,?,2423528.0,52,0.3609734,?,0.3611586,10.41475,0.9959011,?,0.7221442,2395,7,bad
?,?,409,1071,1,361,?,19,168.2618,?,?,15.56428,6642.051,264823,?,?,13577,228.8259,8.510247,?,264823,?,25.6419,-26.62596,?,?,251142,?,12.85866,35.82257,350806.9,?,13681,13577,0.9791667,350806.9,1,1,35.82257,13681,?,16,47.80681,2184.066,1,8.455672e+14,190.7466,?,195608600.0,48,89.84011,31.11295,89.84011,6710.686,228.851,?,168.2618,13681,19,bad
?,100,9,?,99,9,1,8,56651.75,?,38612,4298.523,66.22222,87025,23.69245,?,100,89701.22,45206.99,100,87025,?,775.2334,-192.9963,?,?,38612,?,56651.75,1.129968,7598062.0,?,9801,100,1.0,7598062.0,4,2,1.249586,9801,?,8,2737.322,10582.85,?,1.384842,56673.33,?,10920.05,37,7871.642,?,48780.11,296999.8,89894.21,?,56651.75,9801,8,bad
?,100,9,?,99,9,1,8,23908.46,?,38612,19468.35,66.22222,87025,29.49389,?,100,37362.49,19468.43,100,87025,?,440.545,-71.99191,?,?,38612,?,23804.35,1.044205,4317782.0,?,9801,100,1.0,4317782.0,4,2,1.258102,9801,?,8,1234.182,4256.155,?,321109.2,23926.11,?,10920.05,40,11954.19,52.47312,11954.27,136866.1,37434.49,?,23908.46,9801,8,bad
?,100,9,?,99,9,1,8,12318.11,?,38612,10530.46,66.22222,87025,18.94504,?,100,18920.92,10530.53,100,87025,?,342.2806,-29.07313,?,?,38612,?,12175.82,1.041696,3354692.0,?,9801,100,1.0,3354692.0,4,2,1.258412,9801,?,8,729.8008,1964.88,?,166784.8,12324.48,?,10920.05,29,6159.019,?,6159.092,84282.86,18950.0,?,12318.11,9801,8,bad
?,100,9,?,99,9,1,8,8664.901,?,38612,7092.027,66.22222,87025,24.27176,?,100,13183.61,7092.101,100,87025,?,321.5967,-11.9126,?,?,38612,?,8617.105,1.041706,3151970.0,?,9801,100,1.0,3151970.0,4,2,1.258433,9801,?,8,602.7195,1271.444,?,117309.3,8668.283,?,10920.05,24,4332.413,?,4332.487,71490.84,13195.52,?,8664.901,9801,8,bad
?,100,9,?,99,9,1,8,8037.147,?,38612,6594.468,66.22222,87025,24.27168,?,100,12143.3,6594.542,100,87025,?,319.3718,-1.678242,?,?,38612,?,8037.147,1.041705,3130163.0,?,9801,100,1.0,3130163.0,4,2,1.258433,9801,?,8,586.7406,1167.447,?,108814.6,8041.374,?,10920.05,26,4018.537,?,4018.61,69922.32,12144.97,?,8037.147,9801,8,bad
?,100,9,?,99,9,1,8,8015.201,?,38612,6575.63,66.22222,87025,24.84172,?,100,12100.23,6575.704,100,87025,?,319.3145,-0.009832669,?,?,38612,?,8015.201,1.041705,3129602.0,?,9801,100,1.0,3129602.0,4,2,1.258432,9801,?,8,586.2731,1163.724,?,108521.9,8019.597,?,10920.05,26,4007.564,?,4007.638,69877.11,12100.24,?,8015.201,9801,8,bad
?,100,9,?,99,9,1,8,10710.15,?,38612,7476.959,66.22222,87025,24.27167,?,100,13314.43,7477.033,100,87025,?,322.1819,-4.000505e-07,?,?,38612,?,10710.15,1.051774,3157705.0,?,9801,100,1.0,3157705.0,4,2,1.258432,9801,?,8,605.7066,1255.583,?,145022.5,10714.88,?,10920.05,35,5355.036,?,5355.11,71870.67,12921.16,?,10710.15,9801,8,bad
?,100,9,?,99,9,1,8,180.9453,?,38612,158.0365,66.22222,87025,5.138682,?,100,273.16,158.044,100,87025,?,16.44538,-0.2409192,?,?,38612,?,180.4886,0.9234984,161181.1,?,9801,100,1.0,161181.1,4,2,0.9604615,9801,?,8,17.60646,24.08351,?,24106.34,180.9742,?,10920.05,29,90.46891,?,90.47641,2524.975,273.3755,?,180.9453,9801,8,bad
?,3975,7251,?,1,37,1,14,0.09755345,?,21600,539685.5,2154.625,61166,0.09755345,?,3975,1663090.0,222328.8,3975,61166,?,0.04237568,-303670.0,?,?,35240,?,0.09755345,11.88606,183.3172,?,4326,3975,0.8203883,183.3172,7,2,11.88606,4326,?,7,0.04893067,5512644.0,?,11.64659,539687.1,?,10510390.0,206,0.2530112,1.533664,0.086854,5512644.0,303670.0,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.04022889,?,21600,53967.18,2154.625,61166,0.04022889,?,3975,166309.2,22232.88,3975,61166,?,0.04237568,-30366.98,?,?,35240,?,0.04022889,10.88606,183.3172,?,4326,3975,0.9166667,183.3172,7,2,10.88606,4326,?,7,0.04893067,551264.2,?,8.87634,53968.71,?,10510390.0,72,0.1849333,1.52902,0.09731598,551264.4,30367.02,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.04022889,?,21600,53967.18,2154.625,61166,0.04022889,?,3975,166309.2,22232.88,3975,61166,?,0.04237568,-30366.98,?,?,35240,?,0.04022889,10.88606,183.3172,?,4326,3975,0.9166667,183.3172,7,2,10.88606,4326,?,7,0.04893067,551264.2,?,8.87634,53968.71,?,10510390.0,72,0.1849333,1.52902,0.09731598,551264.4,30367.02,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.09755345,?,21600,538.1584,2154.625,61166,0.09755345,?,3975,1663.263,222.3288,3975,61166,?,0.04237568,-303.6474,?,?,35240,?,0.09755345,8.886057,183.3172,?,4326,3975,1.0,183.3172,7,2,8.886057,4326,?,7,0.04893067,5501.943,?,71.63297,539.6871,?,10510390.0,30,0.08289796,1.525221,0.08978114,5512.645,303.6926,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.09755345,?,21600,538.1584,2154.625,61166,0.09755345,?,3975,1663.263,222.3288,3975,61166,?,0.04237568,-303.6474,?,?,35240,?,0.09755345,8.886057,183.3172,?,4326,3975,1.0,183.3172,7,2,8.886057,4326,?,7,0.04893067,5501.943,?,71.63297,539.6871,?,10510390.0,30,0.08289796,1.525221,0.08978114,5512.645,303.6926,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.09755345,?,21600,52.43949,2154.625,61166,0.09755345,?,3975,166.4818,22.23293,3975,61166,?,0.04237568,-30.34437,?,?,35240,?,0.09755345,7.886057,183.3172,?,4326,3975,1.0,183.3172,7,2,7.886057,4326,?,7,0.04893067,524.5409,?,71.69448,53.96899,?,10510390.0,35,0.07567044,1.526369,0.09700397,551.282,30.38963,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.09755345,?,21600,3.869169,2154.625,61166,0.09755345,?,3975,16.8037,2.223622,3975,61166,?,0.04237568,-3.014072,?,?,35240,?,0.09755345,6.886057,183.3172,?,4326,3975,1.0,183.3172,7,2,6.886057,4326,?,7,0.04893067,32.60224,?,71.72423,5.399668,?,10510390.0,28,0.07565847,1.527391,0.09699714,56.4135,3.059328,?,0.1726711,4326,14,bad
?,3975,7251,?,1,37,1,14,0.09755345,?,21600,3.869169,2154.625,61166,0.09755345,?,3975,16.8037,2.223622,3975,61166,?,0.04237568,-3.014072,?,?,35240,?,0.09755345,6.886057,183.3172,?,4326,3975,1.0,183.3172,7,2,6.886057,4326,?,7,0.04893067,32.60224,?,71.72423,5.399668,?,10510390.0,28,0.07565847,1.527391,0.09699714,56.4135,3.059328,?,0.1726711,4326,14,bad
?,86,126,?,43,9,?,3,0.1979948,?,122,112.7072,39.09524,321,-0.001130565,?,77,79.72397,1.000045,86,321,?,0.002384869,-167.828,?,?,112,?,0.1979948,21.47059,0.2074836,?,62,77,0.4421053,0.2074836,2,1,21.47061,87,?,5,0.02110126,124.556,?,11.32913,112.9052,?,3075.885,95,0.1578849,0.1489927,0.04010999,124.5604,167.828,?,0.1979948,87,3,bad
?,86,126,?,43,9,?,3,0.1979948,?,122,112.7072,39.09524,321,-0.001130565,?,77,79.72397,1.000045,86,321,?,0.002384869,-167.828,?,?,112,?,0.1979948,21.47059,0.2074836,?,62,77,0.4421053,0.2074836,2,1,21.47061,87,?,5,0.02110126,124.556,?,11.32913,112.9052,?,3075.885,95,0.1578849,0.1489927,0.04010999,124.5604,167.828,?,0.1979948,87,3,bad
?,86,126,?,43,9,?,3,0.1979948,?,122,112.7072,39.09524,321,-0.001130565,?,77,79.72397,1.000045,86,321,?,0.002384869,-167.828,?,?,112,?,0.1979948,21.47059,0.2074836,?,62,77,0.4421053,0.2074836,2,1,21.47061,87,?,5,0.02110126,124.556,?,11.32913,112.9052,?,3075.885,95,0.1578849,0.1489927,0.04010999,124.5604,167.828,?,0.1979948,87,3,bad
?,86,126,?,43,9,?,3,0.1979948,?,122,112.7072,39.09524,321,-0.001130565,?,77,79.72397,1.000045,86,321,?,0.002384869,-167.828,?,?,112,?,0.1979948,21.47059,0.2074836,?,62,77,0.4421053,0.2074836,2,1,21.47061,87,?,5,0.02110126,124.556,?,11.32913,112.9052,?,3075.885,95,0.1578849,0.1489927,0.04010999,124.5604,167.828,?,0.1979948,87,3,bad
?,86,126,?,43,9,?,3,0.1979948,?,122,112.7072,39.09524,321,-0.001130565,?,77,79.72397,1.000045,86,321,?,0.002384869,-167.828,?,?,112,?,0.1979948,21.47059,0.2074836,?,62,77,0.4421053,0.2074836,2,1,21.47061,87,?,5,0.02110126,124.556,?,11.32913,112.9052,?,3075.885,95,0.1578849,0.1489927,0.04010999,124.5604,167.828,?,0.1979948,87,3,bad
?,11730,3374,?,4,120,?,9,1.708013,?,43013,52935.8,5351.887,114671,0.8708744,?,11751,54326.47,5110.488,11730,114671,?,2.385437,-55937.45,?,?,59868,?,1.0,16.60789,28124.3,?,11790,11751,1.0,20554.59,2,?,17.11999,11790,?,18,2.726634,63929.6,?,4.576068,54178.43,?,78571050.0,66,7.441854,1242.604,7.631353,73930.48,55937.45,?,31.9891,11790,9,bad
?,100,9,?,99,9,1,8,148300.5,?,38612,20772.33,66.22222,87025,19.67933,?,100,236637.6,115890.2,100,87025,?,1763.144,-524.0801,?,?,38612,?,148300.5,1.217124,17280570.0,?,9801,100,1.0,17280570.0,4,2,1.362062,9801,?,8,6935.031,27877.67,?,1.559123,148357.1,?,10920.05,37,26591.31,?,121709.2,747139.0,237161.7,?,148300.5,9801,8,bad
