@relation petsc_data-weka.filters.unsupervised.attribute.RemoveUseless-M99.0

@attribute right-bandwidth numeric
@attribute n-nonzero-diags numeric
@attribute n-dummy-rows numeric
@attribute blocksize numeric
@attribute max-nnzeros-per-row numeric
@attribute avgnnzprow numeric
@attribute lambda-max-by-magnitude-re numeric
@attribute nnzup numeric
@attribute ruhe75-bound numeric
@attribute avg-diag-dist numeric
@attribute nnz numeric
@attribute lambda-min-by-magnitude-re numeric
@attribute left-bandwidth numeric
@attribute norm1 numeric
@attribute sigma-min numeric
@attribute upband numeric
@attribute nnzeros numeric
@attribute diagonal-average numeric
@attribute diagonal-dominance numeric
@attribute nnzlow numeric
@attribute lambda-max-by-im-part-re numeric
@attribute col-variability numeric
@attribute trace-abs numeric
@attribute diag-zerostart numeric
@attribute loband numeric
@attribute positive-fraction numeric
@attribute trace numeric
@attribute min-nnzeros-per-row numeric
@attribute diagonal-sign numeric
@attribute row-variability numeric
@attribute nrows numeric
@attribute n-colours numeric
@attribute diagonal-variance numeric
@attribute departure numeric
@attribute kappa numeric
@attribute sigma-max numeric
@attribute sigma-diag-dist numeric
@attribute n-ritz-values numeric
@attribute ellipse-ax numeric
@attribute ellipse-ay numeric
@attribute ellipse-cx numeric
@attribute normF numeric
@attribute normInf numeric
@attribute lambda-max-by-real-part-re numeric
@attribute nnzdia numeric
@attribute avgdistfromdiag numeric
@attribute class {good,bad}

@data
?,70,2,1,33,12,105906,?,1478032,38.95714,15963,11014.44,75,1910030,1480477,?,15963,250220.2,-304821.9,14681,12713.1,18.25266,320782200,1282,75,1,320782200,1,2,18.25266,1282,11,342834,5683287,764.9927,1970971,6564.163,89,934013.1,296986.2,936456.9,16224860,4045762,1870470,1282,12,bad
694,1243,9443,5077,224,29,356943400,369271,722523900,315.424,676439,-0.166092,694,2683045000,69661620,694,676439,120245.6,-1085222000,284333,78834580,24.49135,2745809000,22835,694,0.623853,1387569000,1,?,24.45394,22835,48,7032326,3568522000,644.2226,1376361000,188234.3,109,649869200,10523610,-3967812,3799681000,1085222000,645901400,22835,29,bad
565,1119,10587,6614,211,24,24425140,257137,482423100000,280.8856,531826,0.002212,592,424444300000,67412170,565,531826,74344.65,-687528700000,252707,21558380,21.95572,1634244000,21982,592,0.607595,1075262000,1,?,22.47418,21982,50,3352426,482688800000,556.3252,482686400000,202954.5,79,254172200,910260,-9086112,482689100000,687528700000,245086100,21982,24,bad
565,1119,10587,6614,211,24,24425140,257137,482423100000,280.8856,531826,0.002212,592,424444300000,67412170,565,531826,74344.65,-687528700000,252707,21558380,21.95572,1634244000,21982,592,0.607595,1075262000,1,?,22.47418,21982,50,3352426,482688800000,556.3252,482686400000,202954.5,79,254172200,910260,-9086112,482689100000,687528700000,245086100,21982,24,bad
?,192,17,1,66,14,?,?,48.13862,95.59375,2940,?,192,136,16.26724,?,2940,?,-130,2742,?,?,?,?,192,0.542289,?,1,10,?,198,13,?,103.7111,16.32984,51.55137,39640.97,201,2.556531,2.598167,0.79967,104.7282,130,?,198,14,bad
?,6,3,1,3,2,12566400,?,8566063,2.5,30,0.608806,5,18849600,8566064,?,30,2696033,-93.46736,16,1.57088,2.20412,37744460,14,5,1,37744460,1,2,2.20412,14,2,5154635,8885793,20649340,17351420,27.91667,84,6283223,46.57506,6283224,23509600,18849600,12566400,14,2,bad
100,9,?,99,9,8,395697.2,38612,61355.33,66.22222,87025,57.79006,100,628785.8,311615.4,100,87025,4802.857,-1448.134,38612,395697.2,1.20324,47072800,9801,100,1,47072800,4,2,1.560951,9801,8,18251.71,74983.69,1.581144,395860.9,10920.05,37,72718.55,?,322978.6,1969674,630234,395697.2,9801,8,bad
44,89,?,25,63,49,5094.381,48995,483.1033,22.24719,100015,0.000125,44,5346.91,4443.511,44,100015,82.49152,-4958.94,48995,5094.381,1.998053,167045.3,2025,44,1,167045.3,4,2,1.998053,2025,50,60.17745,34.15671,1.286327,5094.381,1154.938,29,566.9867,?,4527.394,20684.58,5344.034,5094.381,2025,49,bad
?,61,465,1,23,6,20.51072,?,?,40.21311,7704,?,75,217.418,?,?,7704,28.01479,-28.20271,6422,?,31.41498,35914.96,1280,75,0.980392,35914.96,1,1,31.41498,1282,10,41.29315,936.3571,4.271782E15,?,6946.612,51,79.51476,34.36906,79.51476,2017.148,333.3024,153.8319,1282,6,bad
?,8909,1,1,78,14,855204700,?,235682800000,5196.848,177578,557966,12162,410270400000,284146800000,?,177578,11127650000,-12716340000,165250,693401.6,22.0291,1.371817E14,12328,12162,1,1.371817E14,1,2,22.6031,12328,16,24137280000,1471941000000,4.935064,321950500000,119712000,37,95382760000,4085078000,143789700000,3297805000000,442754500000,239172500000,12328,14,bad
100,9,?,99,9,8,3024.076,38612,2360.39,66.22222,87025,4.590299,100,4791.044,2360.397,100,87025,47.75817,-14.10088,38612,3024.076,1.199713,468077.9,9801,100,1,468077.9,4,2,1.354117,9801,8,154.529,560.8396,396403.8,3025.091,10920.05,35,1512.034,8.162151,1512.042,16893.64,4801.066,3024.076,9801,8,bad
?,860,14,1,134,30,908418.8,?,49907950,429.5,88603,4710.858,859,185108600,49909580,?,88603,2018123,-40318150,85693,116364.6,32.86176,5872739000,2910,859,1,5872739000,1,2,32.75399,2910,23,4673289,164506100,48801.85,106179000,799514.2,55,39797810,2608738,39799440,320105500,129460100,79597240,2910,30,bad
5307,8270,?,2780,15,5,-1994.591,9738,2990092,2423.849,27898,0.000001,4535,2298395,950923.8,5307,27898,0.000606,-4530303,12852,1994.585,26.96212,3.218983,2797,4535,0.5125,-1.218983,2,?,24.47935,5308,6,0.033402,11129530,1.451678,2992168,12618560,240,2035.424,1510.29,-40.75622,11129540,4530303,1994.585,5308,5,bad
5307,8268,?,2780,15,5,2031.987,9916,2990138,2420.041,28302,0.000001,4535,2298395,950619.2,5307,28302,0.000607,-4530553,13078,2031.987,22.54251,3.220921,2797,4535,0.5,-1.220921,2,?,21.92608,5308,6,0.033426,11129580,1.365806,2992170,12612490,240,2031.926,1581.56,-0.055635,11129600,4530553,2031.987,5308,5,bad
5307,8185,?,2780,15,5,2030.219,9710,2990141,2422.776,27924,0,4535,2298394,950921.4,5307,27924,0.000606,-4530715,12906,2030.219,19.30598,3.219168,2797,4535,0.5125,-1.219168,2,?,17.62564,5308,6,0.033404,11129590,1.371454,2992171,12604230,240,2030.303,1681.754,-0.08496,11129600,4530715,2030.219,5308,5,bad
5307,8267,?,2780,15,5,-2033.685,9932,2990136,2420.837,28210,0.000004,4535,2298394,929989.6,5307,28210,0.000607,-4530560,12970,2033.683,19.90817,3.221118,2797,4535,0.508333,-1.221118,2,?,19.05196,5308,6,0.033428,11129590,1.699392,2992170,12574950,240,2033.75,1670.864,-0.059512,11129600,4530560,2033.683,5308,5,bad
5307,8271,?,2780,15,5,2032.006,9913,2990139,2419.665,28303,0.000001,4535,2298395,950623,5307,28303,0.000607,-4530554,13082,2032.006,21.16062,3.22098,2797,4535,0.5,-1.22098,2,?,19.64175,5308,6,0.033427,11129580,1.220176,2992170,12615650,240,2030.618,1689.962,-0.541371,11129600,4530554,2032.006,5308,5,bad
5307,8270,?,2780,15,5,-2033.224,9921,2990137,2421.512,28221,0.000001,4535,2298394,929907.8,5307,28221,0.000607,-4530569,12992,2033.221,22.6693,3.221242,2797,4535,0.525,-1.221242,2,?,21.61244,5308,6,0.03343,11129550,1.285125,2992170,12615550,240,2033.4,1611.171,0.022843,11129570,4530569,2033.221,5308,5,bad
5307,8271,?,2780,15,5,-2033.738,9929,2990136,2422.621,28289,0.000001,4535,2298394,919028.7,5307,28289,0.000607,-4530561,13052,2033.735,20.84083,3.221729,2797,4535,0.5,-1.221729,2,?,19.97814,5308,7,0.033436,11129590,2.554786,2992170,12610630,240,2033.644,1668.849,-0.130775,11129600,4530561,2033.735,5308,5,bad
5307,8277,?,2780,15,5,-2032.577,9939,2990138,2421.202,28306,0.000001,4535,2298394,999941.1,5307,28306,0.000635,-4530569,13059,2032.574,24.87432,3.368616,2797,4535,0.5,-1.368616,2,?,23.60266,5308,6,0.035284,11129560,1.29124,2992170,12604210,240,2032.367,1676.993,-0.152486,11129570,4530569,2032.574,5308,5,bad
5307,8283,?,2780,15,5,-2032.577,9956,2990139,2423.3,28316,0.000001,4535,2298394,950620.4,5307,28316,0.000607,-4530569,13052,2032.574,23.83116,3.223158,2797,4535,0.5,-1.223158,2,?,22.62323,5308,6,0.033454,11129550,1.210466,2992170,12605580,240,2030.97,1686.121,-0.490404,11129570,4530569,2032.574,5308,5,bad
864,1601,?,224,36,4,9.25755,2118,2.169573,460.3435,5976,0.181818,864,18.20666,2.871655,864,5976,0.326102,-1,2638,8.491473,132.417,397.8444,1154,864,0.906667,397.8444,2,1,132.417,1220,5,0.64,0.042187,17.49648,12.28396,475474.4,75,6.64198,?,5.64198,33.5232,18.20659,12.28396,1220,4,bad
6056,10309,30,11,5181,8,1,29573,16.92152,2695.958,53329,0.000024,5984,46.91384,15.3789,6056,53329,0.084968,-46.91384,17620,1,17.70434,521.3627,6136,5984,0.520833,61.26209,1,?,17.64024,6136,11,0.568073,116.8066,47.04812,32.33259,14119720,48,11.83455,0.314707,-3.576521,126.4973,46.91384,8.25803,6136,8,good
1545,3493,?,1,412,21,1000000,53221,1099515,1226.949,61019,-0.000528,2827,2593831,45361,1545,61019,366.7164,-2346188,4894,1000000,38.84708,1064944,2837,2827,0.618182,1064944,2,1,38.84708,2904,8,18555.24,1964204,1130.509,2099515,4976872,220,500781.8,1568.041,499218.2,2204225,2346188,1000000,2904,21,bad
1801,3127,?,76,1310,6,1.179701,5681,0.831882,793.8216,11258,0.002309,1763,1.664904,0.848209,1801,11258,0.002567,-1.000189,3764,1.179701,98.94544,4.654267,1813,1763,0.627907,4.654267,2,1,98.94544,1813,7,0.0081,0.006169,72.25599,1.179702,1328154,86,1.08985,?,0.089851,4.258824,1.663167,1.179701,1813,6,bad
1801,3127,?,76,1310,6,1.179701,5681,0.831882,793.8216,11258,0.002309,1763,1.664904,0.848209,1801,11258,0.002567,-1.000189,3764,1.179701,98.94544,4.654267,1813,1763,0.627907,4.654267,2,1,98.94544,1813,7,0.0081,0.006169,72.25599,1.179702,1328154,86,1.08985,?,0.089851,4.258824,1.663167,1.179701,1813,6,bad
1801,3127,?,76,1310,6,1.179468,5681,0.006981,793.8216,11258,0.002309,1763,1.664052,0.021103,1801,11258,0.002545,-1.002767,3764,1.179468,98.94544,4.614777,1813,1763,0.640449,4.614777,2,1,98.94544,1813,7,0.008078,0.010487,83.51729,1.179469,1328154,89,1.089734,?,0.089734,4.258736,1.664944,1.179468,1813,6,bad
1801,3127,?,76,1310,6,1.179468,5681,0.006981,793.8216,11258,0.002309,1763,1.664052,0.021103,1801,11258,0.002545,-1.002767,3764,1.179468,98.94544,4.614777,1813,1763,0.640449,4.614777,2,1,98.94544,1813,7,0.008078,0.010487,83.51729,1.179469,1328154,89,1.089734,?,0.089734,4.258736,1.664944,1.179468,1813,6,bad
3063,3985,?,754,10,6,0.019705,8836,0.016165,1497.037,20841,0.009352,3063,0.02115,0.019459,3063,20841,0.010038,0.003125,8836,0.019705,5.417854,31.80998,3169,3063,1,31.80998,3,2,5.417854,3169,7,0.002765,0.029684,5.980451,0.019706,5032801,21,0.008204,0.002991,0.011499,0.59626,0.02115,0.019705,3169,6,bad
3063,3984,?,754,10,6,0.024588,8836,0.024503,1496.932,20841,0.009523,3063,0.039939,0.027798,3063,20841,0.010731,0.003125,8836,0.024588,9.831503,34.00691,3169,3063,1,34.00691,3,2,9.831503,3169,7,0.00311,0.110949,8.43143,0.036446,5033706,48,0.012245,0.009306,0.015541,0.651311,0.038666,0.024588,3169,6,bad
100,9,?,99,9,8,2847883,38612,358213.9,66.22222,87025,392.6754,100,4590210,2248220,100,87025,30131.93,-10678.51,38612,2847883,1.554096,295323000,9801,100,1,295323000,4,2,2.030542,9801,8,125755.3,538258.9,1.506811,2849111,10920.05,40,478938.3,?,2368944,13507200,4600888,2847883,9801,8,bad
100,9,?,99,9,8,1036820,38612,268724.7,66.22222,87025,179.5638,100,1659740,847839.9,100,87025,11366.17,-3933.092,38612,1036820,1.428485,111399800,9801,100,1,111399800,4,2,1.868414,9801,8,46490.49,197331.3,1.790352,1037254,10920.05,49,228852.5,?,807967.7,4996108,1663674,1036820,9801,8,bad
2313,2825,?,13,124,7,0.722055,7462,0.615499,1002.23,17319,0.000539,2313,0.995896,0.615685,2313,17319,0.140144,-0.001119,7462,0.722006,12.06679,335.6455,2395,2313,1,335.6455,2,2,12.06679,2395,37,0.09946,0.00201,3897.84,0.722101,2423528,52,0.360973,?,0.361159,10.41475,0.995901,0.722144,2395,7,bad
2313,2825,?,13,124,7,0.722055,7462,0.615499,1002.23,17319,0.000539,2313,0.995896,0.615685,2313,17319,0.140144,-0.001119,7462,0.722006,12.06679,335.6455,2395,2313,1,335.6455,2,2,12.06679,2395,37,0.09946,0.00201,3897.84,0.722101,2423528,52,0.360973,?,0.361159,10.41475,0.995901,0.722144,2395,7,bad
?,409,1071,1,361,19,168.2618,?,15.56428,6642.051,264823,?,13577,228.8259,8.510247,?,264823,25.6419,-26.62596,251142,12.85866,35.82257,350806.9,13681,13577,0.979167,350806.9,1,1,35.82257,13681,16,47.80681,2184.066,8.455672E14,190.7466,195608600,48,89.84011,31.11295,89.84011,6710.686,228.851,168.2618,13681,19,bad
100,9,?,99,9,8,56651.75,38612,4298.523,66.22222,87025,23.69245,100,89701.22,45206.99,100,87025,775.2334,-192.9963,38612,56651.75,1.129968,7598062,9801,100,1,7598062,4,2,1.249586,9801,8,2737.322,10582.85,1.384842,56673.33,10920.05,37,7871.642,?,48780.11,296999.8,89894.21,56651.75,9801,8,bad
100,9,?,99,9,8,23908.46,38612,19468.35,66.22222,87025,29.49389,100,37362.49,19468.43,100,87025,440.545,-71.99191,38612,23804.35,1.044205,4317782,9801,100,1,4317782,4,2,1.258102,9801,8,1234.182,4256.155,321109.2,23926.11,10920.05,40,11954.19,52.47312,11954.27,136866.1,37434.49,23908.46,9801,8,bad
100,9,?,99,9,8,12318.11,38612,10530.46,66.22222,87025,18.94504,100,18920.92,10530.53,100,87025,342.2806,-29.07313,38612,12175.82,1.041696,3354692,9801,100,1,3354692,4,2,1.258412,9801,8,729.8008,1964.88,166784.8,12324.48,10920.05,29,6159.019,?,6159.092,84282.86,18950,12318.11,9801,8,bad
100,9,?,99,9,8,8664.901,38612,7092.027,66.22222,87025,24.27176,100,13183.61,7092.101,100,87025,321.5967,-11.9126,38612,8617.105,1.041706,3151970,9801,100,1,3151970,4,2,1.258433,9801,8,602.7195,1271.444,117309.3,8668.283,10920.05,24,4332.413,?,4332.487,71490.84,13195.52,8664.901,9801,8,bad
100,9,?,99,9,8,8037.147,38612,6594.468,66.22222,87025,24.27168,100,12143.3,6594.542,100,87025,319.3718,-1.678242,38612,8037.147,1.041705,3130163,9801,100,1,3130163,4,2,1.258433,9801,8,586.7406,1167.447,108814.6,8041.374,10920.05,26,4018.537,?,4018.61,69922.32,12144.97,8037.147,9801,8,bad
100,9,?,99,9,8,8015.201,38612,6575.63,66.22222,87025,24.84172,100,12100.23,6575.704,100,87025,319.3145,-0.009833,38612,8015.201,1.041705,3129602,9801,100,1,3129602,4,2,1.258432,9801,8,586.2731,1163.724,108521.9,8019.597,10920.05,26,4007.564,?,4007.638,69877.11,12100.24,8015.201,9801,8,bad
100,9,?,99,9,8,10710.15,38612,7476.959,66.22222,87025,24.27167,100,13314.43,7477.033,100,87025,322.1819,0,38612,10710.15,1.051774,3157705,9801,100,1,3157705,4,2,1.258432,9801,8,605.7066,1255.583,145022.5,10714.88,10920.05,35,5355.036,?,5355.11,71870.67,12921.16,10710.15,9801,8,bad
100,9,?,99,9,8,180.9453,38612,158.0365,66.22222,87025,5.138682,100,273.16,158.044,100,87025,16.44538,-0.240919,38612,180.4886,0.923498,161181.1,9801,100,1,161181.1,4,2,0.960462,9801,8,17.60646,24.08351,24106.34,180.9742,10920.05,29,90.46891,?,90.47641,2524.975,273.3755,180.9453,9801,8,bad
3975,7251,?,1,37,14,0.097553,21600,539685.5,2154.625,61166,0.097553,3975,1663090,222328.8,3975,61166,0.042376,-303670,35240,0.097553,11.88606,183.3172,4326,3975,0.820388,183.3172,7,2,11.88606,4326,7,0.048931,5512644,11.64659,539687.1,10510390,206,0.253011,1.533664,0.086854,5512644,303670,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.040229,21600,53967.18,2154.625,61166,0.040229,3975,166309.2,22232.88,3975,61166,0.042376,-30366.98,35240,0.040229,10.88606,183.3172,4326,3975,0.916667,183.3172,7,2,10.88606,4326,7,0.048931,551264.2,8.87634,53968.71,10510390,72,0.184933,1.52902,0.097316,551264.4,30367.02,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.040229,21600,53967.18,2154.625,61166,0.040229,3975,166309.2,22232.88,3975,61166,0.042376,-30366.98,35240,0.040229,10.88606,183.3172,4326,3975,0.916667,183.3172,7,2,10.88606,4326,7,0.048931,551264.2,8.87634,53968.71,10510390,72,0.184933,1.52902,0.097316,551264.4,30367.02,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.097553,21600,538.1584,2154.625,61166,0.097553,3975,1663.263,222.3288,3975,61166,0.042376,-303.6474,35240,0.097553,8.886057,183.3172,4326,3975,1,183.3172,7,2,8.886057,4326,7,0.048931,5501.943,71.63297,539.6871,10510390,30,0.082898,1.525221,0.089781,5512.645,303.6926,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.097553,21600,538.1584,2154.625,61166,0.097553,3975,1663.263,222.3288,3975,61166,0.042376,-303.6474,35240,0.097553,8.886057,183.3172,4326,3975,1,183.3172,7,2,8.886057,4326,7,0.048931,5501.943,71.63297,539.6871,10510390,30,0.082898,1.525221,0.089781,5512.645,303.6926,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.097553,21600,52.43949,2154.625,61166,0.097553,3975,166.4818,22.23293,3975,61166,0.042376,-30.34437,35240,0.097553,7.886057,183.3172,4326,3975,1,183.3172,7,2,7.886057,4326,7,0.048931,524.5409,71.69448,53.96899,10510390,35,0.07567,1.526369,0.097004,551.282,30.38963,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.097553,21600,3.869169,2154.625,61166,0.097553,3975,16.8037,2.223622,3975,61166,0.042376,-3.014072,35240,0.097553,6.886057,183.3172,4326,3975,1,183.3172,7,2,6.886057,4326,7,0.048931,32.60224,71.72423,5.399668,10510390,28,0.075658,1.527391,0.096997,56.4135,3.059328,0.172671,4326,14,bad
3975,7251,?,1,37,14,0.097553,21600,3.869169,2154.625,61166,0.097553,3975,16.8037,2.223622,3975,61166,0.042376,-3.014072,35240,0.097553,6.886057,183.3172,4326,3975,1,183.3172,7,2,6.886057,4326,7,0.048931,32.60224,71.72423,5.399668,10510390,28,0.075658,1.527391,0.096997,56.4135,3.059328,0.172671,4326,14,bad
86,126,?,43,9,3,0.197995,122,112.7072,39.09524,321,-0.001131,77,79.72397,1.000045,86,321,0.002385,-167.828,112,0.197995,21.47059,0.207484,62,77,0.442105,0.207484,2,1,21.47061,87,5,0.021101,124.556,11.32913,112.9052,3075.885,95,0.157885,0.148993,0.04011,124.5604,167.828,0.197995,87,3,bad
86,126,?,43,9,3,0.197995,122,112.7072,39.09524,321,-0.001131,77,79.72397,1.000045,86,321,0.002385,-167.828,112,0.197995,21.47059,0.207484,62,77,0.442105,0.207484,2,1,21.47061,87,5,0.021101,124.556,11.32913,112.9052,3075.885,95,0.157885,0.148993,0.04011,124.5604,167.828,0.197995,87,3,bad
86,126,?,43,9,3,0.197995,122,112.7072,39.09524,321,-0.001131,77,79.72397,1.000045,86,321,0.002385,-167.828,112,0.197995,21.47059,0.207484,62,77,0.442105,0.207484,2,1,21.47061,87,5,0.021101,124.556,11.32913,112.9052,3075.885,95,0.157885,0.148993,0.04011,124.5604,167.828,0.197995,87,3,bad
86,126,?,43,9,3,0.197995,122,112.7072,39.09524,321,-0.001131,77,79.72397,1.000045,86,321,0.002385,-167.828,112,0.197995,21.47059,0.207484,62,77,0.442105,0.207484,2,1,21.47061,87,5,0.021101,124.556,11.32913,112.9052,3075.885,95,0.157885,0.148993,0.04011,124.5604,167.828,0.197995,87,3,bad
86,126,?,43,9,3,0.197995,122,112.7072,39.09524,321,-0.001131,77,79.72397,1.000045,86,321,0.002385,-167.828,112,0.197995,21.47059,0.207484,62,77,0.442105,0.207484,2,1,21.47061,87,5,0.021101,124.556,11.32913,112.9052,3075.885,95,0.157885,0.148993,0.04011,124.5604,167.828,0.197995,87,3,bad
11730,3374,?,4,120,9,1.708013,43013,52935.8,5351.887,114671,0.870874,11751,54326.47,5110.488,11730,114671,2.385437,-55937.45,59868,1,16.60789,28124.3,11790,11751,1,20554.59,2,?,17.11999,11790,18,2.726634,63929.6,4.576068,54178.43,78571050,66,7.441854,1242.604,7.631353,73930.48,55937.45,31.9891,11790,9,bad
100,9,?,99,9,8,148300.5,38612,20772.33,66.22222,87025,19.67933,100,236637.6,115890.2,100,87025,1763.144,-524.0801,38612,148300.5,1.217124,17280570,9801,100,1,17280570,4,2,1.362062,9801,8,6935.031,27877.67,1.559123,148357.1,10920.05,37,26591.31,?,121709.2,747139,237161.7,148300.5,9801,8,bad
?,1988,43,1,187,17,15.88845,?,1.689461,1011.535,88472,15.87378,2130,26.7979,6.645767,?,88472,15.68224,1.14953,83431,15.88451,7.989364,79054.16,5041,2130,1,79054.16,1,2,7.989364,5041,26,0.392967,365.4511,2.957964,26.18907,4447649,40,8.158712,4.17276,16.49394,1172.211,26.7979,15.8908,5041,17,bad
?,7038,8083,1,140,4,0.493024,?,120.5666,11243.25,72655,0,14868,2096.167,120.5666,?,72655,0.479883,-2207.757,57742,0.401273,8,7156.495,14913,14868,0.978495,7156.495,1,?,10.04766,14913,2,9.707441,451.9705,104077000000,1007.854,509968400,93,503.9269,?,503.9269,1270.051,2207.757,1007.854,14913,4,bad
?,7038,8083,1,140,4,0.493024,?,120.5666,11243.25,72655,0,14868,2096.167,120.5666,?,72655,0.479883,-2207.757,57742,0.401273,8,7156.495,14913,14868,0.978495,7156.495,1,?,10.04766,14913,2,9.707441,451.9705,104077000000,1007.854,509968400,93,503.9269,?,503.9269,1270.051,2207.757,1007.854,14913,4,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
3971,2723,3079,34,63,2,1,3840,4.204575,1890.268,8188,1,3880,2,4.239198,3971,8188,1,-38.09516,340,1,4,4008,4008,3880,1,4008,1,2,4,4008,4,?,40.70936,55.2433,5.66922,2097248,46,0.939033,0.451624,0.973656,75.35,40.09516,1.912688,4008,2,bad
