@relation 'petsc_data-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R1,3,5-12,14-18,20-23,25,27-32,34-54'

@attribute avgdistfromdiag numeric
@attribute blocksize numeric
@attribute left-bandwidth numeric
@attribute diagonal-dominance numeric
@attribute col-variability numeric
@attribute nnzeros numeric
@attribute row-variability numeric
@attribute solver {RCG*CHEBYSHEV,'Pseudoblock GMRES*CHEBYSHEV','Pseudoblock CG*KRYLOV','Pseudoblock GMRES*ILUT',GCRODR*CHEBYSHEV,'Block GMRES*RILUK',PCPG*KRYLOV,'Pseudoblock GMRES*RILUK','Block GMRES*DIAGONAL',PCPG*RELAXATION,'Pseudoblock Stochastic CG*DIAGONAL',PCPG*RILUK,'Pseudoblock GMRES*RELAXATION','Hybrid Block GMRES*KRYLOV',RCG*RELAXATION,'Pseudoblock GMRES*DIAGONAL',RCG*DIAGONAL,TFQMR*ILUT,PCPG*ILUT,'Pseudoblock CG*ILUT','Block CG*DIAGONAL',GCRODR*RILUK,GCRODR*RELAXATION,TFQMR*CHEBYSHEV,TFQMR*DIAGONAL,GCRODR*DIAGONAL,TFQMR*RELAXATION,'Hybrid Block GMRES*RELAXATION','Pseudoblock CG*RILUK',GCRODR*ILUT,'Block GMRES*CHEBYSHEV',MINRES*DIAGONAL,'Pseudoblock CG*DIAGONAL','Hybrid Block GMRES*RILUK',TFQMR*RILUK,'Block CG*ILUT','Pseudoblock CG*RELAXATION',MINRES*RELAXATION,'Pseudoblock Stochastic CG*RELAXATION','Block CG*CHEBYSHEV','Hybrid Block GMRES*ILUT','Block GMRES*ILUT',GCRODR*KRYLOV,RCG*ILUT,MINRES*KRYLOV,'Block GMRES*RELAXATION',RCG*KRYLOV,'Block CG*RELAXATION',TFQMR*KRYLOV,'Pseudoblock GMRES*KRYLOV',RCG*RILUK,'Hybrid Block GMRES*CHEBYSHEV','Pseudoblock Stochastic CG*RILUK','Pseudoblock CG*CHEBYSHEV','Pseudoblock Stochastic CG*CHEBYSHEV',MINRES*ILUT,'Block GMRES*KRYLOV',PCPG*DIAGONAL,'Pseudoblock Stochastic CG*KRYLOV','Hybrid Block GMRES*DIAGONAL',PCPG*CHEBYSHEV,'Block CG*KRYLOV',MINRES*CHEBYSHEV,'Block CG*RILUK','Pseudoblock Stochastic CG*ILUT',MINRES*RILUK}
@attribute class {good,bad}

@data
4,1,567,-7981964000000,15.70501,3835,17.55308,'Block GMRES*KRYLOV',bad
4,1,567,-7981964000000,15.70501,3835,17.55308,PCPG*DIAGONAL,bad
4,1,567,-7981964000000,15.70501,3835,17.55308,'Pseudoblock Stochastic CG*KRYLOV',bad
4,1,567,-7981964000000,15.70501,3835,17.55308,'Hybrid Block GMRES*DIAGONAL',good
4,1,567,-7981964000000,15.70501,3835,17.55308,PCPG*CHEBYSHEV,bad
4,1,567,-7981964000000,15.70501,3835,17.55308,'Block CG*KRYLOV',bad
4,1,567,-7981964000000,15.70501,3835,17.55308,MINRES*CHEBYSHEV,bad
4,443,516,-615.5417,5.077277,4097,5,TFQMR*CHEBYSHEV,good
4,443,516,-615.5417,5.077277,4097,5,'Hybrid Block GMRES*CHEBYSHEV',bad
4,443,516,-615.5417,5.077277,4097,5,MINRES*CHEBYSHEV,bad
3,2,101,-0.176012,2.201117,306,2.201117,RCG*CHEBYSHEV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock GMRES*CHEBYSHEV',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock CG*KRYLOV',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock GMRES*ILUT',bad
3,2,101,-0.176012,2.201117,306,2.201117,GCRODR*CHEBYSHEV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block GMRES*RILUK',bad
3,2,101,-0.176012,2.201117,306,2.201117,PCPG*KRYLOV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock GMRES*RILUK',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block GMRES*DIAGONAL',bad
3,2,101,-0.176012,2.201117,306,2.201117,PCPG*RELAXATION,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock Stochastic CG*DIAGONAL',bad
3,2,101,-0.176012,2.201117,306,2.201117,PCPG*RILUK,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock GMRES*RELAXATION',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Hybrid Block GMRES*KRYLOV',bad
3,2,101,-0.176012,2.201117,306,2.201117,RCG*RELAXATION,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock GMRES*DIAGONAL',bad
3,2,101,-0.176012,2.201117,306,2.201117,RCG*DIAGONAL,bad
3,2,101,-0.176012,2.201117,306,2.201117,TFQMR*ILUT,good
3,2,101,-0.176012,2.201117,306,2.201117,PCPG*ILUT,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock CG*ILUT',bad
3,2,101,-0.176012,2.201117,306,2.201117,GCRODR*RILUK,bad
3,2,101,-0.176012,2.201117,306,2.201117,GCRODR*RELAXATION,bad
3,2,101,-0.176012,2.201117,306,2.201117,TFQMR*CHEBYSHEV,bad
3,2,101,-0.176012,2.201117,306,2.201117,TFQMR*DIAGONAL,good
3,2,101,-0.176012,2.201117,306,2.201117,GCRODR*DIAGONAL,bad
3,2,101,-0.176012,2.201117,306,2.201117,TFQMR*RELAXATION,good
3,2,101,-0.176012,2.201117,306,2.201117,'Hybrid Block GMRES*RELAXATION',bad
3,2,101,-0.176012,2.201117,306,2.201117,GCRODR*ILUT,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block GMRES*CHEBYSHEV',bad
3,2,101,-0.176012,2.201117,306,2.201117,MINRES*DIAGONAL,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock CG*DIAGONAL',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Hybrid Block GMRES*RILUK',bad
3,2,101,-0.176012,2.201117,306,2.201117,TFQMR*RILUK,good
3,2,101,-0.176012,2.201117,306,2.201117,'Block CG*ILUT',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock CG*RELAXATION',bad
3,2,101,-0.176012,2.201117,306,2.201117,MINRES*RELAXATION,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock Stochastic CG*RELAXATION',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Hybrid Block GMRES*ILUT',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block GMRES*ILUT',bad
3,2,101,-0.176012,2.201117,306,2.201117,RCG*ILUT,bad
3,2,101,-0.176012,2.201117,306,2.201117,MINRES*KRYLOV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block GMRES*RELAXATION',bad
3,2,101,-0.176012,2.201117,306,2.201117,RCG*KRYLOV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block CG*RELAXATION',bad
3,2,101,-0.176012,2.201117,306,2.201117,TFQMR*KRYLOV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock GMRES*KRYLOV',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Hybrid Block GMRES*CHEBYSHEV',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock CG*CHEBYSHEV',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
3,2,101,-0.176012,2.201117,306,2.201117,MINRES*ILUT,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block GMRES*KRYLOV',bad
3,2,101,-0.176012,2.201117,306,2.201117,PCPG*DIAGONAL,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock Stochastic CG*KRYLOV',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Hybrid Block GMRES*DIAGONAL',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block CG*KRYLOV',bad
3,2,101,-0.176012,2.201117,306,2.201117,MINRES*CHEBYSHEV,bad
3,2,101,-0.176012,2.201117,306,2.201117,'Block CG*RILUK',bad
3,2,101,-0.176012,2.201117,306,2.201117,'Pseudoblock Stochastic CG*ILUT',bad
3,2,101,-0.176012,2.201117,306,2.201117,MINRES*RILUK,bad
5,2780,4535,-4530561,20.84083,28289,19.97814,'Pseudoblock GMRES*CHEBYSHEV',bad
5,2780,4535,-4530561,20.84083,28289,19.97814,TFQMR*CHEBYSHEV,good
5,2780,4535,-4530561,20.84083,28289,19.97814,'Block GMRES*CHEBYSHEV',bad
5,2780,4535,-4530561,20.84083,28289,19.97814,'Hybrid Block GMRES*CHEBYSHEV',good
5,2780,4535,-4530561,20.84083,28289,19.97814,MINRES*CHEBYSHEV,bad
5,2780,4535,-4530569,24.87432,28306,23.60266,'Pseudoblock GMRES*CHEBYSHEV',bad
5,2780,4535,-4530569,24.87432,28306,23.60266,TFQMR*CHEBYSHEV,good
5,2780,4535,-4530569,24.87432,28306,23.60266,'Block GMRES*CHEBYSHEV',bad
5,2780,4535,-4530569,24.87432,28306,23.60266,'Hybrid Block GMRES*CHEBYSHEV',bad
3,10,538,-73877,3.607991,2383,3.607991,'Pseudoblock GMRES*CHEBYSHEV',bad
3,10,538,-73877,3.607991,2383,3.607991,TFQMR*CHEBYSHEV,good
3,10,538,-73877,3.607991,2383,3.607991,'Block GMRES*CHEBYSHEV',bad
3,10,538,-73877,3.607991,2383,3.607991,'Hybrid Block GMRES*CHEBYSHEV',bad
3,10,538,-73877,3.607991,2383,3.607991,MINRES*CHEBYSHEV,bad
3,1,2,-1049.446,2.977143,396,1.255273,'Pseudoblock GMRES*CHEBYSHEV',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Pseudoblock GMRES*ILUT',bad
3,1,2,-1049.446,2.977143,396,1.255273,GCRODR*CHEBYSHEV,bad
3,1,2,-1049.446,2.977143,396,1.255273,'Block GMRES*RILUK',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Pseudoblock GMRES*RILUK',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Block GMRES*DIAGONAL',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Pseudoblock GMRES*RELAXATION',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Hybrid Block GMRES*KRYLOV',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Pseudoblock GMRES*DIAGONAL',bad
3,1,2,-1049.446,2.977143,396,1.255273,TFQMR*ILUT,good
3,1,2,-1049.446,2.977143,396,1.255273,GCRODR*RILUK,bad
3,1,2,-1049.446,2.977143,396,1.255273,GCRODR*RELAXATION,bad
3,1,2,-1049.446,2.977143,396,1.255273,TFQMR*CHEBYSHEV,bad
3,1,2,-1049.446,2.977143,396,1.255273,TFQMR*DIAGONAL,bad
3,1,2,-1049.446,2.977143,396,1.255273,GCRODR*DIAGONAL,bad
3,1,2,-1049.446,2.977143,396,1.255273,TFQMR*RELAXATION,bad
3,1,2,-1049.446,2.977143,396,1.255273,'Hybrid Block GMRES*RELAXATION',good
3,1,2,-1049.446,2.977143,396,1.255273,GCRODR*ILUT,bad
3,1,2,-1049.446,2.977143,396,1.255273,'Block GMRES*CHEBYSHEV',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Hybrid Block GMRES*RILUK',good
3,1,2,-1049.446,2.977143,396,1.255273,TFQMR*RILUK,good
3,1,2,-1049.446,2.977143,396,1.255273,'Hybrid Block GMRES*ILUT',good
3,1,2,-1049.446,2.977143,396,1.255273,'Block GMRES*ILUT',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Block GMRES*RELAXATION',bad
3,1,2,-1049.446,2.977143,396,1.255273,RCG*KRYLOV,bad
3,1,2,-1049.446,2.977143,396,1.255273,TFQMR*KRYLOV,bad
3,1,2,-1049.446,2.977143,396,1.255273,'Pseudoblock GMRES*KRYLOV',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Hybrid Block GMRES*CHEBYSHEV',good
3,1,2,-1049.446,2.977143,396,1.255273,'Block GMRES*KRYLOV',bad
3,1,2,-1049.446,2.977143,396,1.255273,'Hybrid Block GMRES*DIAGONAL',good
1,390,7844,-65892,4.818839,13036,4.818839,'Pseudoblock GMRES*CHEBYSHEV',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Pseudoblock GMRES*ILUT',bad
1,390,7844,-65892,4.818839,13036,4.818839,GCRODR*CHEBYSHEV,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Block GMRES*RILUK',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Pseudoblock GMRES*RILUK',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Block GMRES*DIAGONAL',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Pseudoblock GMRES*RELAXATION',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Hybrid Block GMRES*KRYLOV',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Pseudoblock GMRES*DIAGONAL',bad
1,390,7844,-65892,4.818839,13036,4.818839,TFQMR*ILUT,good
1,390,7844,-65892,4.818839,13036,4.818839,PCPG*ILUT,bad
1,390,7844,-65892,4.818839,13036,4.818839,GCRODR*RILUK,bad
1,390,7844,-65892,4.818839,13036,4.818839,GCRODR*RELAXATION,bad
1,390,7844,-65892,4.818839,13036,4.818839,TFQMR*CHEBYSHEV,bad
1,390,7844,-65892,4.818839,13036,4.818839,TFQMR*DIAGONAL,bad
1,390,7844,-65892,4.818839,13036,4.818839,GCRODR*DIAGONAL,bad
1,390,7844,-65892,4.818839,13036,4.818839,TFQMR*RELAXATION,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Hybrid Block GMRES*RELAXATION',good
1,390,7844,-65892,4.818839,13036,4.818839,GCRODR*ILUT,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Block GMRES*CHEBYSHEV',bad
1,390,7844,-65892,4.818839,13036,4.818839,MINRES*DIAGONAL,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Hybrid Block GMRES*RILUK',bad
1,390,7844,-65892,4.818839,13036,4.818839,TFQMR*RILUK,good
1,390,7844,-65892,4.818839,13036,4.818839,MINRES*RELAXATION,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Hybrid Block GMRES*ILUT',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Block GMRES*ILUT',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Block GMRES*RELAXATION',bad
1,390,7844,-65892,4.818839,13036,4.818839,TFQMR*KRYLOV,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Pseudoblock GMRES*KRYLOV',bad
1,390,7844,-65892,4.818839,13036,4.818839,RCG*RILUK,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Hybrid Block GMRES*CHEBYSHEV',good
1,390,7844,-65892,4.818839,13036,4.818839,'Block GMRES*KRYLOV',bad
1,390,7844,-65892,4.818839,13036,4.818839,'Hybrid Block GMRES*DIAGONAL',good
1,390,7844,-65892,4.818839,13036,4.818839,MINRES*CHEBYSHEV,bad
1,390,7844,-65892,4.818839,13036,4.818839,'Block CG*RILUK',bad
1,390,7844,-65892,4.818839,13036,4.818839,MINRES*RILUK,bad
4,224,864,-22.54193,185.5701,5972,185.5701,RCG*CHEBYSHEV,bad
4,224,864,-22.54193,185.5701,5972,185.5701,'Pseudoblock GMRES*CHEBYSHEV',bad
4,224,864,-22.54193,185.5701,5972,185.5701,GCRODR*CHEBYSHEV,bad
4,224,864,-22.54193,185.5701,5972,185.5701,TFQMR*CHEBYSHEV,bad
4,224,864,-22.54193,185.5701,5972,185.5701,'Block GMRES*CHEBYSHEV',bad
4,224,864,-22.54193,185.5701,5972,185.5701,'Block CG*CHEBYSHEV',bad
4,224,864,-22.54193,185.5701,5972,185.5701,'Hybrid Block GMRES*CHEBYSHEV',good
4,224,864,-22.54193,185.5701,5972,185.5701,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
4,224,864,-22.54193,185.5701,5972,185.5701,MINRES*CHEBYSHEV,bad
4,224,864,-6.702209,295.1998,5944,295.1998,RCG*CHEBYSHEV,bad
4,224,864,-6.702209,295.1998,5944,295.1998,'Pseudoblock GMRES*CHEBYSHEV',bad
4,224,864,-6.702209,295.1998,5944,295.1998,GCRODR*CHEBYSHEV,bad
4,224,864,-6.702209,295.1998,5944,295.1998,TFQMR*CHEBYSHEV,bad
4,224,864,-6.702209,295.1998,5944,295.1998,'Block GMRES*CHEBYSHEV',bad
4,224,864,-6.702209,295.1998,5944,295.1998,'Hybrid Block GMRES*CHEBYSHEV',good
4,224,864,-6.702209,295.1998,5944,295.1998,MINRES*CHEBYSHEV,bad
4,224,864,-1,11.9965,5976,12.37008,'Pseudoblock GMRES*CHEBYSHEV',bad
4,224,864,-1,11.9965,5976,12.37008,GCRODR*CHEBYSHEV,bad
4,224,864,-1,11.9965,5976,12.37008,TFQMR*CHEBYSHEV,bad
4,224,864,-1,11.9965,5976,12.37008,'Block GMRES*CHEBYSHEV',bad
4,224,864,-1,11.9965,5976,12.37008,'Hybrid Block GMRES*CHEBYSHEV',good
4,224,864,-1,11.9965,5976,12.37008,MINRES*CHEBYSHEV,bad
6,15,1375,-15828740,21.60955,285215,18.71334,'Pseudoblock GMRES*CHEBYSHEV',bad
6,15,1375,-15828740,21.60955,285215,18.71334,'Pseudoblock GMRES*ILUT',bad
6,15,1375,-15828740,21.60955,285215,18.71334,GCRODR*CHEBYSHEV,bad
6,15,1375,-15828740,21.60955,285215,18.71334,TFQMR*ILUT,bad
6,15,1375,-15828740,21.60955,285215,18.71334,TFQMR*CHEBYSHEV,bad
6,15,1375,-15828740,21.60955,285215,18.71334,GCRODR*ILUT,bad
6,15,1375,-15828740,21.60955,285215,18.71334,'Block GMRES*CHEBYSHEV',bad
6,15,1375,-15828740,21.60955,285215,18.71334,'Hybrid Block GMRES*ILUT',bad
6,15,1375,-15828740,21.60955,285215,18.71334,'Block GMRES*ILUT',bad
6,15,1375,-15828740,21.60955,285215,18.71334,'Hybrid Block GMRES*CHEBYSHEV',good
103,112,27737,-5289.496,10.16634,2944169,10.16634,'Pseudoblock GMRES*CHEBYSHEV',bad
103,112,27737,-5289.496,10.16634,2944169,10.16634,GCRODR*CHEBYSHEV,bad
103,112,27737,-5289.496,10.16634,2944169,10.16634,TFQMR*CHEBYSHEV,bad
103,112,27737,-5289.496,10.16634,2944169,10.16634,'Block GMRES*CHEBYSHEV',bad
103,112,27737,-5289.496,10.16634,2944169,10.16634,'Hybrid Block GMRES*CHEBYSHEV',good
6,15,1375,-15828740,21.60955,227955,18.71334,'Pseudoblock GMRES*CHEBYSHEV',bad
6,15,1375,-15828740,21.60955,227955,18.71334,'Pseudoblock GMRES*ILUT',bad
6,15,1375,-15828740,21.60955,227955,18.71334,GCRODR*CHEBYSHEV,bad
6,15,1375,-15828740,21.60955,227955,18.71334,TFQMR*ILUT,bad
6,15,1375,-15828740,21.60955,227955,18.71334,TFQMR*CHEBYSHEV,bad
6,15,1375,-15828740,21.60955,227955,18.71334,GCRODR*ILUT,bad
6,15,1375,-15828740,21.60955,227955,18.71334,'Block GMRES*CHEBYSHEV',bad
6,15,1375,-15828740,21.60955,227955,18.71334,'Hybrid Block GMRES*ILUT',bad
6,15,1375,-15828740,21.60955,227955,18.71334,'Block GMRES*ILUT',bad
6,15,1375,-15828740,21.60955,227955,18.71334,'Hybrid Block GMRES*CHEBYSHEV',good
4,73,1371,-318714.3,6.976348,6945,7.219468,TFQMR*CHEBYSHEV,good
4,73,1371,-318714.3,6.976348,6945,7.219468,'Block GMRES*CHEBYSHEV',bad
4,73,1371,-318714.3,6.976348,6945,7.219468,'Hybrid Block GMRES*CHEBYSHEV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,RCG*CHEBYSHEV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock GMRES*CHEBYSHEV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock CG*KRYLOV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock GMRES*ILUT',bad
4,30,30,-1.567501,3.821206,4380,3.822423,GCRODR*CHEBYSHEV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block GMRES*RILUK',bad
4,30,30,-1.567501,3.821206,4380,3.822423,PCPG*KRYLOV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock GMRES*RILUK',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block GMRES*DIAGONAL',bad
4,30,30,-1.567501,3.821206,4380,3.822423,PCPG*RELAXATION,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock Stochastic CG*DIAGONAL',bad
4,30,30,-1.567501,3.821206,4380,3.822423,PCPG*RILUK,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock GMRES*RELAXATION',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Hybrid Block GMRES*KRYLOV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,RCG*RELAXATION,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock GMRES*DIAGONAL',bad
4,30,30,-1.567501,3.821206,4380,3.822423,RCG*DIAGONAL,bad
4,30,30,-1.567501,3.821206,4380,3.822423,TFQMR*ILUT,good
4,30,30,-1.567501,3.821206,4380,3.822423,PCPG*ILUT,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock CG*ILUT',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block CG*DIAGONAL',bad
4,30,30,-1.567501,3.821206,4380,3.822423,GCRODR*RILUK,bad
4,30,30,-1.567501,3.821206,4380,3.822423,GCRODR*RELAXATION,bad
4,30,30,-1.567501,3.821206,4380,3.822423,TFQMR*CHEBYSHEV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,TFQMR*DIAGONAL,bad
4,30,30,-1.567501,3.821206,4380,3.822423,GCRODR*DIAGONAL,bad
4,30,30,-1.567501,3.821206,4380,3.822423,TFQMR*RELAXATION,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Hybrid Block GMRES*RELAXATION',good
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock CG*RILUK',bad
4,30,30,-1.567501,3.821206,4380,3.822423,GCRODR*ILUT,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block GMRES*CHEBYSHEV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,MINRES*DIAGONAL,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock CG*DIAGONAL',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Hybrid Block GMRES*RILUK',bad
4,30,30,-1.567501,3.821206,4380,3.822423,TFQMR*RILUK,good
4,30,30,-1.567501,3.821206,4380,3.822423,'Block CG*ILUT',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock CG*RELAXATION',bad
4,30,30,-1.567501,3.821206,4380,3.822423,MINRES*RELAXATION,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock Stochastic CG*RELAXATION',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block CG*CHEBYSHEV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Hybrid Block GMRES*ILUT',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block GMRES*ILUT',bad
4,30,30,-1.567501,3.821206,4380,3.822423,RCG*ILUT,bad
4,30,30,-1.567501,3.821206,4380,3.822423,MINRES*KRYLOV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block GMRES*RELAXATION',bad
4,30,30,-1.567501,3.821206,4380,3.822423,RCG*KRYLOV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block CG*RELAXATION',bad
4,30,30,-1.567501,3.821206,4380,3.822423,TFQMR*KRYLOV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock GMRES*KRYLOV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,RCG*RILUK,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Hybrid Block GMRES*CHEBYSHEV',good
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock Stochastic CG*RILUK',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock CG*CHEBYSHEV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,MINRES*ILUT,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block GMRES*KRYLOV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,PCPG*DIAGONAL,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock Stochastic CG*KRYLOV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Hybrid Block GMRES*DIAGONAL',good
4,30,30,-1.567501,3.821206,4380,3.822423,PCPG*CHEBYSHEV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block CG*KRYLOV',bad
4,30,30,-1.567501,3.821206,4380,3.822423,MINRES*CHEBYSHEV,bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Block CG*RILUK',bad
4,30,30,-1.567501,3.821206,4380,3.822423,'Pseudoblock Stochastic CG*ILUT',bad
4,30,30,-1.567501,3.821206,4380,3.822423,MINRES*RILUK,bad
8,99,100,-29.07313,1.041696,87025,1.258412,RCG*CHEBYSHEV,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock GMRES*CHEBYSHEV',bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock CG*KRYLOV',bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock GMRES*ILUT',bad
8,99,100,-29.07313,1.041696,87025,1.258412,GCRODR*CHEBYSHEV,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Block GMRES*RILUK',bad
8,99,100,-29.07313,1.041696,87025,1.258412,PCPG*KRYLOV,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock GMRES*RILUK',bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Block GMRES*DIAGONAL',bad
8,99,100,-29.07313,1.041696,87025,1.258412,PCPG*RELAXATION,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock Stochastic CG*DIAGONAL',bad
8,99,100,-29.07313,1.041696,87025,1.258412,PCPG*RILUK,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock GMRES*RELAXATION',bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Hybrid Block GMRES*KRYLOV',bad
8,99,100,-29.07313,1.041696,87025,1.258412,RCG*RELAXATION,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock GMRES*DIAGONAL',bad
8,99,100,-29.07313,1.041696,87025,1.258412,RCG*DIAGONAL,bad
8,99,100,-29.07313,1.041696,87025,1.258412,TFQMR*ILUT,bad
8,99,100,-29.07313,1.041696,87025,1.258412,PCPG*ILUT,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock CG*ILUT',bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Block CG*DIAGONAL',bad
8,99,100,-29.07313,1.041696,87025,1.258412,GCRODR*RILUK,bad
8,99,100,-29.07313,1.041696,87025,1.258412,GCRODR*RELAXATION,bad
8,99,100,-29.07313,1.041696,87025,1.258412,TFQMR*CHEBYSHEV,bad
8,99,100,-29.07313,1.041696,87025,1.258412,TFQMR*DIAGONAL,bad
8,99,100,-29.07313,1.041696,87025,1.258412,GCRODR*DIAGONAL,bad
8,99,100,-29.07313,1.041696,87025,1.258412,TFQMR*RELAXATION,bad
8,99,100,-29.07313,1.041696,87025,1.258412,'Hybrid Block GMRES*RELAXATION',good
8,99,100,-29.07313,1.041696,87025,1.258412,'Pseudoblock CG*RILUK',bad
