avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,class,matrix_name,solver_time,predicted-class,default_time,Time Difference,Comparison,SpeedUp,
1145.818,22.89451,16.67064,1,16.66817,2.87792,36025721,bad,Na5,0.000535,good,0.000438,22.15,22.15 % more time of default solver time,0.818691589,
17492.32,4.089752,3.210354,3,3.210354,2.10608,36025721,bad,Zhao1,0.005749,fair,0.004691,22.55,22.55 % more time of default solver time,0.815967994,
6737.537,1,1.865141,3,1.865141,10.06588,36564232,good,cage11,0.006622,good,0.005368,23.36,23.36 % more time of default solver time,0.810631229,
124.9746,52852.89,21.59572,1,21.59572,1.557572,36564232,good,s2rmq4m1,0.000591,good,0.000479,23.38,23.38 % more time of default solver time,0.810490694,
1545.814,1.000025,5.430405,4,5.430405,5.744924,29030070,bad,psmigr_2,0.000878,good,0.00071,23.66,23.66 % more time of default solver time,0.808656036,
4387.688,758857600,10.74783,2,6.742047,1.970566,36564232,good,sinc18,0.001923,good,0.00154,24.87,24.87 % more time of default solver time,0.800832033,
1913.373,6743057000,27.93371,1,27.42213,1174.046,36564232,bad,gyro_k,0.002009,good,0.001594,26.04,26.04 % more time of default solver time,0.793429567,
4050.567,4.53E+11,25.17313,2,31.30681,6.333863,37052868,bad,std1_Jac3,0.002604,good,0.002031,28.21,28.21 % more time of default solver time,0.779953917,
7787.034,168,0,1,0,10.72919,36564232,bad,tube2,0.001877,good,0.001447,29.72,29.72 % more time of default solver time,0.770911028,
1545.814,1.000025,5.430405,4,5.430405,5.744924,37052868,bad,psmigr_2,0.000933,good,0.00071,31.41,31.41 % more time of default solver time,0.760986066,
280.7343,3.45E+11,34.81199,1,31.22471,825.4974,36564232,bad,std1_Jac2_db,0.000998,good,0.000756,32.01,32.01 % more time of default solver time,0.75751503,
280.7343,3.45E+11,34.81199,1,31.22471,825.4974,37052868,bad,std1_Jac2_db,0.000999,fair,0.000756,32.14,32.14 % more time of default solver time,0.756756757,
9171.338,3379670000,255.4039,2,257.1909,9.845392,69654763,bad,bayer04,0.001367,good,0.001025,33.37,33.37 % more time of default solver time,0.749817118,
621.3043,0.172714,10.49759,4,10.49759,1474.289,69654763,bad,wang4,0.024974,good,0.018522,34.83,34.83 % more time of default solver time,0.741651317,
10358.63,1389.099,13.59389,3,13.59389,3.67316,36564232,bad,TSOPF_RS_b39_c7,0.000466,good,0.000337,38.28,38.28 % more time of default solver time,0.723175966,
32002.21,117191.4,17.52817,1,16.55665,211253900,36025721,bad,c-61,0.000956,good,0.000689,38.75,38.75 % more time of default solver time,0.720711297,
4354.824,197392.6,67.92974,1,65.96292,7.032876,29030070,bad,GT01R,0.00593,good,0.004259,39.23,39.23 % more time of default solver time,0.718212479,
6310.585,9403,2.872156,1,2.872156,20.96123,37052868,fair,Reuters911,0.000504,fair,0.000354,42.37,42.37 % more time of default solver time,0.702380952,
1766.2,34.00327,115.0295,1,115.0295,2.234751,36564232,fair,lhr07,0.000329,fair,0.000225,46.22,46.22 % more time of default solver time,0.683890578,
3481.943,34.01084,225.8378,1,225.8378,1.311844,69654763,fair,lhr14,0.001518,fair,0.00097,56.49,56.49 % more time of default solver time,0.638998682,
7787.034,168,0,1,0,10.72919,69654763,fair,tube2,0.002472,fair,0.001447,70.84,70.84 % more time of default solver time,0.585355987,
2718.835,34.01184,300.0004,1,300.0004,1.232058,37052868,fair,lhr11c,0.000622,fair,0.000334,86.23,86.23 % more time of default solver time,0.536977492,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,14.534801,,,,,0.536977492,MIN
,,,,,,,,,,,,,,132259.9349,MAX
,,,,,,,,,,,,,,1868.588312,AVG
,,,,,,,,,,,,,,8058.778604,STD. DEV
